threadsX;mean;median;std
1;0.4584086;0.0619;1.4563842592830416
4;0.19759200000000002;0.033850000000000005;0.6060229018206013
8;0.1309352;0.032;0.3452689026704585
16;0.10066320000000001;0.031;0.2162525482277376
32;0.0872794;0.0304;0.16336926022361742
