width;mean;median;std
32;0.08862061709444444;0.02680057;0.14697584702495659
64;0.17355668703888888;0.051547275;0.2917204226215847
256;0.6458075018888889;0.18000075;1.1228010131646957
512;1.2268733320611112;0.36074625000000005;2.1973510197388477
1024;2.2309451320055556;0.6540255;4.035027541173159
