height;mean;median;std
32;0.032575929518981486;0.0147954;0.049257830964366714
64;0.06623236360231481;0.027001900000000002;0.10469121978649645
256;0.2745443125925926;0.10583125;0.4307122681623067
512;0.5726953166796296;0.22122999999999998;0.9148680641657387
1024;1.201654152924537;0.43835525000000003;2.021624185771819
