nProcs;mean;median;std
1;0.24241546433333333;0.0461559;0.5479659494770918
2;0.3432328912175926;0.063309;0.7828123633028882
4;0.4686182141319445;0.0876658625;1.1527777711036018
8;0.5281076837324074;0.09951940000000001;1.336539934262403
16;0.5653278219027777;0.116977;1.3974027025720726
