ns;mean;median;std
1;0.11035888074962963;0.0282347;0.20985844748050367
2;0.20505544737296297;0.0501715875;0.394813379335413
5;0.47896289582999996;0.11859900000000001;0.9373456049747345
10;0.9237844363018518;0.2308889;1.8343671694220967
