ns;mean;median;std
1;0.1134589934;0.0291651;0.21758226911410217
2;0.2101484624148148;0.0515095;0.40768287250065743
5;0.48920253473333336;0.1207745;0.9651351169554376
10;0.9415681012814815;0.23682599999999998;1.8860591866784986
