width;mean;median;std
32;0.05402434616666667;0.019416299999999997;0.09070449268226038
64;0.09899734781481481;0.0336338;0.16860809933802648
256;0.3337395544907407;0.11337349999999999;0.583141348450011
512;0.6141683354444445;0.211699;1.1083547004653902
1024;1.0920430308703704;0.360692;2.014327113523566
