width;mean;median;std
32;0.05213261439583333;0.018893325;0.08640207238795755
64;0.09599358034583333;0.032745449999999995;0.16180108083125266
256;0.3262152927134259;0.1109431;0.5649622573615717
512;0.6016539601282408;0.208334;1.0759234961326611
1024;1.0717066277347223;0.3557897;1.958650866498491
