height;mean;median;std
32;0.007768308153292181;0.00534395;0.0074947351837983045
256;0.05212541154835391;0.024105500000000002;0.06806613492856577
512;0.10831121545781894;0.049577750000000004;0.14219394874653016
1024;0.22020279351851854;0.09964375;0.2992389535471612
