strategy;subStrategy;nFotogramas;width;height;ns;nProcs;threadsPorProceso;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
cols;blocks;2;512;256;1;16;1;0,133844;0,130011;0,133844;;;
cols;blocks;2;512;256;2;16;1;0,205375;0,205375;0,193952;;;
cols;blocks;2;512;256;5;16;1;0,461522;0,454936;0,461522;;;
cols;blocks;2;512;256;10;16;1;0,876531;0,861591;0,876531;;;
cols;blocks;2;512;512;1;16;1;0,245376;0,241862;0,245376;;;
cols;blocks;2;512;512;2;16;1;0,451049;0,451049;0,437579;;;
cols;blocks;2;512;512;5;16;1;0,966372;0,960742;0,966372;;;
cols;blocks;2;512;512;10;16;1;1,80843;1,80843;1,79246;;;
cols;blocks;2;512;1024;1;16;1;0,484463;0,484463;0,478328;;;
cols;blocks;2;512;1024;2;16;1;0,825949;0,825949;0,817732;;;
cols;blocks;2;512;1024;5;16;1;1,91024;1,91024;1,8828;;;
cols;blocks;2;512;1024;10;16;1;3,59002;3,59002;3,57416;;;
cols;blocks;2;1024;32;1;16;1;0,0278411;0,026904;0,0278411;;;
cols;blocks;2;1024;32;2;16;1;0,0485762;0,0465709;0,0485762;;;
cols;blocks;2;1024;32;5;16;1;0,103491;0,103491;0,0997585;;;
cols;blocks;2;1024;32;10;16;1;0,209957;0,209957;0,206868;;;
cols;blocks;2;1024;64;1;16;1;0,0524956;0,0524956;0,0514916;;;
cols;blocks;2;1024;64;2;16;1;0,100824;0,100824;0,0999586;;;
cols;blocks;2;1024;64;5;16;1;0,226045;0,224689;0,226045;;;
cols;blocks;2;1024;64;10;16;1;0,405095;0,405095;0,401323;;;
cols;blocks;2;1024;256;1;16;1;0,198348;0,193597;0,198348;;;
cols;blocks;2;1024;256;2;16;1;0,319005;0,319005;0,318969;;;
cols;blocks;2;1024;256;5;16;1;0,799887;0,791373;0,799887;;;
cols;blocks;2;1024;256;10;16;1;1,41789;1,3813;1,41789;;;
cols;blocks;2;1024;512;1;16;1;0,398715;0,394047;0,398715;;;
cols;blocks;2;1024;512;2;16;1;0,719719;0,719719;0,713176;;;
cols;blocks;2;1024;512;5;16;1;1,54656;1,54582;1,54656;;;
cols;blocks;2;1024;512;10;16;1;2,93951;2,89796;2,93951;;;
cols;blocks;2;1024;1024;1;16;1;0,796428;0,796428;0,782236;;;
cols;blocks;2;1024;1024;2;16;1;1,44985;1,44985;1,44331;;;
cols;blocks;2;1024;1024;5;16;1;3,36353;3,36353;3,29265;;;
cols;blocks;2;1024;1024;10;16;1;6,44946;6,44946;6,42885;;;
cols;blocks;5;32;32;1;16;1;0,0114842;0,0113273;0,0111877;0,0111546;0,0113745;0,0114842
cols;blocks;5;32;32;2;16;1;0,0145301;0,014217;0,0140051;0,0140696;0,0137149;0,0145301
cols;blocks;5;32;32;5;16;1;0,0200982;0,0197472;0,0200673;0,0193881;0,0200982;0,0199639
cols;blocks;5;32;32;10;16;1;0,0356421;0,0349703;0,0348397;0,0343099;0,0356421;0,0355877
cols;blocks;5;32;64;1;16;1;0,0170752;0,0160819;0,0164344;0,0170752;0,0161136;0,0168043
cols;blocks;5;32;64;2;16;1;0,0179894;0,0171808;0,0179894;0,0168837;0,0175304;0,0171913
cols;blocks;5;32;64;5;16;1;0,0328397;0,0306972;0,0311373;0,0306909;0,0328397;0,0304568
cols;blocks;5;32;64;10;16;1;0,0577623;0,053098;0,0523082;0,0530539;0,0540275;0,0577623
cols;blocks;5;32;256;1;16;1;0,0315487;0,030411;0,0301222;0,0295753;0,0315487;0,0299657
cols;blocks;5;32;256;2;16;1;0,0500322;0,0476471;0,0500322;0,0478673;0,0485303;0,0481828
cols;blocks;5;32;256;5;16;1;0,106331;0,0994305;0,0999005;0,0994872;0,106331;0,0991111
cols;blocks;5;32;256;10;16;1;0,19516;0,186198;0,184804;0,194817;0,19516;0,189279
cols;blocks;5;32;512;1;16;1;0,0491884;0,0486972;0,0484125;0,0482056;0,0491362;0,0491884
cols;blocks;5;32;512;2;16;1;0,0847566;0,0830018;0,0820025;0,0827977;0,0847566;0,0847293
cols;blocks;5;32;512;5;16;1;0,211703;0,207536;0,208376;0,211703;0,208819;0,208805
cols;blocks;5;32;512;10;16;1;0,369997;0,342628;0,343412;0,369997;0,352561;0,358457
cols;blocks;5;32;1024;1;16;1;0,0867111;0,0844384;0,0825586;0,0859029;0,083525;0,0867111
cols;blocks;5;32;1024;2;16;1;0,163837;0,155567;0,163837;0,158401;0,156384;0,156688
cols;blocks;5;32;1024;5;16;1;0,363506;0,353207;0,352743;0,363506;0,354285;0,355063
cols;blocks;5;32;1024;10;16;1;0,668277;0,646273;0,64946;0,653484;0,663121;0,668277
cols;blocks;5;64;32;1;16;1;0,0169341;0,0162439;0,0161642;0,0155032;0,0162438;0,0169341
cols;blocks;5;64;32;2;16;1;0,0179601;0,0171325;0,0168564;0,0166825;0,0179601;0,0173799
cols;blocks;5;64;32;5;16;1;0,0307923;0,0294343;0,0295643;0,0307923;0,0301627;0,030012
cols;blocks;5;64;32;10;16;1;0,055752;0,0533651;0,0530153;0,055752;0,0541223;0,0543166
cols;blocks;5;64;64;1;16;1;0,0205934;0,0205934;0,0199332;0,0199397;0,020011;0,0203007
cols;blocks;5;64;64;2;16;1;0,0280359;0,0275637;0,0268284;0,0280359;0,0277201;0,0279958
cols;blocks;5;64;64;5;16;1;0,0542488;0,0524171;0,0516861;0,0528909;0,0531352;0,0542488
cols;blocks;5;64;64;10;16;1;0,105757;0,101257;0,10558;0,105757;0,102823;0,102113
cols;blocks;5;64;256;1;16;1;0,0502091;0,0476814;0,0475892;0,0476366;0,0495411;0,0502091
cols;blocks;5;64;256;2;16;1;0,094947;0,0927905;0,0910592;0,0914246;0,094869;0,094947
cols;blocks;5;64;256;5;16;1;0,214035;0,196915;0,183222;0,214035;0,198228;0,20596
cols;blocks;5;64;256;10;16;1;0,384826;0,350747;0,381451;0,384826;0,377106;0,379182
cols;blocks;5;64;512;1;16;1;0,092704;0,0907308;0,0862941;0,087941;0,092704;0,0877129
cols;blocks;5;64;512;2;16;1;0,16853;0,160607;0,159745;0,16853;0,161266;0,16048
cols;blocks;5;64;512;5;16;1;0,355199;0,355199;0,344673;0,342185;0,352028;0,340799
cols;blocks;5;64;512;10;16;1;0,667531;0,652328;0,665275;0,662219;0,653626;0,667531
cols;blocks;5;64;1024;1;16;1;0,173242;0,165937;0,167324;0,167599;0,165958;0,173242
cols;blocks;5;64;1024;2;16;1;0,317966;0,302748;0,302105;0,317966;0,30358;0,307814
cols;blocks;5;64;1024;5;16;1;0,694792;0,67332;0,673074;0,694792;0,68895;0,692396
cols;blocks;5;64;1024;10;16;1;1,26053;1,19133;1,23519;1,26053;1,21348;1,19778
cols;blocks;5;256;32;1;16;1;0,0266308;0,0260794;0,0257551;0,0256617;0,0258198;0,0266308
cols;blocks;5;256;32;2;16;1;0,035583;0,0338486;0,0332492;0,0338992;0,035583;0,0341211
cols;blocks;5;256;32;5;16;1;0,0751562;0,0723203;0,0714753;0,0720297;0,0751562;0,0718413
cols;blocks;5;256;32;10;16;1;0,129013;0,120423;0,121755;0,129013;0,122709;0,123494
cols;blocks;5;256;64;1;16;1;0,0499658;0,0438949;0,0447018;0,0440819;0,0459129;0,0499658
cols;blocks;5;256;64;2;16;1;0,0655235;0,063213;0,0640655;0,0653408;0,0646981;0,0655235
cols;blocks;5;256;64;5;16;1;0,155564;0,145455;0,154134;0,143;0,155564;0,145094
cols;blocks;5;256;64;10;16;1;0,311147;0,307247;0,30435;0,311147;0,305643;0,306333
cols;blocks;5;256;256;1;16;1;0,154372;0,153159;0,149089;0,154372;0,152672;0,154134
cols;blocks;5;256;256;2;16;1;0,315033;0,295164;0,297562;0,299155;0,28994;0,315033
cols;blocks;5;256;256;5;16;1;0,620133;0,603233;0,608785;0,620133;0,604215;0,606912
cols;blocks;5;256;256;10;16;1;1,14207;1,08833;1,12732;1,12965;1,14207;1,12783
cols;blocks;5;256;512;1;16;1;0,304838;0,304838;0,28852;0,300593;0,282087;0,284896
cols;blocks;5;256;512;2;16;1;0,53821;0,524086;0,521655;0,53821;0,533704;0,531528
cols;blocks;5;256;512;5;16;1;1,22785;1,18489;1,18554;1,22471;1,22785;1,1969
cols;blocks;5;256;512;10;16;1;2,35003;2,23122;2,32651;2,28982;2,35003;2,34772
cols;blocks;5;256;1024;1;16;1;0,562219;0,514628;0,55676;0,562219;0,557211;0,550276
cols;blocks;5;256;1024;2;16;1;1,06245;1,03473;1,04444;1,06245;1,04211;1,05284
cols;blocks;5;256;1024;5;16;1;2,35342;2,26652;2,34575;2,29017;2,35342;2,33308
cols;blocks;5;256;1024;10;16;1;4,41894;4,2576;4,36119;4,41894;4,39491;4,41843
cols;blocks;5;512;32;1;16;1;0,0400843;0,0382704;0,0394038;0,0372486;0,0400843;0,0383731
cols;blocks;5;512;32;2;16;1;0,0599357;0,0572521;0,055892;0,0586191;0,0599357;0,0579962
cols;blocks;5;512;32;5;16;1;0,134025;0,127877;0,126372;0,129338;0,134025;0,127183
cols;blocks;5;512;32;10;16;1;0,24352;0,233483;0,232524;0,237335;0,237005;0,24352
cols;blocks;5;512;64;1;16;1;0,0652607;0,0652607;0,0604077;0,0617705;0,0649778;0,0624835
cols;blocks;5;512;64;2;16;1;0,115746;0,109954;0,115746;0,106785;0,114982;0,108831
cols;blocks;5;512;64;5;16;1;0,280702;0,269702;0,266532;0,280702;0,268399;0,269848
cols;blocks;5;512;64;10;16;1;0,481436;0,472196;0,481436;0,468825;0,479933;0,480703
cols;blocks;5;512;256;1;16;1;0,265643;0,264201;0,258149;0,246444;0,262954;0,265643
cols;blocks;5;512;256;2;16;1;0,486614;0,462654;0,475794;0,482044;0,465676;0,486614
cols;blocks;5;512;256;5;16;1;1,02626;0,960918;1,02096;0,998543;1,02626;1,0149
cols;blocks;5;512;256;10;16;1;1,91409;1,84588;1,85879;1,88052;1,89836;1,91409
cols;blocks;5;512;512;1;16;1;0,510596;0,496458;0,497906;0,510238;0,489965;0,510596
cols;blocks;5;512;512;2;16;1;0,943625;0,929254;0,92531;0,943625;0,923645;0,938921
cols;blocks;5;512;512;5;16;1;2,17579;2,0952;2,15477;2,14015;2,15698;2,17579
cols;blocks;5;512;512;10;16;1;4,13848;3,91625;4,12363;4,06609;4,13848;4,04689
cols;blocks;5;512;1024;1;16;1;1,03057;0,998874;1,03057;1,01264;1,02879;1,02223
cols;blocks;5;512;1024;2;16;1;1,91214;1,83268;1,9121;1,91214;1,87694;1,86469
cols;blocks;5;512;1024;5;16;1;4,43255;4,3314;4,43255;4,31375;4,39608;4,39279
cols;blocks;5;512;1024;10;16;1;8,64652;8,26128;8,64652;8,5251;8,35786;8,62777
cols;blocks;5;1024;32;1;16;1;0,0569839;0,0514922;0,0569839;0,0505477;0,0527593;0,051255
cols;blocks;5;1024;32;2;16;1;0,0945027;0,0945027;0,090769;0,0905177;0,091082;0,0919247
cols;blocks;5;1024;32;5;16;1;0,212025;0,205581;0,206578;0,207109;0,212025;0,208337
cols;blocks;5;1024;32;10;16;1;0,413018;0,390516;0,401712;0,407575;0,399933;0,413018
cols;blocks;5;1024;64;1;16;1;0,122467;0,115687;0,114549;0,122467;0,113394;0,118669
cols;blocks;5;1024;64;2;16;1;0,217929;0,217929;0,206028;0,206463;0,208338;0,208151
cols;blocks;5;1024;64;5;16;1;0,452533;0,445451;0,443131;0,452533;0,449664;0,442583
cols;blocks;5;1024;64;10;16;1;0,82805;0,820444;0,81364;0,813554;0,82805;0,819403
cols;blocks;5;1024;256;1;16;1;0,429425;0,421903;0,420541;0,429425;0,421526;0,425366
cols;blocks;5;1024;256;2;16;1;0,803997;0,786357;0,778965;0,803997;0,78918;0,788616
cols;blocks;5;1024;256;5;16;1;1,78453;1,69749;1,75512;1,71601;1,73766;1,78453
cols;blocks;5;1024;256;10;16;1;3,36268;3,24436;3,34386;3,28094;3,305;3,36268
cols;blocks;5;1024;512;1;16;1;0,873394;0,812102;0,824465;0,853844;0,873394;0,849121
cols;blocks;5;1024;512;2;16;1;1,6356;1,53764;1,53846;1,54769;1,59965;1,6356
cols;blocks;5;1024;512;5;16;1;3,67671;3,52193;3,66676;3,64697;3,56703;3,67671
cols;blocks;5;1024;512;10;16;1;7,08099;6,67994;7,08099;6,87392;6,93068;6,88396
cols;blocks;5;1024;1024;1;16;1;1,83539;1,7749;1,79449;1,83539;1,73957;1,68369
cols;blocks;5;1024;1024;2;16;1;3,34934;3,23717;3,31758;3,32954;3,34934;3,34859
cols;blocks;5;1024;1024;5;16;1;8,04349;7,80175;7,94997;7,77724;8,04349;7,88268
cols;blocks;5;1024;1024;10;16;1;15,5463;15,241;15,5463;15,4682;15,525;15,5024
cols;blocks;1;32;32;1;16;2;0,011826;0,011826;;;;
cols;blocks;1;32;32;2;16;2;0,0113643;0,0113643;;;;
cols;blocks;1;32;32;5;16;2;0,0123365;0,0123365;;;;
cols;blocks;1;32;32;10;16;2;0,0145434;0,0145434;;;;
cols;blocks;1;32;64;1;16;2;0,0100597;0,0100597;;;;
cols;blocks;1;32;64;2;16;2;0,0114932;0,0114932;;;;
cols;blocks;1;32;64;5;16;2;0,0167569;0,0167569;;;;
cols;blocks;1;32;64;10;16;2;0,0254006;0,0254006;;;;
cols;blocks;1;32;256;1;16;2;0,0144065;0,0144065;;;;
cols;blocks;1;32;256;2;16;2;0,0203821;0,0203821;;;;
cols;blocks;1;32;256;5;16;2;0,0336884;0,0336884;;;;
cols;blocks;1;32;256;10;16;2;0,0652607;0,0652607;;;;
cols;blocks;1;32;512;1;16;2;0,0204246;0,0204246;;;;
cols;blocks;1;32;512;2;16;2;0,0237121;0,0237121;;;;
cols;blocks;1;32;512;5;16;2;0,0567379;0,0567379;;;;
cols;blocks;1;32;512;10;16;2;0,0988124;0,0988124;;;;
cols;blocks;1;32;1024;1;16;2;0,035106;0,035106;;;;
cols;blocks;1;32;1024;2;16;2;0,0514317;0,0514317;;;;
cols;blocks;1;32;1024;5;16;2;0,118628;0,118628;;;;
cols;blocks;1;32;1024;10;16;2;0,214464;0,214464;;;;
cols;blocks;1;64;32;1;16;2;0,0100475;0,0100475;;;;
cols;blocks;1;64;32;2;16;2;0,0115736;0,0115736;;;;
cols;blocks;1;64;32;5;16;2;0,0136297;0,0136297;;;;
cols;blocks;1;64;32;10;16;2;0,0173742;0,0173742;;;;
cols;blocks;1;64;64;1;16;2;0,0121527;0,0121527;;;;
cols;blocks;1;64;64;2;16;2;0,012972;0,012972;;;;
cols;blocks;1;64;64;5;16;2;0,0166844;0,0166844;;;;
cols;blocks;1;64;64;10;16;2;0,0271855;0,0271855;;;;
cols;blocks;1;64;256;1;16;2;0,0181712;0,0181712;;;;
cols;blocks;1;64;256;2;16;2;0,0234329;0,0234329;;;;
cols;blocks;1;64;256;5;16;2;0,046957;0,046957;;;;
cols;blocks;1;64;256;10;16;2;0,0928949;0,0928949;;;;
cols;blocks;1;64;512;1;16;2;0,0261966;0,0261966;;;;
cols;blocks;1;64;512;2;16;2;0,0440565;0,0440565;;;;
cols;blocks;1;64;512;5;16;2;0,0990728;0,0990728;;;;
cols;blocks;1;64;512;10;16;2;0,139652;0,139652;;;;
cols;blocks;1;64;1024;1;16;2;0,045094;0,045094;;;;
cols;blocks;1;64;1024;2;16;2;0,0698272;0,0698272;;;;
cols;blocks;1;64;1024;5;16;2;0,16842;0,16842;;;;
cols;blocks;1;64;1024;10;16;2;0,325565;0,325565;;;;
cols;blocks;1;256;32;1;16;2;0,0137229;0,0137229;;;;
cols;blocks;1;256;32;2;16;2;0,0145206;0,0145206;;;;
cols;blocks;1;256;32;5;16;2;0,0200254;0,0200254;;;;
cols;blocks;1;256;32;10;16;2;0,0337508;0,0337508;;;;
cols;blocks;1;256;64;1;16;2;0,0163695;0,0163695;;;;
cols;blocks;1;256;64;2;16;2;0,0209479;0,0209479;;;;
cols;blocks;1;256;64;5;16;2;0,0394675;0,0394675;;;;
cols;blocks;1;256;64;10;16;2;0,0639855;0,0639855;;;;
cols;blocks;1;256;256;1;16;2;0,0374385;0,0374385;;;;
cols;blocks;1;256;256;2;16;2;0,0769644;0,0769644;;;;
cols;blocks;1;256;256;5;16;2;0,155455;0,155455;;;;
cols;blocks;1;256;256;10;16;2;0,270307;0,270307;;;;
cols;blocks;1;256;512;1;16;2;0,0678203;0,0678203;;;;
cols;blocks;1;256;512;2;16;2;0,14728;0,14728;;;;
cols;blocks;1;256;512;5;16;2;0,306032;0,306032;;;;
cols;blocks;1;256;512;10;16;2;0,548456;0,548456;;;;
cols;blocks;1;256;1024;1;16;2;0,14341;0,14341;;;;
cols;blocks;1;256;1024;2;16;2;0,308011;0,308011;;;;
cols;blocks;1;256;1024;5;16;2;0,551875;0,551875;;;;
cols;blocks;1;256;1024;10;16;2;0,975466;0,975466;;;;
cols;blocks;1;512;32;1;16;2;0,0134747;0,0134747;;;;
cols;blocks;1;512;32;2;16;2;0,0198834;0,0198834;;;;
cols;blocks;1;512;32;5;16;2;0,0309582;0,0309582;;;;
cols;blocks;1;512;32;10;16;2;0,0576861;0,0576861;;;;
cols;blocks;1;512;64;1;16;2;0,0272391;0,0272391;;;;
cols;blocks;1;512;64;2;16;2;0,0449491;0,0449491;;;;
cols;blocks;1;512;64;5;16;2;0,0661043;0,0661043;;;;
cols;blocks;1;512;64;10;16;2;0,12745;0,12745;;;;
cols;blocks;1;512;256;1;16;2;0,0628321;0,0628321;;;;
cols;blocks;1;512;256;2;16;2;0,109385;0,109385;;;;
cols;blocks;1;512;256;5;16;2;0,25665;0,25665;;;;
cols;blocks;1;512;256;10;16;2;0,45892;0,45892;;;;
cols;blocks;1;512;512;1;16;2;0,127373;0,127373;;;;
cols;blocks;1;512;512;2;16;2;0,245986;0,245986;;;;
cols;blocks;1;512;512;5;16;2;0,553868;0,553868;;;;
cols;blocks;1;512;512;10;16;2;0,967849;0,967849;;;;
cols;blocks;1;512;1024;1;16;2;0,267519;0,267519;;;;
cols;blocks;1;512;1024;2;16;2;0,458487;0,458487;;;;
cols;blocks;1;512;1024;5;16;2;1,00863;1,00863;;;;
cols;blocks;1;512;1024;10;16;2;1,92277;1,92277;;;;
cols;blocks;1;1024;32;1;16;2;0,0218035;0,0218035;;;;
cols;blocks;1;1024;32;2;16;2;0,0347058;0,0347058;;;;
cols;blocks;1;1024;32;5;16;2;0,0574196;0,0574196;;;;
cols;blocks;1;1024;32;10;16;2;0,102072;0,102072;;;;
cols;blocks;1;1024;64;1;16;2;0,0379377;0,0379377;;;;
cols;blocks;1;1024;64;2;16;2;0,0580798;0,0580798;;;;
cols;blocks;1;1024;64;5;16;2;0,10833;0,10833;;;;
cols;blocks;1;1024;64;10;16;2;0,214919;0,214919;;;;
cols;blocks;1;1024;256;1;16;2;0,128017;0,128017;;;;
cols;blocks;1;1024;256;2;16;2;0,19287;0,19287;;;;
cols;blocks;1;1024;256;5;16;2;0,437797;0,437797;;;;
cols;blocks;1;1024;256;10;16;2;0,800897;0,800897;;;;
cols;blocks;1;1024;512;1;16;2;0,21721;0,21721;;;;
cols;blocks;1;1024;512;2;16;2;0,405616;0,405616;;;;
cols;blocks;1;1024;512;5;16;2;0,851302;0,851302;;;;
cols;blocks;1;1024;512;10;16;2;1,54733;1,54733;;;;
cols;blocks;1;1024;1024;1;16;2;0,491761;0,491761;;;;
cols;blocks;1;1024;1024;2;16;2;0,809764;0,809764;;;;
cols;blocks;1;1024;1024;5;16;2;1,77268;1,77268;;;;
cols;blocks;1;1024;1024;10;16;2;3,40317;3,40317;;;;
cols;blocks;2;32;32;1;16;2;0,0106695;0,0102929;0,0106695;;;
cols;blocks;2;32;32;2;16;2;0,0128261;0,0128261;0,0119243;;;
cols;blocks;2;32;32;5;16;2;0,0153945;0,0153945;0,0151908;;;
cols;blocks;2;32;32;10;16;2;0,0192244;0,0186199;0,0192244;;;
cols;blocks;2;32;64;1;16;2;0,0120032;0,011471;0,0120032;;;
cols;blocks;2;32;64;2;16;2;0,0138252;0,0138252;0,0134263;;;
cols;blocks;2;32;64;5;16;2;0,0195228;0,0195228;0,018932;;;
cols;blocks;2;32;64;10;16;2;0,0293799;0,0293799;0,0290438;;;
cols;blocks;2;32;256;1;16;2;0,0161681;0,0157412;0,0161681;;;
cols;blocks;2;32;256;2;16;2;0,0287137;0,0283942;0,0287137;;;
cols;blocks;2;32;256;5;16;2;0,0513688;0,0513688;0,0502791;;;
cols;blocks;2;32;256;10;16;2;0,087929;0,0858711;0,087929;;;
cols;blocks;2;32;512;1;16;2;0,0250422;0,0250422;0,024777;;;
cols;blocks;2;32;512;2;16;2;0,0420767;0,0413043;0,0420767;;;
cols;blocks;2;32;512;5;16;2;0,0890472;0,0839342;0,0890472;;;
cols;blocks;2;32;512;10;16;2;0,16159;0,160511;0,16159;;;
cols;blocks;2;32;1024;1;16;2;0,0423792;0,0402545;0,0423792;;;
cols;blocks;2;32;1024;2;16;2;0,0720218;0,0720218;0,0678841;;;
cols;blocks;2;32;1024;5;16;2;0,159978;0,15603;0,159978;;;
cols;blocks;2;32;1024;10;16;2;0,295956;0,286385;0,295956;;;
cols;blocks;2;64;32;1;16;2;0,0126463;0,0123098;0,0126463;;;
cols;blocks;2;64;32;2;16;2;0,0138812;0,0138812;0,0138591;;;
cols;blocks;2;64;32;5;16;2;0,0175634;0,017311;0,0175634;;;
cols;blocks;2;64;32;10;16;2;0,0242332;0,0242332;0,0232898;;;
cols;blocks;2;64;64;1;16;2;0,0145951;0,0145951;0,0135612;;;
cols;blocks;2;64;64;2;16;2;0,0159675;0,0159675;0,0157322;;;
cols;blocks;2;64;64;5;16;2;0,0319407;0,0309679;0,0319407;;;
cols;blocks;2;64;64;10;16;2;0,0460486;0,0460486;0,0444623;;;
cols;blocks;2;64;256;1;16;2;0,0247779;0,0238509;0,0247779;;;
cols;blocks;2;64;256;2;16;2;0,03739;0,0360642;0,03739;;;
cols;blocks;2;64;256;5;16;2;0,0937698;0,0912779;0,0937698;;;
cols;blocks;2;64;256;10;16;2;0,161265;0,161265;0,159143;;;
cols;blocks;2;64;512;1;16;2;0,0420114;0,0408817;0,0420114;;;
cols;blocks;2;64;512;2;16;2;0,081134;0,0795024;0,081134;;;
cols;blocks;2;64;512;5;16;2;0,149144;0,141305;0,149144;;;
cols;blocks;2;64;512;10;16;2;0,308448;0,306032;0,308448;;;
cols;blocks;2;64;1024;1;16;2;0,0899704;0,0899704;0,088643;;;
cols;blocks;2;64;1024;2;16;2;0,118893;0,118893;0,115018;;;
cols;blocks;2;64;1024;5;16;2;0,323218;0,323218;0,306994;;;
cols;blocks;2;64;1024;10;16;2;0,576543;0,573007;0,576543;;;
cols;blocks;2;256;32;1;16;2;0,0152579;0,0152579;0,0148535;;;
cols;blocks;2;256;32;2;16;2;0,0194012;0,0194012;0,0178922;;;
cols;blocks;2;256;32;5;16;2;0,0409392;0,0409392;0,0406919;;;
cols;blocks;2;256;32;10;16;2;0,0689527;0,0689527;0,0686595;;;
cols;blocks;2;256;64;1;16;2;0,0218006;0,0218006;0,0217818;;;
cols;blocks;2;256;64;2;16;2;0,0348027;0,0338603;0,0348027;;;
cols;blocks;2;256;64;5;16;2;0,0710691;0,0710691;0,068513;;;
cols;blocks;2;256;64;10;16;2;0,10623;0,103056;0,10623;;;
cols;blocks;2;256;256;1;16;2;0,0771696;0,0739568;0,0771696;;;
cols;blocks;2;256;256;2;16;2;0,133485;0,133485;0,129756;;;
cols;blocks;2;256;256;5;16;2;0,302293;0,302293;0,297021;;;
cols;blocks;2;256;256;10;16;2;0,507617;0,507617;0,49295;;;
cols;blocks;2;256;512;1;16;2;0,137168;0,132706;0,137168;;;
cols;blocks;2;256;512;2;16;2;0,252218;0,252218;0,245681;;;
cols;blocks;2;256;512;5;16;2;0,559591;0,549903;0,559591;;;
cols;blocks;2;256;512;10;16;2;0,98209;0,98209;0,980367;;;
cols;blocks;2;256;1024;1;16;2;0,2645;0,2645;0,256139;;;
cols;blocks;2;256;1024;2;16;2;0,451126;0,448721;0,451126;;;
cols;blocks;2;256;1024;5;16;2;0,989851;0,987581;0,989851;;;
cols;blocks;2;256;1024;10;16;2;1,90384;1,90384;1,90117;;;
cols;blocks;2;512;32;1;16;2;0,0204321;0,0200308;0,0204321;;;
cols;blocks;2;512;32;2;16;2;0,0313641;0,0306721;0,0313641;;;
cols;blocks;2;512;32;5;16;2;0,0569675;0,055339;0,0569675;;;
cols;blocks;2;512;32;10;16;2;0,127729;0,125631;0,127729;;;
cols;blocks;2;512;64;1;16;2;0,0322426;0,0292882;0,0322426;;;
cols;blocks;2;512;64;2;16;2;0,0592135;0,0555726;0,0592135;;;
cols;blocks;2;512;64;5;16;2;0,141361;0,137954;0,141361;;;
cols;blocks;2;512;64;10;16;2;0,231403;0,221574;0,231403;;;
cols;blocks;2;512;256;1;16;2;0,131298;0,127472;0,131298;;;
cols;blocks;2;512;256;2;16;2;0,255646;0,24059;0,255646;;;
cols;blocks;2;512;256;5;16;2;0,504562;0,504562;0,500039;;;
cols;blocks;2;512;256;10;16;2;0,878498;0,878498;0,831923;;;
cols;blocks;2;512;512;1;16;2;0,228892;0,228892;0,212355;;;
cols;blocks;2;512;512;2;16;2;0,450654;0,450438;0,450654;;;
cols;blocks;2;512;512;5;16;2;0,953573;0,952589;0,953573;;;
cols;blocks;2;512;512;10;16;2;1,82087;1,82087;1,81577;;;
cols;blocks;2;512;1024;1;16;2;0,484124;0,484124;0,478607;;;
cols;blocks;2;512;1024;2;16;2;0,836784;0,823152;0,836784;;;
cols;blocks;2;512;1024;5;16;2;1,91849;1,86696;1,91849;;;
cols;blocks;2;512;1024;10;16;2;3,60753;3,54695;3,60753;;;
cols;blocks;2;1024;32;1;16;2;0,0294374;0,0290057;0,0294374;;;
cols;blocks;2;1024;32;2;16;2;0,049866;0,049866;0,045319;;;
cols;blocks;2;1024;32;5;16;2;0,0991449;0,097195;0,0991449;;;
cols;blocks;2;1024;32;10;16;2;0,182029;0,180439;0,182029;;;
cols;blocks;2;1024;64;1;16;2;0,0513027;0,0513027;0,051;;;
cols;blocks;2;1024;64;2;16;2;0,0941246;0,0902569;0,0941246;;;
cols;blocks;2;1024;64;5;16;2;0,24765;0,2449;0,24765;;;
cols;blocks;2;1024;64;10;16;2;0,401733;0,401733;0,397548;;;
cols;blocks;2;1024;256;1;16;2;0,199982;0,199982;0,191212;;;
cols;blocks;2;1024;256;2;16;2;0,343252;0,34125;0,343252;;;
cols;blocks;2;1024;256;5;16;2;0,796465;0,796465;0,765682;;;
cols;blocks;2;1024;256;10;16;2;1,40363;1,38137;1,40363;;;
cols;blocks;2;1024;512;1;16;2;0,398786;0,398786;0,385157;;;
cols;blocks;2;1024;512;2;16;2;0,727422;0,727422;0,726067;;;
cols;blocks;2;1024;512;5;16;2;1,57557;1,56379;1,57557;;;
cols;blocks;2;1024;512;10;16;2;2,93672;2,93672;2,92097;;;
cols;blocks;2;1024;1024;1;16;2;0,787093;0,770412;0,787093;;;
cols;blocks;2;1024;1024;2;16;2;1,44211;1,43218;1,44211;;;
cols;blocks;2;1024;1024;5;16;2;3,37874;3,37874;3,35649;;;
cols;blocks;2;1024;1024;10;16;2;6,47702;6,47702;6,37682;;;
cols;blocks;5;32;32;1;16;2;0,011775;0,011775;0,0111415;0,0110332;0,0109691;0,0113209
cols;blocks;5;32;32;2;16;2;0,0147444;0,0126587;0,0143329;0,0140703;0,0141476;0,0147444
cols;blocks;5;32;32;5;16;2;0,0195249;0,0195249;0,0190304;0,0187379;0,0192996;0,0191098
cols;blocks;5;32;32;10;16;2;0,0349269;0,0349269;0,0340662;0,0345711;0,034504;0,0347068
