strategy;subStrategy;nFotogramas;width;height;ns;nProcs;threadsPorProceso;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
rows;blocks;1;512;512;1;8;8;0,107522;0,107522;;;;
rows;blocks;1;512;512;2;8;8;0,231918;0,231918;;;;
rows;blocks;1;512;512;5;8;8;0,503304;0,503304;;;;
rows;blocks;1;512;512;10;8;8;0,894369;0,894369;;;;
rows;blocks;1;512;1024;1;8;8;0,231154;0,231154;;;;
rows;blocks;1;512;1024;2;8;8;0,416185;0,416185;;;;
rows;blocks;1;512;1024;5;8;8;0,935596;0,935596;;;;
rows;blocks;1;512;1024;10;8;8;1,80046;1,80046;;;;
rows;blocks;1;1024;32;1;8;8;0,0131509;0,0131509;;;;
rows;blocks;1;1024;32;2;8;8;0,0191928;0,0191928;;;;
rows;blocks;1;1024;32;5;8;8;0,0391056;0,0391056;;;;
rows;blocks;1;1024;32;10;8;8;0,0808778;0,0808778;;;;
rows;blocks;1;1024;64;1;8;8;0,0277754;0,0277754;;;;
rows;blocks;1;1024;64;2;8;8;0,038559;0,038559;;;;
rows;blocks;1;1024;64;5;8;8;0,100545;0,100545;;;;
rows;blocks;1;1024;64;10;8;8;0,168417;0,168417;;;;
rows;blocks;1;1024;256;1;8;8;0,0893974;0,0893974;;;;
rows;blocks;1;1024;256;2;8;8;0,168882;0,168882;;;;
rows;blocks;1;1024;256;5;8;8;0,389336;0,389336;;;;
rows;blocks;1;1024;256;10;8;8;0,745955;0,745955;;;;
rows;blocks;1;1024;512;1;8;8;0,165386;0,165386;;;;
rows;blocks;1;1024;512;2;8;8;0,358986;0,358986;;;;
rows;blocks;1;1024;512;5;8;8;0,895791;0,895791;;;;
rows;blocks;1;1024;512;10;8;8;1,6705;1,6705;;;;
rows;blocks;1;1024;1024;1;8;8;0,411386;0,411386;;;;
rows;blocks;1;1024;1024;2;8;8;0,820336;0,820336;;;;
rows;blocks;1;1024;1024;5;8;8;1,82651;1,82651;;;;
rows;blocks;1;1024;1024;10;8;8;3,38444;3,38444;;;;
rows;blocks;2;32;32;1;8;8;0,0053489;0,0053489;0,0052497;;;
rows;blocks;2;32;32;2;8;8;0,0057858;0,0055222;0,0057858;;;
rows;blocks;2;32;32;5;8;8;0,0079261;0,0078646;0,0079261;;;
rows;blocks;2;32;32;10;8;8;0,012276;0,0111779;0,012276;;;
rows;blocks;2;32;64;1;8;8;0,0065321;0,0065321;0,0064103;;;
rows;blocks;2;32;64;2;8;8;0,0076978;0,0076978;0,0073963;;;
rows;blocks;2;32;64;5;8;8;0,0133719;0,0133719;0,0129077;;;
rows;blocks;2;32;64;10;8;8;0,0211182;0,0211182;0,0198471;;;
rows;blocks;2;32;256;1;8;8;0,011893;0,0115251;0,011893;;;
rows;blocks;2;32;256;2;8;8;0,0185377;0,0185377;0,0180492;;;
rows;blocks;2;32;256;5;8;8;0,0390004;0,0379298;0,0390004;;;
rows;blocks;2;32;256;10;8;8;0,0701795;0,0671429;0,0701795;;;
rows;blocks;2;32;512;1;8;8;0,0198249;0,0173343;0,0198249;;;
rows;blocks;2;32;512;2;8;8;0,0305766;0,0305766;0,0297346;;;
rows;blocks;2;32;512;5;8;8;0,0747611;0,0747611;0,0702449;;;
rows;blocks;2;32;512;10;8;8;0,172505;0,172505;0,146014;;;
rows;blocks;2;32;1024;1;8;8;0,0319334;0,0319334;0,0306909;;;
rows;blocks;2;32;1024;2;8;8;0,0662476;0,0593172;0,0662476;;;
rows;blocks;2;32;1024;5;8;8;0,167853;0,161138;0,167853;;;
rows;blocks;2;32;1024;10;8;8;0,273305;0,273305;0,272486;;;
rows;blocks;2;64;32;1;8;8;0,0058052;0,0055454;0,0058052;;;
rows;blocks;2;64;32;2;8;8;0,0076603;0,0074183;0,0076603;;;
rows;blocks;2;64;32;5;8;8;0,0109496;0,0107989;0,0109496;;;
rows;blocks;2;64;32;10;8;8;0,0176278;0,0162118;0,0176278;;;
rows;blocks;2;64;64;1;8;8;0,0078323;0,0078323;0,0076725;;;
rows;blocks;2;64;64;2;8;8;0,0109802;0,0108114;0,0109802;;;
rows;blocks;2;64;64;5;8;8;0,0200535;0,0186391;0,0200535;;;
rows;blocks;2;64;64;10;8;8;0,0338821;0,0310026;0,0338821;;;
rows;blocks;2;64;256;1;8;8;0,0161964;0,0161964;0,0157206;;;
rows;blocks;2;64;256;2;8;8;0,0336436;0,0321983;0,0336436;;;
rows;blocks;2;64;256;5;8;8;0,0744267;0,0723022;0,0744267;;;
rows;blocks;2;64;256;10;8;8;0,147203;0,140422;0,147203;;;
rows;blocks;2;64;512;1;8;8;0,0378896;0,035427;0,0378896;;;
rows;blocks;2;64;512;2;8;8;0,0728499;0,0728499;0,0652665;;;
rows;blocks;2;64;512;5;8;8;0,16575;0,155766;0,16575;;;
rows;blocks;2;64;512;10;8;8;0,290251;0,290251;0,287285;;;
rows;blocks;2;64;1024;1;8;8;0,0570565;0,0562476;0,0570565;;;
rows;blocks;2;64;1024;2;8;8;0,129888;0,116556;0,129888;;;
rows;blocks;2;64;1024;5;8;8;0,311016;0,311016;0,301269;;;
rows;blocks;2;64;1024;10;8;8;0,562617;0,562617;0,545052;;;
rows;blocks;2;256;32;1;8;8;0,008416;0,0083504;0,008416;;;
rows;blocks;2;256;32;2;8;8;0,0125728;0,0123128;0,0125728;;;
rows;blocks;2;256;32;5;8;8;0,0250751;0,0250751;0,0240226;;;
rows;blocks;2;256;32;10;8;8;0,0478356;0,0478356;0,0474252;;;
rows;blocks;2;256;64;1;8;8;0,0144491;0,0140706;0,0144491;;;
rows;blocks;2;256;64;2;8;8;0,0216117;0,0216117;0,0194991;;;
rows;blocks;2;256;64;5;8;8;0,0556392;0,0517867;0,0556392;;;
rows;blocks;2;256;64;10;8;8;0,106186;0,103754;0,106186;;;
rows;blocks;2;256;256;1;8;8;0,0513803;0,0472766;0,0513803;;;
rows;blocks;2;256;256;2;8;8;0,100721;0,0982623;0,100721;;;
rows;blocks;2;256;256;5;8;8;0,269808;0,256615;0,269808;;;
rows;blocks;2;256;256;10;8;8;0,525821;0,525821;0,522164;;;
rows;blocks;2;256;512;1;8;8;0,122934;0,122934;0,113519;;;
rows;blocks;2;256;512;2;8;8;0,230082;0,230082;0,216004;;;
rows;blocks;2;256;512;5;8;8;0,508637;0,508637;0,457647;;;
rows;blocks;2;256;512;10;8;8;1,0319;1,0319;0,9888;;;
rows;blocks;2;256;1024;1;8;8;0,239509;0,239509;0,230028;;;
rows;blocks;2;256;1024;2;8;8;0,458502;0,441644;0,458502;;;
rows;blocks;2;256;1024;5;8;8;0,949097;0,949097;0,941299;;;
rows;blocks;2;256;1024;10;8;8;1,81671;1,81671;1,81178;;;
rows;blocks;2;512;32;1;8;8;0,012561;0,0121723;0,012561;;;
rows;blocks;2;512;32;2;8;8;0,0207699;0,0204787;0,0207699;;;
rows;blocks;2;512;32;5;8;8;0,0466053;0,0456259;0,0466053;;;
rows;blocks;2;512;32;10;8;8;0,0883362;0,085292;0,0883362;;;
rows;blocks;2;512;64;1;8;8;0,0238748;0,0227224;0,0238748;;;
rows;blocks;2;512;64;2;8;8;0,0411256;0,0382157;0,0411256;;;
rows;blocks;2;512;64;5;8;8;0,0985696;0,0903751;0,0985696;;;
rows;blocks;2;512;64;10;8;8;0,18659;0,18659;0,179753;;;
rows;blocks;2;512;256;1;8;8;0,103791;0,0995714;0,103791;;;
rows;blocks;2;512;256;2;8;8;0,184903;0,176179;0,184903;;;
rows;blocks;2;512;256;5;8;8;0,405973;0,405973;0,390477;;;
rows;blocks;2;512;256;10;8;8;0,757097;0,729344;0,757097;;;
rows;blocks;2;512;512;1;8;8;0,215443;0,19706;0,215443;;;
rows;blocks;2;512;512;2;8;8;0,423712;0,415116;0,423712;;;
rows;blocks;2;512;512;5;8;8;0,910666;0,907111;0,910666;;;
rows;blocks;2;512;512;10;8;8;1,78701;1,78701;1,786;;;
rows;blocks;2;512;1024;1;8;8;0,46326;0,46326;0,457519;;;
rows;blocks;2;512;1024;2;8;8;0,830567;0,826293;0,830567;;;
rows;blocks;2;512;1024;5;8;8;1,90296;1,90296;1,82844;;;
rows;blocks;2;512;1024;10;8;8;3,62667;3,58889;3,62667;;;
rows;blocks;2;1024;32;1;8;8;0,0192029;0,0181938;0,0192029;;;
rows;blocks;2;1024;32;2;8;8;0,0315613;0,0315613;0,0310989;;;
rows;blocks;2;1024;32;5;8;8;0,0702028;0,0650592;0,0702028;;;
rows;blocks;2;1024;32;10;8;8;0,149155;0,149155;0,137106;;;
rows;blocks;2;1024;64;1;8;8;0,03702;0,03702;0,0348242;;;
rows;blocks;2;1024;64;2;8;8;0,0700335;0,0569944;0,0700335;;;
rows;blocks;2;1024;64;5;8;8;0,174258;0,174258;0,151164;;;
rows;blocks;2;1024;64;10;8;8;0,339342;0,337042;0,339342;;;
rows;blocks;2;1024;256;1;8;8;0,15356;0,142581;0,15356;;;
rows;blocks;2;1024;256;2;8;8;0,300359;0,289327;0,300359;;;
rows;blocks;2;1024;256;5;8;8;0,7222;0,713004;0,7222;;;
rows;blocks;2;1024;256;10;8;8;1,36702;1,36702;1,33381;;;
rows;blocks;2;1024;512;1;8;8;0,334069;0,319776;0,334069;;;
rows;blocks;2;1024;512;2;8;8;0,61203;0,609285;0,61203;;;
rows;blocks;2;1024;512;5;8;8;1,492;1,45757;1,492;;;
rows;blocks;2;1024;512;10;8;8;2,7889;2,7889;2,78458;;;
rows;blocks;2;1024;1024;1;8;8;0,796126;0,762981;0,796126;;;
rows;blocks;2;1024;1024;2;8;8;1,43369;1,43369;1,4045;;;
rows;blocks;2;1024;1024;5;8;8;3,45928;3,44093;3,45928;;;
rows;blocks;2;1024;1024;10;8;8;6,69304;6,69304;6,54319;;;
rows;blocks;5;32;32;1;8;8;0,00695;0,0064694;0,0065547;0,0064676;0,00695;0,006621
rows;blocks;5;32;32;2;8;8;0,0075126;0,0073586;0,0074049;0,0075126;0,0069771;0,0072915
rows;blocks;5;32;32;5;8;8;0,0139847;0,0134692;0,0126542;0,0139847;0,0125098;0,0138919
rows;blocks;5;32;32;10;8;8;0,0245838;0,0208589;0,022867;0,0212758;0,0245838;0,0199161
rows;blocks;5;32;64;1;8;8;0,0084156;0,0079479;0,0084156;0,0084102;0,0078334;0,0083898
rows;blocks;5;32;64;2;8;8;0,0135662;0,0131297;0,0130286;0,0126493;0,0135662;0,0128968
rows;blocks;5;32;64;5;8;8;0,026833;0,019071;0,0234477;0,0245058;0,026833;0,0227088
rows;blocks;5;32;64;10;8;8;0,0543367;0,0468878;0,0468317;0,0500727;0,0543367;0,0462546
rows;blocks;5;32;256;1;8;8;0,021997;0,0185212;0,0202927;0,0197404;0,0195418;0,021997
rows;blocks;5;32;256;2;8;8;0,038216;0,0338774;0,0339781;0,038216;0,0335159;0,0358727
rows;blocks;5;32;256;5;8;8;0,0981176;0,0746113;0,0826127;0,0747545;0,0981176;0,0834289
rows;blocks;5;32;256;10;8;8;0,213016;0,174673;0,195662;0,173748;0,213016;0,196381
rows;blocks;5;32;512;1;8;8;0,0399763;0,0369708;0,0361094;0,0354056;0,0399763;0,0323407
rows;blocks;5;32;512;2;8;8;0,0774062;0,0743304;0,0653441;0,0704116;0,0645317;0,0774062
rows;blocks;5;32;512;5;8;8;0,203483;0,187462;0,193507;0,178222;0,203483;0,177385
rows;blocks;5;32;512;10;8;8;0,347301;0,291311;0,285686;0,293943;0,347301;0,339409
rows;blocks;5;32;1024;1;8;8;0,0748148;0,0748148;0,074223;0,0661001;0,0716366;0,066751
rows;blocks;5;32;1024;2;8;8;0,163512;0,140379;0,135061;0,145317;0,163512;0,146934
rows;blocks;5;32;1024;5;8;8;0,357935;0,264052;0,32432;0,328399;0,35698;0,357935
rows;blocks;5;32;1024;10;8;8;0,667683;0,567747;0,580092;0,535107;0,667683;0,645761
rows;blocks;5;64;32;1;8;8;0,0079239;0,0074587;0,0078487;0,0072672;0,0079239;0,0070295
rows;blocks;5;64;32;2;8;8;0,011341;0,0106154;0,010029;0,0105775;0,011341;0,0109779
rows;blocks;5;64;32;5;8;8;0,0227816;0,019995;0,0185412;0,0209702;0,0193581;0,0227816
rows;blocks;5;64;32;10;8;8;0,0396935;0,0382669;0,0396935;0,0384174;0,0384388;0,0385346
rows;blocks;5;64;64;1;8;8;0,0132007;0,0114496;0,0114396;0,0114487;0,010981;0,0132007
rows;blocks;5;64;64;2;8;8;0,0202211;0,017786;0,0191075;0,0177185;0,0202211;0,0170012
rows;blocks;5;64;64;5;8;8;0,0442239;0,0380314;0,0427658;0,0411785;0,0442239;0,0379912
rows;blocks;5;64;64;10;8;8;0,0888517;0,0614214;0,0766602;0,0645824;0,0888517;0,081265
rows;blocks;5;64;256;1;8;8;0,0398349;0,027843;0,036434;0,0308818;0,0331228;0,0398349
rows;blocks;5;64;256;2;8;8;0,0847294;0,0671721;0,0716142;0,0719101;0,0663305;0,0847294
rows;blocks;5;64;256;5;8;8;0,174592;0,156709;0,158215;0,157558;0,160816;0,174592
rows;blocks;5;64;256;10;8;8;0,35755;0,308765;0,287675;0,3062;0,35142;0,35755
rows;blocks;5;64;512;1;8;8;0,0720189;0,0704161;0,0720189;0,0708387;0,0670016;0,0570357
rows;blocks;5;64;512;2;8;8;0,153381;0,138562;0,117395;0,118347;0,130055;0,153381
rows;blocks;5;64;512;5;8;8;0,354018;0,312661;0,30983;0,310703;0,354018;0,349129
rows;blocks;5;64;512;10;8;8;0,694148;0,603253;0,589822;0,582314;0,694148;0,675263
rows;blocks;5;64;1024;1;8;8;0,162012;0,161267;0,159918;0,159236;0,159781;0,162012
rows;blocks;5;64;1024;2;8;8;0,292579;0,244778;0,243737;0,249809;0,29082;0,292579
rows;blocks;5;64;1024;5;8;8;0,660332;0,517421;0,560986;0,571779;0,660332;0,638877
rows;blocks;5;64;1024;10;8;8;1,22215;1,07479;1,02863;1,03837;1,16555;1,22215
rows;blocks;5;256;32;1;8;8;0,0167135;0,0149542;0,01462;0,0139334;0,0147059;0,0167135
rows;blocks;5;256;32;2;8;8;0,0249125;0,023284;0,0226185;0,0185511;0,0243939;0,0249125
rows;blocks;5;256;32;5;8;8;0,0612537;0,0521198;0,0534062;0,0528321;0,0558545;0,0612537
rows;blocks;5;256;32;10;8;8;0,120735;0,0924036;0,102739;0,0964679;0,116356;0,120735
rows;blocks;5;256;64;1;8;8;0,0343724;0,0323797;0,0269055;0,0331979;0,0273554;0,0343724
rows;blocks;5;256;64;2;8;8;0,0573616;0,0439599;0,0440755;0,0477122;0,0573616;0,047004
rows;blocks;5;256;64;5;8;8;0,133034;0,120948;0,111442;0,109865;0,115668;0,133034
rows;blocks;5;256;64;10;8;8;0,267588;0,230951;0,244396;0,239072;0,267588;0,24437
rows;blocks;5;256;256;1;8;8;0,131136;0,0917814;0,118714;0,100945;0,131136;0,130735
rows;blocks;5;256;256;2;8;8;0,286223;0,239009;0,246067;0,241165;0,275403;0,286223
rows;blocks;5;256;256;5;8;8;0,618593;0,492479;0,489631;0,509488;0,618593;0,593981
rows;blocks;5;256;256;10;8;8;1,12091;0,949194;0,94985;0,939102;1,12091;1,1161
rows;blocks;5;256;512;1;8;8;0,304161;0,27827;0,277298;0,279076;0,303891;0,304161
rows;blocks;5;256;512;2;8;8;0,499614;0,418402;0,44007;0,420832;0,499614;0,491442
rows;blocks;5;256;512;5;8;8;1,18005;0,978147;0,993764;0,99869;1,18005;1,17656
rows;blocks;5;256;512;10;8;8;2,25766;1,86115;1,95179;1,96767;2,25766;2,17051
rows;blocks;5;256;1024;1;8;8;0,534969;0,467708;0,429037;0,466765;0,513699;0,534969
rows;blocks;5;256;1024;2;8;8;0,98995;0,847811;0,845819;0,876334;0,98995;0,973763
rows;blocks;5;256;1024;5;8;8;2,33879;1,90031;1,97777;2,00551;2,33879;2,31483
rows;blocks;5;256;1024;10;8;8;4,44512;3,74676;3,75174;3,75059;4,37507;4,44512
rows;blocks;5;512;32;1;8;8;0,0301463;0,026973;0,0301463;0,0294963;0,0276007;0,0262327
rows;blocks;5;512;32;2;8;8;0,0485967;0,0345034;0,0423972;0,0397829;0,0485967;0,0380261
rows;blocks;5;512;32;5;8;8;0,102786;0,0801451;0,102786;0,097905;0,097268;0,092076
rows;blocks;5;512;32;10;8;8;0,207248;0,163796;0,156798;0,174612;0,189665;0,207248
rows;blocks;5;512;64;1;8;8;0,0599109;0,0542132;0,0563697;0,0544535;0,0459053;0,0599109
rows;blocks;5;512;64;2;8;8;0,107891;0,0976881;0,102028;0,107891;0,0932265;0,106514
rows;blocks;5;512;64;5;8;8;0,248772;0,207263;0,217437;0,218351;0,248772;0,243609
rows;blocks;5;512;64;10;8;8;0,43274;0,369243;0,352012;0,383539;0,43274;0,414647
rows;blocks;5;512;256;1;8;8;0,23089;0,216018;0,215581;0,215652;0,217688;0,23089
rows;blocks;5;512;256;2;8;8;0,413742;0,364996;0,38602;0,376476;0,403279;0,413742
rows;blocks;5;512;256;5;8;8;0,950666;0,873923;0,925661;0,869725;0,950666;0,940256
rows;blocks;5;512;256;10;8;8;1,8294;1,58055;1,61536;1,62266;1,8294;1,82393
rows;blocks;5;512;512;1;8;8;0,48288;0,408363;0,361359;0,377636;0,476675;0,48288
rows;blocks;5;512;512;2;8;8;0,926165;0,773845;0,74088;0,769825;0,926165;0,913894
rows;blocks;5;512;512;5;8;8;2,09975;1,87871;1,90969;1,8859;2,09975;2,08042
rows;blocks;5;512;512;10;8;8;4,16057;3,59624;3,5319;3,65825;4,16057;4,15812
rows;blocks;5;512;1024;1;8;8;0,983075;0,795434;0,792866;0,818776;0,983075;0,979343
rows;blocks;5;512;1024;2;8;8;1,88312;1,58834;1,59321;1,65186;1,77665;1,88312
rows;blocks;5;512;1024;5;8;8;4,38951;3,78738;3,78225;3,57726;4,3383;4,38951
rows;blocks;5;512;1024;10;8;8;8,74225;7,09005;7,48246;7,48735;8,39516;8,74225
rows;blocks;5;1024;32;1;8;8;0,0435176;0,0368882;0,0351627;0,036394;0,0400531;0,0435176
rows;blocks;5;1024;32;2;8;8;0,0746916;0,066436;0,0746345;0,0659966;0,0746916;0,0726339
rows;blocks;5;1024;32;5;8;8;0,175019;0,155934;0,159353;0,172311;0,175019;0,171431
rows;blocks;5;1024;32;10;8;8;0,344093;0,308023;0,319967;0,323009;0,323697;0,344093
rows;blocks;5;1024;64;1;8;8;0,0978311;0,0978311;0,0974827;0,0846377;0,0780782;0,0834992
rows;blocks;5;1024;64;2;8;8;0,182549;0,162592;0,172406;0,163535;0,178187;0,182549
rows;blocks;5;1024;64;5;8;8;0,420524;0,373172;0,364416;0,355534;0,420524;0,398315
rows;blocks;5;1024;64;10;8;8;0,803025;0,70708;0,722867;0,698959;0,78581;0,803025
rows;blocks;5;1024;256;1;8;8;0,388912;0,329309;0,329844;0,338858;0,388912;0,339018
rows;blocks;5;1024;256;2;8;8;0,744456;0,64412;0,627256;0,645792;0,734254;0,744456
rows;blocks;5;1024;256;5;8;8;1,65062;1,44992;1,45345;1,47624;1,65062;1,63608
rows;blocks;5;1024;256;10;8;8;3,27;2,80689;2,83865;2,84144;3,27;3,1979
rows;blocks;5;1024;512;1;8;8;0,789243;0,771301;0,718452;0,756337;0,789243;0,777744
rows;blocks;5;1024;512;2;8;8;1,49617;1,35632;1,43558;1,42258;1,48121;1,49617
rows;blocks;5;1024;512;5;8;8;3,49732;3,30966;3,34358;3,34242;3,37683;3,49732
rows;blocks;5;1024;512;10;8;8;6,75332;6,6045;6,48532;6,44796;6,75332;6,65889
rows;blocks;5;1024;1024;1;8;8;1,76219;1,45494;1,5344;1,47787;1,72592;1,76219
rows;blocks;5;1024;1024;2;8;8;3,35577;2,91421;2,94048;2,9581;3,35577;3,26525
rows;blocks;5;1024;1024;5;8;8;8,03049;7,02106;7,03068;7,04507;8,02642;8,03049
rows;blocks;5;1024;1024;10;8;8;15,9781;13,9188;14,0279;14,055;15,7512;15,9781
rows;blocks;1;32;32;1;16;1;0,01167;0,01167;;;;
rows;blocks;1;32;32;2;16;1;0,0111423;0,0111423;;;;
rows;blocks;1;32;32;5;16;1;0,0128639;0,0128639;;;;
rows;blocks;1;32;32;10;16;1;0,0146351;0,0146351;;;;
rows;blocks;1;32;64;1;16;1;0,0104049;0,0104049;;;;
rows;blocks;1;32;64;2;16;1;0,0115626;0,0115626;;;;
rows;blocks;1;32;64;5;16;1;0,01383;0,01383;;;;
rows;blocks;1;32;64;10;16;1;0,0191525;0,0191525;;;;
rows;blocks;1;32;256;1;16;1;0,0148931;0,0148931;;;;
rows;blocks;1;32;256;2;16;1;0,0160554;0,0160554;;;;
rows;blocks;1;32;256;5;16;1;0,031975;0,031975;;;;
rows;blocks;1;32;256;10;16;1;0,0474662;0,0474662;;;;
rows;blocks;1;32;512;1;16;1;0,0190739;0,0190739;;;;
rows;blocks;1;32;512;2;16;1;0,0257846;0,0257846;;;;
rows;blocks;1;32;512;5;16;1;0,0498075;0,0498075;;;;
rows;blocks;1;32;512;10;16;1;0,0902997;0,0902997;;;;
rows;blocks;1;32;1024;1;16;1;0,0291355;0,0291355;;;;
rows;blocks;1;32;1024;2;16;1;0,0434326;0,0434326;;;;
rows;blocks;1;32;1024;5;16;1;0,0867317;0,0867317;;;;
rows;blocks;1;32;1024;10;16;1;0,16639;0,16639;;;;
rows;blocks;1;64;32;1;16;1;0,0114116;0,0114116;;;;
rows;blocks;1;64;32;2;16;1;0,0113317;0,0113317;;;;
rows;blocks;1;64;32;5;16;1;0,0165966;0,0165966;;;;
rows;blocks;1;64;32;10;16;1;0,0163143;0,0163143;;;;
rows;blocks;1;64;64;1;16;1;0,0116445;0,0116445;;;;
rows;blocks;1;64;64;2;16;1;0,0132431;0,0132431;;;;
rows;blocks;1;64;64;5;16;1;0,0191978;0,0191978;;;;
rows;blocks;1;64;64;10;16;1;0,0239082;0,0239082;;;;
rows;blocks;1;64;256;1;16;1;0,0181052;0,0181052;;;;
rows;blocks;1;64;256;2;16;1;0,0217974;0,0217974;;;;
rows;blocks;1;64;256;5;16;1;0,0470928;0,0470928;;;;
rows;blocks;1;64;256;10;16;1;0,0898273;0,0898273;;;;
rows;blocks;1;64;512;1;16;1;0,029647;0,029647;;;;
rows;blocks;1;64;512;2;16;1;0,0422516;0,0422516;;;;
rows;blocks;1;64;512;5;16;1;0,0833874;0,0833874;;;;
rows;blocks;1;64;512;10;16;1;0,150577;0,150577;;;;
rows;blocks;1;64;1024;1;16;1;0,046524;0,046524;;;;
rows;blocks;1;64;1024;2;16;1;0,072141;0,072141;;;;
rows;blocks;1;64;1024;5;16;1;0,160847;0,160847;;;;
rows;blocks;1;64;1024;10;16;1;0,33086;0,33086;;;;
rows;blocks;1;256;32;1;16;1;0,01184;0,01184;;;;
rows;blocks;1;256;32;2;16;1;0,0163069;0,0163069;;;;
rows;blocks;1;256;32;5;16;1;0,0211137;0,0211137;;;;
rows;blocks;1;256;32;10;16;1;0,0342342;0,0342342;;;;
rows;blocks;1;256;64;1;16;1;0,0152562;0,0152562;;;;
rows;blocks;1;256;64;2;16;1;0,0199498;0,0199498;;;;
rows;blocks;1;256;64;5;16;1;0,0353704;0,0353704;;;;
rows;blocks;1;256;64;10;16;1;0,0574204;0,0574204;;;;
rows;blocks;1;256;256;1;16;1;0,0387334;0,0387334;;;;
rows;blocks;1;256;256;2;16;1;0,0597477;0,0597477;;;;
rows;blocks;1;256;256;5;16;1;0,136797;0,136797;;;;
rows;blocks;1;256;256;10;16;1;0,247713;0,247713;;;;
rows;blocks;1;256;512;1;16;1;0,0797174;0,0797174;;;;
rows;blocks;1;256;512;2;16;1;0,144387;0,144387;;;;
rows;blocks;1;256;512;5;16;1;0,312272;0,312272;;;;
rows;blocks;1;256;512;10;16;1;0,588727;0,588727;;;;
rows;blocks;1;256;1024;1;16;1;0,113591;0,113591;;;;
rows;blocks;1;256;1024;2;16;1;0,215547;0,215547;;;;
rows;blocks;1;256;1024;5;16;1;0,576942;0,576942;;;;
rows;blocks;1;256;1024;10;16;1;1,0158;1,0158;;;;
rows;blocks;1;512;32;1;16;1;0,0154639;0,0154639;;;;
rows;blocks;1;512;32;2;16;1;0,0241261;0,0241261;;;;
rows;blocks;1;512;32;5;16;1;0,0316417;0,0316417;;;;
rows;blocks;1;512;32;10;16;1;0,063413;0,063413;;;;
rows;blocks;1;512;64;1;16;1;0,0249101;0,0249101;;;;
rows;blocks;1;512;64;2;16;1;0,0293374;0,0293374;;;;
rows;blocks;1;512;64;5;16;1;0,0618569;0,0618569;;;;
rows;blocks;1;512;64;10;16;1;0,102577;0,102577;;;;
rows;blocks;1;512;256;1;16;1;0,0568606;0,0568606;;;;
rows;blocks;1;512;256;2;16;1;0,105881;0,105881;;;;
rows;blocks;1;512;256;5;16;1;0,226943;0,226943;;;;
rows;blocks;1;512;256;10;16;1;0,412249;0,412249;;;;
rows;blocks;1;512;512;1;16;1;0,126713;0,126713;;;;
rows;blocks;1;512;512;2;16;1;0,229931;0,229931;;;;
rows;blocks;1;512;512;5;16;1;0,536058;0,536058;;;;
rows;blocks;1;512;512;10;16;1;1,01394;1,01394;;;;
rows;blocks;1;512;1024;1;16;1;0,300122;0,300122;;;;
rows;blocks;1;512;1024;2;16;1;0,499123;0,499123;;;;
rows;blocks;1;512;1024;5;16;1;1,10298;1,10298;;;;
rows;blocks;1;512;1024;10;16;1;2,04025;2,04025;;;;
rows;blocks;1;1024;32;1;16;1;0,0229465;0,0229465;;;;
rows;blocks;1;1024;32;2;16;1;0,02815;0,02815;;;;
rows;blocks;1;1024;32;5;16;1;0,0453384;0,0453384;;;;
rows;blocks;1;1024;32;10;16;1;0,0821372;0,0821372;;;;
rows;blocks;1;1024;64;1;16;1;0,0379243;0,0379243;;;;
rows;blocks;1;1024;64;2;16;1;0,051143;0,051143;;;;
rows;blocks;1;1024;64;5;16;1;0,0880976;0,0880976;;;;
rows;blocks;1;1024;64;10;16;1;0,19327;0,19327;;;;
rows;blocks;1;1024;256;1;16;1;0,0990836;0,0990836;;;;
rows;blocks;1;1024;256;2;16;1;0,177069;0,177069;;;;
rows;blocks;1;1024;256;5;16;1;0,373718;0,373718;;;;
rows;blocks;1;1024;256;10;16;1;0,742361;0,742361;;;;
rows;blocks;1;1024;512;1;16;1;0,190353;0,190353;;;;
rows;blocks;1;1024;512;2;16;1;0,343107;0,343107;;;;
rows;blocks;1;1024;512;5;16;1;0,830847;0,830847;;;;
rows;blocks;1;1024;512;10;16;1;1,56573;1,56573;;;;
rows;blocks;1;1024;1024;1;16;1;0,475604;0,475604;;;;
rows;blocks;1;1024;1024;2;16;1;0,729113;0,729113;;;;
rows;blocks;1;1024;1024;5;16;1;1,91767;1,91767;;;;
rows;blocks;1;1024;1024;10;16;1;3,55484;3,55484;;;;
rows;blocks;2;32;32;1;16;1;0,010671;0,0104812;0,010671;;;
rows;blocks;2;32;32;2;16;1;0,0113951;0,0113951;0,0112534;;;
rows;blocks;2;32;32;5;16;1;0,013776;0,0136025;0,013776;;;
rows;blocks;2;32;32;10;16;1;0,0185346;0,0177161;0,0185346;;;
rows;blocks;2;32;64;1;16;1;0,0124705;0,0123926;0,0124705;;;
rows;blocks;2;32;64;2;16;1;0,012939;0,012939;0,012536;;;
rows;blocks;2;32;64;5;16;1;0,0171225;0,0165935;0,0171225;;;
rows;blocks;2;32;64;10;16;1;0,0265928;0,0253941;0,0265928;;;
rows;blocks;2;32;256;1;16;1;0,0194051;0,0185227;0,0194051;;;
rows;blocks;2;32;256;2;16;1;0,0243416;0,0236632;0,0243416;;;
rows;blocks;2;32;256;5;16;1;0,0461268;0,0448079;0,0461268;;;
rows;blocks;2;32;256;10;16;1;0,0816588;0,0816588;0,0804988;;;
