strategy;nFotogramas;width;height;ns;nThreads;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
cols;2;1024;256;1;8;0,143993;0,143324;0,143345;;;
cols;2;1024;256;2;8;0,284236;0,283593;0,283335;;;
cols;2;1024;256;5;8;0,696182;0,695537;0,695376;;;
cols;2;1024;256;10;8;1,39006;1,38941;1,38932;;;
cols;2;1024;512;1;8;0,334757;0,334197;0,333867;;;
cols;2;1024;512;2;8;0,671661;0,670847;0,671069;;;
cols;2;1024;512;5;8;1,64222;1,64164;1,64128;;;
cols;2;1024;512;10;8;3,27616;3,27557;3,27524;;;
cols;2;1024;1024;1;8;0,675596;0,674342;0,674455;;;
cols;2;1024;1024;2;8;1,35442;1,3534;1,35299;;;
cols;2;1024;1024;5;8;3,34592;3,34427;3,34478;;;
cols;2;1024;1024;10;8;6,70385;6,70272;6,70201;;;
cols;5;32;32;1;8;0,0063382;0,0061212;0,0057043;0,0052325;0,0061534;0,004659
cols;5;32;32;2;8;0,0076946;0,0071701;0,0074525;0,0072488;0,00713;0,0073118
cols;5;32;32;5;8;0,0226505;0,0221299;0,0222725;0,022165;0,0222188;0,0224686
cols;5;32;32;10;8;0,0267993;0,0266188;0,0263235;0,0265778;0,0261638;0,0262304
cols;5;32;64;1;8;0,0080063;0,0076285;0,0073533;0,0078506;0,0075349;0,0075601
cols;5;32;64;2;8;0,0130165;0,0124903;0,0125776;0,0127463;0,0127102;0,0126042
cols;5;32;64;5;8;0,02831;0,0279004;0,0278645;0,0279204;0,0275266;0,0279181
cols;5;32;64;10;8;0,0532765;0,0527247;0,0530524;0,0527711;0,0528343;0,0527975
cols;5;32;256;1;8;0,0236107;0,0231434;0,0231627;0,0232229;0,0228235;0,0231501
cols;5;32;256;2;8;0,044806;0,0444745;0,0443159;0,0442633;0,044432;0,0438902
cols;5;32;256;5;8;0,130414;0,130075;0,129804;0,129918;0,129585;0,130192
cols;5;32;256;10;8;0,213526;0,213032;0,213351;0,212725;0,212961;0,212828
cols;5;32;512;1;8;0,0455559;0,0453218;0,0447532;0,0449006;0,0450011;0,0447233
cols;5;32;512;2;8;0,0875381;0,0870199;0,0873299;0,0868975;0,0866322;0,0869281
cols;5;32;512;5;8;0,229353;0,22902;0,229134;0,228747;0,22882;0,228781
cols;5;32;512;10;8;0,424348;0,424145;0,423992;0,4241;0,423848;0,423593
cols;5;32;1024;1;8;0,0907708;0,0902182;0,0901478;0,0904054;0,0897866;0,0901473
cols;5;32;1024;2;8;0,182545;0,181808;0,182074;0,182266;0,181998;0,18169
cols;5;32;1024;5;8;0,416622;0,416136;0,415908;0,416259;0,415835;0,415783
cols;5;32;1024;10;8;0,83931;0,838713;0,838852;0,838943;0,838019;0,837885
cols;5;64;32;1;8;0,0068884;0,006679;0,0063716;0,0064087;0,0067089;0,0063739
cols;5;64;32;2;8;0,0106893;0,0103102;0,0102734;0,0104603;0,0098992;0,0101222
cols;5;64;32;5;8;0,0233005;0,0227805;0,0230018;0,0230298;0,0227088;0,0226109
cols;5;64;32;10;8;0,044306;0,043895;0,0440777;0,0440653;0,0435223;0,0439909
cols;5;64;64;1;8;0,0121916;0,0116232;0,0119469;0,0116945;0,0117913;0,0118934
cols;5;64;64;2;8;0,0213868;0,0212414;0,0211067;0,0207429;0,0208365;0,0205868
cols;5;64;64;5;8;0,050348;0,0498545;0,0497959;0,0500978;0,0498298;0,0496848
cols;5;64;64;10;8;0,0999029;0,0994796;0,0996749;0,0993839;0,099577;0,099441
cols;5;64;256;1;8;0,0442956;0,0435974;0,0437148;0,0438159;0,0439006;0,0436664
cols;5;64;256;2;8;0,0877237;0,0872372;0,0869324;0,0872462;0,0871677;0,0872016
cols;5;64;256;5;8;0,213874;0,213542;0,213304;0,213658;0,213189;0,21318
cols;5;64;256;10;8;0,419739;0,419538;0,419413;0,419361;0,418946;0,41899
cols;5;64;512;1;8;0,0855907;0,0850344;0,0852106;0,0847601;0,0850195;0,0850535
cols;5;64;512;2;8;0,186712;0,186041;0,18626;0,1858;0,186062;0,186394
cols;5;64;512;5;8;0,418184;0,417665;0,417592;0,417826;0,417091;0,417073
cols;5;64;512;10;8;0,827094;0,826819;0,826584;0,826564;0,825664;0,825643
cols;5;64;1024;1;8;0,175854;0,175436;0,175245;0,175294;0,174914;0,17507
cols;5;64;1024;2;8;0,348909;0,348343;0,348483;0,348289;0,347945;0,348103
cols;5;64;1024;5;8;0,837552;0,837011;0,837047;0,836985;0,836075;0,836075
cols;5;64;1024;10;8;1,64665;1,64623;1,646;1,64603;1,64573;1,64573
cols;5;256;32;1;8;0,0170545;0,0164396;0,0168805;0,0165128;0,0162438;0,0159435
cols;5;256;32;2;8;0,0298923;0,0292832;0,0293513;0,0295208;0,0296143;0,0293788
cols;5;256;32;5;8;0,0700609;0,0695834;0,0694737;0,0697109;0,0697062;0,0693547
cols;5;256;32;10;8;0,140248;0,139536;0,139662;0,139796;0,139511;0,139798
cols;5;256;64;1;8;0,0326868;0,0320871;0,0323992;0,031871;0,0320532;0,0318206
cols;5;256;64;2;8;0,0764736;0,076275;0,0756962;0,0758442;0,0757532;0,0760433
cols;5;256;64;5;8;0,159374;0,159174;0,15899;0,159006;0,158875;0,158825
cols;5;256;64;10;8;0,309921;0,309508;0,309469;0,309711;0,30917;0,309091
cols;5;256;256;1;8;0,155084;0,154567;0,154372;0,154651;0,154062;0,154232
cols;5;256;256;2;8;0,313593;0,313175;0,312953;0,312973;0,312617;0,312721
cols;5;256;256;5;8;0,757619;0,757195;0,75698;0,757089;0,756685;0,755716
cols;5;256;256;10;8;1,48481;1,48423;1,48439;1,48388;1,48401;1,48367
cols;5;256;512;1;8;0,334574;0,333614;0,333663;0,333772;0,33338;0,333433
cols;5;256;512;2;8;0,650052;0,649234;0,649292;0,649068;0,648201;0,648093
cols;5;256;512;5;8;1,61264;1,61193;1,61168;1,61177;1,61136;1,61151
cols;5;256;512;10;8;3,15089;3,15016;3,14994;3,14988;3,14939;3,14861
cols;5;256;1024;1;8;0,669004;0,667392;0,667424;0,667539;0,666552;0,666565
cols;5;256;1024;2;8;1,31895;1,31723;1,31679;1,31676;1,31642;1,31657
cols;5;256;1024;5;8;3,25544;3,25379;3,25394;3,2538;3,25236;3,25235
cols;5;256;1024;10;8;6,37152;6,36952;6,37003;6,36955;6,36898;6,3678
cols;5;512;32;1;8;0,0284292;0,0280948;0,0275485;0,0282149;0,0276817;0,0274016
cols;5;512;32;2;8;0,0530917;0,0524014;0,0524703;0,0527038;0,0526961;0,0527132
cols;5;512;32;5;8;0,129027;0,128511;0,128811;0,128564;0,128101;0,128209
cols;5;512;32;10;8;0,266389;0,265805;0,266171;0,265817;0,265332;0,265673
cols;5;512;64;1;8;0,0571976;0,0565744;0,0567514;0,0567228;0,0562569;0,0561733
cols;5;512;64;2;8;0,112452;0,111917;0,11211;0,111891;0,111392;0,111573
cols;5;512;64;5;8;0,294617;0,294203;0,294136;0,294214;0,293762;0,293759
cols;5;512;64;10;8;0,543446;0,543163;0,542877;0,542881;0,542517;0,542608
cols;5;512;256;1;8;0,268149;0,267435;0,267146;0,267247;0,26681;0,26723
cols;5;512;256;2;8;0,540139;0,539117;0,539067;0,539329;0,537707;0,538647
cols;5;512;256;5;8;1,26962;1,26892;1,26871;1,26869;1,2676;1,26782
cols;5;512;256;10;8;2,53779;2,53691;2,53678;2,53706;2,53668;2,53661
cols;5;512;512;1;8;0,6064;0,604921;0,604631;0,604992;0,603763;0,60379
cols;5;512;512;2;8;1,1808;1,17872;1,17872;1,17899;1,17831;1,17869
cols;5;512;512;5;8;2,89889;2,89735;2,89694;2,89725;2,89604;2,896
cols;5;512;512;10;8;5,8314;5,83009;5,82973;5,82964;5,82858;5,82861
cols;5;512;1024;1;8;1,27205;1,2704;1,27056;1,2702;1,26907;1,26919
cols;5;512;1024;2;8;2,52671;2,52514;2,52534;2,52474;2,5233;2,52352
cols;5;512;1024;5;8;6,30508;6,30329;6,30293;6,30372;6,30286;6,30262
cols;5;512;1024;10;8;12,46;12,4583;12,4581;12,4586;12,4578;12,4573
cols;5;1024;32;1;8;0,0587006;0,0576785;0,0584199;0,0581306;0,0572507;0,0577482
cols;5;1024;32;2;8;0,0876188;0,0870023;0,0869757;0,0872545;0,0869282;0,0865111
cols;5;1024;32;5;8;0,211347;0,211072;0,210627;0,210866;0,210422;0,210194
cols;5;1024;32;10;8;0,438588;0,438289;0,438112;0,438109;0,437201;0,437134
cols;5;1024;64;1;8;0,1155;0,114973;0,115002;0,114725;0,114571;0,114689
cols;5;1024;64;2;8;0,202419;0,201995;0,201845;0,201497;0,201767;0,201407
cols;5;1024;64;5;8;0,508115;0,507528;0,507687;0,5075;0,506376;0,506426
cols;5;1024;64;10;8;0,987447;0,986854;0,986612;0,987015;0,98647;0,986851
cols;5;1024;256;1;8;0,469849;0,468385;0,468537;0,468131;0,468009;0,468272
cols;5;1024;256;2;8;0,940604;0,938977;0,939259;0,938807;0,938659;0,938317
cols;5;1024;256;5;8;2,28625;2,2847;2,28493;2,28444;2,28434;2,28402
cols;5;1024;256;10;8;4,50495;4,50337;4,50362;4,50316;4,50307;4,50266
cols;5;1024;512;1;8;1,03675;1,03512;1,03545;1,03527;1,03464;1,03465
cols;5;1024;512;2;8;2,01154;2,00985;2,00944;2,01012;2,00859;2,00857
cols;5;1024;512;5;8;5,03597;5,03468;5,03388;5,03421;5,0334;5,03377
cols;5;1024;512;10;8;10,0027;10,0011;10,0007;10,0013;9,99942;9,99972
cols;5;1024;1024;1;8;2,38737;2,38494;2,38346;2,38452;2,38262;2,38282
cols;5;1024;1024;2;8;4,74049;4,737;4,73802;4,73725;4,73541;4,73588
cols;5;1024;1024;5;8;11,7663;11,7616;11,7633;11,7626;11,7608;11,7636
cols;5;1024;1024;10;8;22,9946;22,9911;22,9921;22,9913;22,9895;22,99
cols;1;32;32;1;16;0,0057139;0,0054744;;;;
cols;1;32;32;2;16;0,005732;0,0055149;;;;
cols;1;32;32;5;16;0,0070368;0,0068191;;;;
cols;1;32;32;10;16;0,0083264;0,0081134;;;;
cols;1;32;64;1;16;0,0058986;0,0056776;;;;
cols;1;32;64;2;16;0,0068474;0,0066174;;;;
cols;1;32;64;5;16;0,0089251;0,0086979;;;;
cols;1;32;64;10;16;0,0113584;0,0110671;;;;
cols;1;32;256;1;16;0,0073198;0,0070763;;;;
cols;1;32;256;2;16;0,0100518;0,0098124;;;;
cols;1;32;256;5;16;0,0174622;0,0172294;;;;
cols;1;32;256;10;16;0,0304003;0,0301559;;;;
cols;1;32;512;1;16;0,0101088;0,0098207;;;;
cols;1;32;512;2;16;0,0147802;0,0145463;;;;
cols;1;32;512;5;16;0,0298452;0,0295947;;;;
cols;1;32;512;10;16;0,0546605;0,0544285;;;;
cols;1;32;1024;1;16;0,0150654;0,0148174;;;;
cols;1;32;1024;2;16;0,0254368;0,0251753;;;;
cols;1;32;1024;5;16;0,0538274;0,0535689;;;;
cols;1;32;1024;10;16;0,101858;0,101589;;;;
cols;1;64;32;1;16;0,0055985;0,0053538;;;;
cols;1;64;32;2;16;0,0065489;0,0062613;;;;
cols;1;64;32;5;16;0,0081103;0,00787;;;;
cols;1;64;32;10;16;0,0110503;0,0108107;;;;
cols;1;64;64;1;16;0,007374;0,0070968;;;;
cols;1;64;64;2;16;0,0081891;0,007964;;;;
cols;1;64;64;5;16;0,0130427;0,0128088;;;;
cols;1;64;64;10;16;0,0173356;0,0171021;;;;
cols;1;64;256;1;16;0,0110632;0,0108224;;;;
cols;1;64;256;2;16;0,0145574;0,01426;;;;
cols;1;64;256;5;16;0,0305576;0,030314;;;;
cols;1;64;256;10;16;0,0540089;0,053693;;;;
cols;1;64;512;1;16;0,0147746;0,0145189;;;;
cols;1;64;512;2;16;0,0259763;0,0256129;;;;
cols;1;64;512;5;16;0,0581532;0,0578857;;;;
cols;1;64;512;10;16;0,105029;0,104779;;;;
cols;1;64;1024;1;16;0,0244271;0,0241537;;;;
cols;1;64;1024;2;16;0,0501981;0,0498933;;;;
cols;1;64;1024;5;16;0,105861;0,105572;;;;
cols;1;64;1024;10;16;0,209252;0,208952;;;;
cols;1;256;32;1;16;0,0073877;0,0071395;;;;
cols;1;256;32;2;16;0,0093722;0,0091393;;;;
cols;1;256;32;5;16;0,0159769;0,015735;;;;
cols;1;256;32;10;16;0,0270379;0,0268065;;;;
cols;1;256;64;1;16;0,0095334;0,0092883;;;;
cols;1;256;64;2;16;0,0137256;0,013487;;;;
cols;1;256;64;5;16;0,0281911;0,0279495;;;;
cols;1;256;64;10;16;0,0503622;0,0501318;;;;
cols;1;256;256;1;16;0,0247257;0,0244114;;;;
cols;1;256;256;2;16;0,0473089;0,0470233;;;;
cols;1;256;256;5;16;0,111219;0,110933;;;;
cols;1;256;256;10;16;0,210323;0,210032;;;;
cols;1;256;512;1;16;0,0478028;0,0474641;;;;
cols;1;256;512;2;16;0,0877273;0,0873935;;;;
cols;1;256;512;5;16;0,211125;0,210779;;;;
cols;1;256;512;10;16;0,41759;0,417255;;;;
cols;1;256;1024;1;16;0,0871395;0,086691;;;;
cols;1;256;1024;2;16;0,165647;0,165197;;;;
cols;1;256;1024;5;16;0,404471;0,404022;;;;
cols;1;256;1024;10;16;0,809028;0,808572;;;;
cols;1;512;32;1;16;0,0085172;0,0082634;;;;
cols;1;512;32;2;16;0,0123751;0,0121283;;;;
cols;1;512;32;5;16;0,0235367;0,0233002;;;;
cols;1;512;32;10;16;0,0430747;0,0428443;;;;
cols;1;512;64;1;16;0,0138174;0,0135665;;;;
cols;1;512;64;2;16;0,0227785;0,0225059;;;;
cols;1;512;64;5;16;0,0498969;0,0496379;;;;
cols;1;512;64;10;16;0,0947799;0,0945345;;;;
cols;1;512;256;1;16;0,0445064;0,0441565;;;;
cols;1;512;256;2;16;0,0842699;0,0839318;;;;
cols;1;512;256;5;16;0,202642;0,2023;;;;
cols;1;512;256;10;16;0,388466;0,388108;;;;
cols;1;512;512;1;16;0,0910914;0,0906091;;;;
cols;1;512;512;2;16;0,172652;0,172148;;;;
cols;1;512;512;5;16;0,408186;0,4077;;;;
cols;1;512;512;10;16;0,785129;0,784656;;;;
cols;1;512;1024;1;16;0,172887;0,172344;;;;
cols;1;512;1024;2;16;0,339155;0,338617;;;;
cols;1;512;1024;5;16;0,823549;0,822989;;;;
cols;1;512;1024;10;16;1,61688;1,61633;;;;
cols;1;1024;32;1;16;0,0119389;0,0116941;;;;
cols;1;1024;32;2;16;0,0179845;0,0176896;;;;
cols;1;1024;32;5;16;0,0388872;0,0386474;;;;
cols;1;1024;32;10;16;0,0738297;0,0735838;;;;
cols;1;1024;64;1;16;0,0200443;0,0197725;;;;
cols;1;1024;64;2;16;0,0361868;0,0359112;;;;
cols;1;1024;64;5;16;0,0824431;0,0821718;;;;
cols;1;1024;64;10;16;0,159976;0,15968;;;;
cols;1;1024;256;1;16;0,0810731;0,0805743;;;;
cols;1;1024;256;2;16;0,153499;0,153032;;;;
cols;1;1024;256;5;16;0,370251;0,369773;;;;
cols;1;1024;256;10;16;0,683134;0,682659;;;;
cols;1;1024;512;1;16;0,167477;0,166972;;;;
cols;1;1024;512;2;16;0,32636;0,325755;;;;
cols;1;1024;512;5;16;0,724422;0,723885;;;;
cols;1;1024;512;10;16;1,40377;1,40332;;;;
cols;1;1024;1024;1;16;0,333354;0,3324;;;;
cols;1;1024;1024;2;16;0,664007;0,663067;;;;
cols;1;1024;1024;5;16;1,55392;1,553;;;;
cols;1;1024;1024;10;16;3,14185;3,14092;;;;
cols;2;32;32;1;16;0,006395;0,0061776;0,0059241;;;
cols;2;32;32;2;16;0,0070584;0,0068265;0,0065857;;;
cols;2;32;32;5;16;0,0089112;0,0086949;0,0083811;;;
cols;2;32;32;10;16;0,0114126;0,0111577;0,0110391;;;
cols;2;32;64;1;16;0,0064084;0,0061711;0,005972;;;
cols;2;32;64;2;16;0,0075931;0,0073759;0,0073447;;;
cols;2;32;64;5;16;0,0111076;0,0108353;0,0105805;;;
cols;2;32;64;10;16;0,0174261;0,017211;0,0170314;;;
cols;2;32;256;1;16;0,0102963;0,0100453;0,0098371;;;
cols;2;32;256;2;16;0,0156344;0,015403;0,0152055;;;
cols;2;32;256;5;16;0,0312222;0,030985;0,0307604;;;
cols;2;32;256;10;16;0,0553647;0,0551378;0,0549313;;;
cols;2;32;512;1;16;0,016619;0,0163225;0,0162282;;;
cols;2;32;512;2;16;0,0250852;0,0248403;0,0245585;;;
cols;2;32;512;5;16;0,0558539;0,0555362;0,0554402;;;
cols;2;32;512;10;16;0,10825;0,108006;0,107849;;;
cols;2;32;1024;1;16;0,0257228;0,0253875;0,0252495;;;
cols;2;32;1024;2;16;0,0457834;0,0455049;0,0452833;;;
cols;2;32;1024;5;16;0,10613;0,105842;0,105619;;;
cols;2;32;1024;10;16;0,205163;0,204882;0,204603;;;
cols;2;64;32;1;16;0,0070006;0,0067469;0,0065371;;;
cols;2;64;32;2;16;0,0074378;0,0072147;0,0069705;;;
cols;2;64;32;5;16;0,0108757;0,0106558;0,0104426;;;
cols;2;64;32;10;16;0,0167089;0,0164952;0,0163043;;;
cols;2;64;64;1;16;0,0075684;0,0073488;0,0071629;;;
cols;2;64;64;2;16;0,0113079;0,0110603;0,0108842;;;
cols;2;64;64;5;16;0,0177466;0,0174996;0,0173537;;;
cols;2;64;64;10;16;0,0313502;0,0311271;0,0309538;;;
cols;2;64;256;1;16;0,0148369;0,0145279;0,0142574;;;
cols;2;64;256;2;16;0,0250752;0,0248197;0,0246123;;;
cols;2;64;256;5;16;0,055498;0,0552467;0,0550698;;;
cols;2;64;256;10;16;0,105536;0,105279;0,105116;;;
cols;2;64;512;1;16;0,025521;0,0252057;0,0251004;;;
cols;2;64;512;2;16;0,0529175;0,0525484;0,0524806;;;
cols;2;64;512;5;16;0,106863;0,106557;0,106441;;;
cols;2;64;512;10;16;0,221575;0,221266;0,221073;;;
cols;2;64;1024;1;16;0,0462864;0,045864;0,0458144;;;
cols;2;64;1024;2;16;0,0877127;0,0872826;0,0872446;;;
cols;2;64;1024;5;16;0,211301;0,210866;0,21071;;;
cols;2;64;1024;10;16;0,418288;0,417835;0,417722;;;
cols;2;256;32;1;16;0,0090708;0,0088329;0,0086418;;;
cols;2;256;32;2;16;0,0130853;0,0127302;0,0125296;;;
cols;2;256;32;5;16;0,0240513;0,0238075;0,0236103;;;
cols;2;256;32;10;16;0,0467124;0,0464827;0,0462223;;;
cols;2;256;64;1;16;0,0142412;0,0139335;0,0138334;;;
cols;2;256;64;2;16;0,0237387;0,0234912;0,0232795;;;
cols;2;256;64;5;16;0,0533896;0,053143;0,0529435;;;
cols;2;256;64;10;16;0,0991385;0,0988914;0,0987247;;;
cols;2;256;256;1;16;0,0459161;0,0455874;0,0453353;;;
cols;2;256;256;2;16;0,0865995;0,0862685;0,0860284;;;
cols;2;256;256;5;16;0,209463;0,209126;0,208886;;;
cols;2;256;256;10;16;0,414092;0,413689;0,413608;;;
cols;2;256;512;1;16;0,088343;0,0878982;0,087641;;;
cols;2;256;512;2;16;0,178404;0,177912;0,177838;;;
cols;2;256;512;5;16;0,420889;0,420452;0,420189;;;
cols;2;256;512;10;16;0,835893;0,835443;0,835205;;;
cols;2;256;1024;1;16;0,172163;0,171401;0,171102;;;
cols;2;256;1024;2;16;0,341473;0,340786;0,340465;;;
cols;2;256;1024;5;16;0,821427;0,820728;0,820435;;;
cols;2;256;1024;10;16;1,61975;1,6189;1,61887;;;
cols;2;512;32;1;16;0,0119016;0,0116493;0,0114458;;;
cols;2;512;32;2;16;0,0191254;0,0187925;0,0186971;;;
cols;2;512;32;5;16;0,0398269;0,0395834;0,0393712;;;
cols;2;512;32;10;16;0,076276;0,076035;0,0758358;;;
cols;2;512;64;1;16;0,0204712;0,020201;0,0200109;;;
cols;2;512;64;2;16;0,0373434;0,0370654;0,0368131;;;
cols;2;512;64;5;16;0,0859061;0,0855522;0,0854502;;;
cols;2;512;64;10;16;0,165147;0,164811;0,164708;;;
cols;2;512;256;1;16;0,0834545;0,0829587;0,082859;;;
cols;2;512;256;2;16;0,159048;0,158581;0,15834;;;
cols;2;512;256;5;16;0,384998;0,384446;0,384343;;;
cols;2;512;256;10;16;0,712601;0,712133;0,711813;;;
cols;2;512;512;1;16;0,172099;0,171407;0,171164;;;
cols;2;512;512;2;16;0,33547;0,334686;0,334632;;;
cols;2;512;512;5;16;0,823893;0,823095;0,823056;;;
cols;2;512;512;10;16;1,5835;1,58275;1,58251;;;
cols;2;512;1024;1;16;0,3422;0,341519;0,341213;;;
cols;2;512;1024;2;16;0,67463;0,673777;0,67364;;;
cols;2;512;1024;5;16;1,64393;1,64302;1,64303;;;
cols;2;512;1024;10;16;3,26929;3,2681;3,26821;;;
cols;2;1024;32;1;16;0,01803;0,0177526;0,0174266;;;
cols;2;1024;32;2;16;0,0321232;0,0317775;0,031699;;;
cols;2;1024;32;5;16;0,0696199;0,0693419;0,0690868;;;
cols;2;1024;32;10;16;0,136483;0,136213;0,135958;;;
cols;2;1024;64;1;16;0,033542;0,0332172;0,0329771;;;
cols;2;1024;64;2;16;0,0638638;0,0634635;0,0633771;;;
cols;2;1024;64;5;16;0,146331;0,146;0,145734;;;
cols;2;1024;64;10;16;0,29207;0,291745;0,291553;;;
cols;2;1024;256;1;16;0,158598;0,157871;0,157598;;;
cols;2;1024;256;2;16;0,307451;0,306752;0,306559;;;
cols;2;1024;256;5;16;0,701006;0,700166;0,699883;;;
cols;2;1024;256;10;16;1,34418;1,34345;1,34329;;;
cols;2;1024;512;1;16;0,316318;0,315677;0,315375;;;
cols;2;1024;512;2;16;0,669095;0,668408;0,667993;;;
cols;2;1024;512;5;16;1,4721;1,47143;1,4709;;;
cols;2;1024;512;10;16;2,74126;2,7406;2,74002;;;
cols;2;1024;1024;1;16;0,676025;0,674438;0,673891;;;
cols;2;1024;1024;2;16;1,27314;1,27146;1,27157;;;
cols;2;1024;1024;5;16;3,06461;3,0635;3,06258;;;
cols;2;1024;1024;10;16;6,04501;6,04389;6,04327;;;
cols;5;32;32;1;16;0,0088951;0,0086054;0,0086822;0,0077464;0,0073864;0,0077872
cols;5;32;32;2;16;0,009411;0,0091929;0,0091102;0,0087147;0,0084939;0,0083474
cols;5;32;32;5;16;0,0137743;0,0131995;0,013454;0,0131875;0,0129676;0,0129233
cols;5;32;32;10;16;0,0217326;0,0211524;0,0212918;0,021419;0,0215053;0,0205744
cols;5;32;64;1;16;0,0090707;0,0087589;0,0086863;0,0082977;0,0082678;0,0083464
cols;5;32;64;2;16;0,0130084;0,0125378;0,0123764;0,0126606;0,0124643;0,0119467
cols;5;32;64;5;16;0,0223837;0,0219968;0,0221258;0,0217282;0,021713;0,0212735
cols;5;32;64;10;16;0,0388677;0,0382484;0,0384602;0,0384773;0,0381026;0,0376732
cols;5;32;256;1;16;0,0194335;0,0188126;0,0184546;0,0188799;0,0188765;0,0185328
cols;5;32;256;2;16;0,0338874;0,0335135;0,033445;0,0332928;0,0336282;0,033054
cols;5;32;256;5;16;0,0783331;0,0779492;0,0777353;0,0779018;0,0777917;0,0775617
cols;5;32;256;10;16;0,147417;0,146967;0,146787;0,146642;0,146713;0,146275
cols;5;32;512;1;16;0,035777;0,0354331;0,0349461;0,0352505;0,0349632;0,0344269
cols;5;32;512;2;16;0,0631913;0,0623132;0,0628685;0,0624111;0,0622789;0,0622311
cols;5;32;512;5;16;0,147278;0,146702;0,146493;0,146636;0,146524;0,146425
cols;5;32;512;10;16;0,290615;0,289995;0,2899;0,289877;0,290201;0,290255
cols;5;32;1024;1;16;0,0615692;0,0610541;0,0609049;0,0610053;0,0610246;0,0602029
cols;5;32;1024;2;16;0,116662;0,116137;0,115898;0,11616;0,11589;0,115495
cols;5;32;1024;5;16;0,293519;0,293047;0,292795;0,293143;0,292839;0,292978
cols;5;32;1024;10;16;0,57182;0,571178;0,571158;0,571021;0,571457;0,570478
cols;5;64;32;1;16;0,0088972;0,0086069;0,0084093;0,0084312;0,0083384;0,0080992
cols;5;64;32;2;16;0,0130307;0,0126664;0,0127062;0,0124088;0,0123087;0,0122545
cols;5;64;32;5;16;0,0208391;0,0202583;0,0202847;0,0204529;0,0201213;0,0205638
cols;5;64;32;10;16;0,0370475;0,0366894;0,036528;0,036544;0,0361902;0,0362803
cols;5;64;64;1;16;0,0118759;0,0115313;0,0113841;0,011512;0,0114859;0,0111406
cols;5;64;64;2;16;0,0179935;0,017664;0,0172299;0,0174351;0,0175148;0,0169599
cols;5;64;64;5;16;0,0372833;0,0366746;0,0368271;0,0369008;0,0364255;0,0368426
cols;5;64;64;10;16;0,0698627;0,0694453;0,0694875;0,0691828;0,0693472;0,0687782
cols;5;64;256;1;16;0,0330695;0,0326429;0,0324296;0,0321491;0,032462;0,0327503
cols;5;64;256;2;16;0,0609941;0,0603397;0,0605098;0,0602175;0,0604073;0,0600608
cols;5;64;256;5;16;0,142809;0,142201;0,142169;0,141885;0,14209;0,141951
cols;5;64;256;10;16;0,280369;0,279891;0,279815;0,279939;0,279372;0,279431
cols;5;64;512;1;16;0,0642081;0,0637097;0,0632758;0,0636319;0,0638317;0,0631834
cols;5;64;512;2;16;0,123535;0,122993;0,123035;0,123059;0,122932;0,122372
cols;5;64;512;5;16;0,303423;0,302865;0,303036;0,302788;0,302408;0,302413
cols;5;64;512;10;16;0,575497;0,575089;0,574731;0,574847;0,574716;0,574241
cols;5;64;1024;1;16;0,120307;0,119626;0,119594;0,119326;0,119664;0,119304
cols;5;64;1024;2;16;0,233226;0,23231;0,232331;0,232568;0,231834;0,232083
cols;5;64;1024;5;16;0,587377;0,586705;0,58648;0,586394;0,586132;0,58603
cols;5;64;1024;10;16;1,13516;1,13442;1,1344;1,13433;1,13437;1,13397
cols;5;256;32;1;16;0,0152554;0,0149992;0,014419;0,0145301;0,0148489;0,0139852
cols;5;256;32;2;16;0,0263815;0,0259369;0,025915;0,0256166;0,0256743;0,0260575
cols;5;256;32;5;16;0,0543195;0,0538842;0,0536824;0,0539375;0,0536352;0,0532014
cols;5;256;32;10;16;0,104;0,103635;0,103425;0,103733;0,103376;0,103137
cols;5;256;64;1;16;0,0274184;0,0270131;0,0269945;0,0270977;0,0268078;0,0264529
cols;5;256;64;2;16;0,0500602;0,0494612;0,0497599;0,0496657;0,0496437;0,048837
cols;5;256;64;5;16;0,116702;0,116022;0,116222;0,116285;0,116203;0,115569
cols;5;256;64;10;16;0,226643;0,226301;0,226137;0,226095;0,225679;0,225414
cols;5;256;256;1;16;0,117012;0,116364;0,116149;0,116348;0,116217;0,115771
cols;5;256;256;2;16;0,216858;0,215954;0,215923;0,215874;0,215903;0,215676
cols;5;256;256;5;16;0,527217;0,526427;0,525624;0,526113;0,526007;0,525867
cols;5;256;256;10;16;0,987019;0,986485;0,986241;0,986104;0,986354;0,986039
cols;5;256;512;1;16;0,225843;0,225009;0,224067;0,224729;0,224388;0,224333
cols;5;256;512;2;16;0,440621;0,439242;0,439538;0,438758;0,438828;0,438579
cols;5;256;512;5;16;1,10395;1,10302;1,10273;1,1028;1,10245;1,10282
cols;5;256;512;10;16;2,08451;2,08341;2,08329;2,08313;2,0827;2,08273
cols;5;256;1024;1;16;0,44206;0,440196;0,440026;0,440242;0,439781;0,439453
cols;5;256;1024;2;16;0,870253;0,868209;0,867891;0,868194;0,868143;0,868096
cols;5;256;1024;5;16;2,10376;2,10123;2,10158;2,10161;2,10144;2,10147
cols;5;256;1024;10;16;4,1485;4,1467;4,14655;4,14616;4,14654;4,14591
cols;5;512;32;1;16;0,0239383;0,0231482;0,0231605;0,0236343;0,0226194;0,0230082
cols;5;512;32;2;16;0,042122;0,0416909;0,0418183;0,0417138;0,0413568;0,0409334
