strategy;nFotogramas;width;height;ns;nThreads;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
rows;5;512;32;5;4;0,120039;0,119686;0,119762;0,11947;0,119536
rows;5;512;32;10;4;0,23955;0,239047;0,239267;0,239113;0,239107
rows;5;512;64;1;4;0,0545221;0,054196;0,0537468;0,0539761;0,0539861
rows;5;512;64;2;4;0,105809;0,105488;0,105311;0,105152;0,105229
rows;5;512;64;5;4;0,258858;0,258241;0,258402;0,25849;0,258246
rows;5;512;64;10;4;0,524883;0,52425;0,524362;0,524496;0,524279
rows;5;512;256;1;4;0,248325;0,24742;0,247516;0,247587;0,247356
rows;5;512;256;2;4;0,497636;0,49696;0,49674;0,496755;0,49671
rows;5;512;256;5;4;1,23215;1,2313;1,23132;1,23122;1,23135
rows;5;512;256;10;4;2,44303;2,44229;2,44235;2,44208;2,44211
rows;5;512;512;1;4;0,577397;0,576147;0,575933;0,575858;0,576111
rows;5;512;512;2;4;1,13456;1,13322;1,13307;1,13337;1,13305
rows;5;512;512;5;4;2,82406;2,82254;2,82263;2,82256;2,82278
rows;5;512;512;10;4;5,6233;5,62188;5,62179;5,62189;5,62206
rows;5;512;1024;1;4;1,25161;1,2499;1,25025;1,25047;1,25013
rows;5;512;1024;2;4;2,46428;2,46311;2,46285;2,46239;2,46252
rows;5;512;1024;5;4;6,12451;6,1227;6,12274;6,12331;6,12294
rows;5;512;1024;10;4;12,3694;12,3681;12,3682;12,3677;12,3675
rows;5;1024;32;1;4;0,0434332;0,0431121;0,0427081;0,0429172;0,0423625
rows;5;1024;32;2;4;0,0835559;0,0832332;0,083122;0,0830233;0,0830069
rows;5;1024;32;5;4;0,204184;0,203713;0,203565;0,203688;0,203766
rows;5;1024;32;10;4;0,402056;0,401735;0,401405;0,401589;0,401502
rows;5;1024;64;1;4;0,0988;0,0980941;0,0981362;0,0981305;0,0982715
rows;5;1024;64;2;4;0,193811;0,19316;0,193304;0,193038;0,19293
rows;5;1024;64;5;4;0,477892;0,477332;0,477248;0,477253;0,477373
rows;5;1024;64;10;4;0,954202;0,953694;0,953533;0,953708;0,953438
rows;5;1024;256;1;4;0,452426;0,450961;0,451154;0,451241;0,45082
rows;5;1024;256;2;4;0,895597;0,894221;0,894036;0,894398;0,894332
rows;5;1024;256;5;4;2,20807;2,20659;2,20667;2,20656;2,2068
rows;5;1024;256;10;4;4,49746;4,49616;4,49626;4,49586;4,49596
rows;5;1024;512;1;4;0,991274;0,990145;0,989591;0,989938;0,989746
rows;5;1024;512;2;4;1,9706;1,96948;1,96931;1,96877;1,96885
rows;5;1024;512;5;4;4,90848;4,90678;4,90734;4,90638;4,90692
rows;5;1024;512;10;4;9,96213;9,95982;9,96001;9,96053;9,96077
rows;5;1024;1024;1;4;2,29585;2,29381;2,29284;2,29313;2,29342
rows;5;1024;1024;2;4;4,54655;4,5443;4,54307;4,54369;4,54326
rows;5;1024;1024;5;4;11,3702;11,3682;11,3676;11,3669;11,367
rows;5;1024;1024;10;4;22,8262;22,8242;22,823;22,8235;22,8228
rows;1;32;32;1;8;0,0031646;0,0030138;;;;
rows;1;32;32;2;8;0,0028921;0,0027713;;;;
rows;1;32;32;5;8;0,0048571;0,0047334;;;;
rows;1;32;32;10;8;0,0068671;0,0067282;;;;
rows;1;32;64;1;8;0,0034358;0,0033006;;;;
rows;1;32;64;2;8;0,0039014;0,0037768;;;;
rows;1;32;64;5;8;0,006135;0,0060058;;;;
rows;1;32;64;10;8;0,0099695;0,009842;;;;
rows;1;32;256;1;8;0,0059985;0,0058637;;;;
rows;1;32;256;2;8;0,0104235;0,0102896;;;;
rows;1;32;256;5;8;0,0213785;0,021213;;;;
rows;1;32;256;10;8;0,0405413;0,0404064;;;;
rows;1;32;512;1;8;0,010432;0,0102817;;;;
rows;1;32;512;2;8;0,0184187;0,0182635;;;;
rows;1;32;512;5;8;0,0437042;0,0435545;;;;
rows;1;32;512;10;8;0,0829445;0,0828003;;;;
rows;1;32;1024;1;8;0,0189245;0,0187672;;;;
rows;1;32;1024;2;8;0,049856;0,0496986;;;;
rows;1;32;1024;5;8;0,0865911;0,0864363;;;;
rows;1;32;1024;10;8;0,171513;0,171346;;;;
rows;1;64;32;1;8;0,0035242;0,0033965;;;;
rows;1;64;32;2;8;0,0040011;0,0038758;;;;
rows;1;64;32;5;8;0,0071493;0,0070134;;;;
rows;1;64;32;10;8;0,0109928;0,0108659;;;;
rows;1;64;64;1;8;0,0043826;0,0042546;;;;
rows;1;64;64;2;8;0,0053686;0,0052329;;;;
rows;1;64;64;5;8;0,0137521;0,013622;;;;
rows;1;64;64;10;8;0,0179331;0,0177981;;;;
rows;1;64;256;1;8;0,009229;0,0090868;;;;
rows;1;64;256;2;8;0,0162641;0,0161199;;;;
rows;1;64;256;5;8;0,0542396;0,0540917;;;;
rows;1;64;256;10;8;0,0706566;0,0705138;;;;
rows;1;64;512;1;8;0,0173037;0,0171478;;;;
rows;1;64;512;2;8;0,0364356;0,0362692;;;;
rows;1;64;512;5;8;0,078045;0,0778881;;;;
rows;1;64;512;10;8;0,155987;0,155823;;;;
rows;1;64;1024;1;8;0,0389452;0,0387554;;;;
rows;1;64;1024;2;8;0,0680888;0,0678993;;;;
rows;1;64;1024;5;8;0,168579;0,168387;;;;
rows;1;64;1024;10;8;0,331272;0,331086;;;;
rows;1;256;32;1;8;0,0042163;0,004078;;;;
rows;1;256;32;2;8;0,0089128;0,0087695;;;;
rows;1;256;32;5;8;0,0165921;0,0164452;;;;
rows;1;256;32;10;8;0,0309933;0,030854;;;;
rows;1;256;64;1;8;0,0065777;0,0064344;;;;
rows;1;256;64;2;8;0,0151164;0,0149723;;;;
rows;1;256;64;5;8;0,0346692;0,0345269;;;;
rows;1;256;64;10;8;0,0479479;0,047799;;;;
rows;1;256;256;1;8;0,0279136;0,0277293;;;;
rows;1;256;256;2;8;0,0533297;0,0531545;;;;
rows;1;256;256;5;8;0,13565;0,135466;;;;
rows;1;256;256;10;8;0,259833;0,259654;;;;
rows;1;256;512;1;8;0,0606804;0,0604061;;;;
rows;1;256;512;2;8;0,103458;0,103218;;;;
rows;1;256;512;5;8;0,257888;0,257633;;;;
rows;1;256;512;10;8;0,523956;0,523701;;;;
rows;1;256;1024;1;8;0,113955;0,113539;;;;
rows;1;256;1024;2;8;0,234957;0,234604;;;;
rows;1;256;1024;5;8;0,567;0,566637;;;;
rows;1;256;1024;10;8;1,11896;1,1186;;;;
rows;1;512;32;1;8;0,0076715;0,0075354;;;;
rows;1;512;32;2;8;0,0111971;0,011065;;;;
rows;1;512;32;5;8;0,0250412;0,0249074;;;;
rows;1;512;32;10;8;0,0414568;0,0413214;;;;
rows;1;512;64;1;8;0,0158977;0,0157421;;;;
rows;1;512;64;2;8;0,0180294;0,0178765;;;;
rows;1;512;64;5;8;0,0421618;0,0420143;;;;
rows;1;512;64;10;8;0,0826549;0,0825021;;;;
rows;1;512;256;1;8;0,0439161;0,0436584;;;;
rows;1;512;256;2;8;0,0862117;0,0859551;;;;
rows;1;512;256;5;8;0,222877;0,222623;;;;
rows;1;512;256;10;8;0,417432;0,417173;;;;
rows;1;512;512;1;8;0,116999;0,116618;;;;
rows;1;512;512;2;8;0,213072;0,212685;;;;
rows;1;512;512;5;8;0,548908;0,548522;;;;
rows;1;512;512;10;8;1,04503;1,04467;;;;
rows;1;512;1024;1;8;0,212825;0,212452;;;;
rows;1;512;1024;2;8;0,409128;0,408779;;;;
rows;1;512;1024;5;8;1,01516;1,0147;;;;
rows;1;512;1024;10;8;2,03531;2,03492;;;;
rows;1;1024;32;1;8;0,009305;0,0091559;;;;
rows;1;1024;32;2;8;0,0158385;0,0156802;;;;
rows;1;1024;32;5;8;0,0347544;0,0346032;;;;
rows;1;1024;32;10;8;0,0692073;0,0690577;;;;
rows;1;1024;64;1;8;0,0279322;0,0277423;;;;
rows;1;1024;64;2;8;0,0328961;0,0327168;;;;
rows;1;1024;64;5;8;0,0793581;0,0791783;;;;
rows;1;1024;64;10;8;0,157717;0,157535;;;;
rows;1;1024;256;1;8;0,0746508;0,0743;;;;
rows;1;1024;256;2;8;0,147351;0,146992;;;;
rows;1;1024;256;5;8;0,378625;0,378265;;;;
rows;1;1024;256;10;8;0,71972;0,719363;;;;
rows;1;1024;512;1;8;0,170249;0,169892;;;;
rows;1;1024;512;2;8;0,344236;0,343882;;;;
rows;1;1024;512;5;8;0,844447;0,844096;;;;
rows;1;1024;512;10;8;1,66398;1,66364;;;;
rows;1;1024;1024;1;8;0,421724;0,421174;;;;
rows;1;1024;1024;2;8;0,86616;0,865592;;;;
rows;1;1024;1024;5;8;2,09221;2,09159;;;;
rows;1;1024;1024;10;8;4,11318;4,11256;;;;
rows;2;32;32;1;8;0,0034597;0,0032488;0,0032461;;;
rows;2;32;32;2;8;0,0036754;0,0035593;0,0034326;;;
rows;2;32;32;5;8;0,0060911;0,005863;0,0058614;;;
rows;2;32;32;10;8;0,0137673;0,0134751;0,0135085;;;
rows;2;32;64;1;8;0,0045445;0,0043165;0,0043188;;;
rows;2;32;64;2;8;0,00683;0,0067106;0,006554;;;
rows;2;32;64;5;8;0,0092855;0,0091635;0,0090214;;;
rows;2;32;64;10;8;0,017002;0,0167882;0,0168595;;;
rows;2;32;256;1;8;0,0084778;0,0083075;0,0083236;;;
rows;2;32;256;2;8;0,0143182;0,0141717;0,01414;;;
rows;2;32;256;5;8;0,0314676;0,0312881;0,0313146;;;
rows;2;32;256;10;8;0,071804;0,071667;0,0716378;;;
rows;2;32;512;1;8;0,0146792;0,0144654;0,0144339;;;
rows;2;32;512;2;8;0,0273833;0,0272288;0,0270906;;;
rows;2;32;512;5;8;0,0656127;0,0654097;0,0653773;;;
rows;2;32;512;10;8;0,1321;0,131925;0,131864;;;
rows;2;32;1024;1;8;0,0359554;0,0357212;0,0357507;;;
rows;2;32;1024;2;8;0,0532701;0,0530452;0,0529847;;;
rows;2;32;1024;5;8;0,138717;0,138535;0,138482;;;
rows;2;32;1024;10;8;0,262744;0,262564;0,26243;;;
rows;2;64;32;1;8;0,0035841;0,0034541;0,0033868;;;
rows;2;64;32;2;8;0,0051073;0,0049861;0,0049148;;;
rows;2;64;32;5;8;0,0086652;0,0085023;0,0085332;;;
rows;2;64;32;10;8;0,0145103;0,0143897;0,0143013;;;
rows;2;64;64;1;8;0,0051052;0,0049203;0,0048669;;;
rows;2;64;64;2;8;0,0125213;0,0122778;0,0122819;;;
rows;2;64;64;5;8;0,0170282;0,0168968;0,0168165;;;
rows;2;64;64;10;8;0,0319762;0,0317755;0,0318284;;;
rows;2;64;256;1;8;0,0141976;0,014043;0,0139044;;;
rows;2;64;256;2;8;0,0250079;0,0247906;0,0247573;;;
rows;2;64;256;5;8;0,0727267;0,0725456;0,0725566;;;
rows;2;64;256;10;8;0,120357;0,120208;0,120073;;;
rows;2;64;512;1;8;0,0259579;0,0257119;0,0256812;;;
rows;2;64;512;2;8;0,050747;0,0504838;0,0505534;;;
rows;2;64;512;5;8;0,125318;0,125086;0,125119;;;
rows;2;64;512;10;8;0,254583;0,254338;0,254292;;;
rows;2;64;1024;1;8;0,0607315;0,0604741;0,0603555;;;
rows;2;64;1024;2;8;0,119155;0,118754;0,118774;;;
rows;2;64;1024;5;8;0,265423;0,265186;0,265145;;;
rows;2;64;1024;10;8;0,534126;0,53387;0,533627;;;
rows;2;256;32;1;8;0,0062985;0,0060706;0,0060176;;;
rows;2;256;32;2;8;0,0150055;0,0148654;0,0147428;;;
rows;2;256;32;5;8;0,0218578;0,0217226;0,0216675;;;
rows;2;256;32;10;8;0,055978;0,0558372;0,0557962;;;
rows;2;256;64;1;8;0,0166261;0,0162953;0,0163822;;;
rows;2;256;64;2;8;0,033733;0,0334863;0,03349;;;
rows;2;256;64;5;8;0,0485369;0,0483912;0,048202;;;
rows;2;256;64;10;8;0,0893539;0,0891488;0,089197;;;
rows;2;256;256;1;8;0,0696747;0,0694385;0,0692948;;;
rows;2;256;256;2;8;0,108016;0,107671;0,107772;;;
rows;2;256;256;5;8;0,256817;0,256576;0,256466;;;
rows;2;256;256;10;8;0,491655;0,491415;0,491264;;;
rows;2;256;512;1;8;0,0993;0,0989272;0,0987316;;;
rows;2;256;512;2;8;0,225924;0,225528;0,225424;;;
rows;2;256;512;5;8;0,501457;0,50095;0,50099;;;
rows;2;256;512;10;8;0,987781;0,987421;0,9874;;;
rows;2;256;1024;1;8;0,188786;0,188155;0,188075;;;
rows;2;256;1024;2;8;0,398858;0,3981;0,398158;;;
rows;2;256;1024;5;8;0,939739;0,939149;0,938974;;;
rows;2;256;1024;10;8;1,86607;1,86542;1,86514;;;
rows;2;512;32;1;8;0,0153099;0,0151275;0,0150702;;;
rows;2;512;32;2;8;0,02939;0,0290272;0,0291408;;;
rows;2;512;32;5;8;0,0397961;0,0396415;0,039426;;;
rows;2;512;32;10;8;0,0790249;0,0786751;0,0787797;;;
rows;2;512;64;1;8;0,0186128;0,0183809;0,0184222;;;
rows;2;512;64;2;8;0,03429;0,0341131;0,0339041;;;
rows;2;512;64;5;8;0,0843235;0,0839856;0,0839799;;;
rows;2;512;64;10;8;0,179042;0,178857;0,178714;;;
rows;2;512;256;1;8;0,0890096;0,0886547;0,0885575;;;
rows;2;512;256;2;8;0,167184;0,166834;0,166779;;;
rows;2;512;256;5;8;0,406455;0,406024;0,40602;;;
rows;2;512;256;10;8;0,817619;0,817267;0,81717;;;
rows;2;512;512;1;8;0,199665;0,198999;0,199066;;;
rows;2;512;512;2;8;0,399168;0,398437;0,398494;;;
rows;2;512;512;5;8;0,990734;0,990142;0,989963;;;
rows;2;512;512;10;8;1,96687;1,96617;1,96599;;;
rows;2;512;1024;1;8;0,424425;0,423839;0,423631;;;
rows;2;512;1024;2;8;0,79769;0,797123;0,796995;;;
rows;2;512;1024;5;8;1,96854;1,96796;1,96766;;;
rows;2;512;1024;10;8;3,91086;3,91028;3,90993;;;
rows;2;1024;32;1;8;0,0153108;0,0151254;0,0149072;;;
rows;2;1024;32;2;8;0,0284257;0,0282407;0,0281785;;;
rows;2;1024;32;5;8;0,0682801;0,0680212;0,0680125;;;
rows;2;1024;32;10;8;0,135633;0,135449;0,135294;;;
rows;2;1024;64;1;8;0,0454462;0,0451472;0,0451969;;;
rows;2;1024;64;2;8;0,0639712;0,0637352;0,063617;;;
rows;2;1024;64;5;8;0,167766;0,16743;0,167501;;;
rows;2;1024;64;10;8;0,329075;0,328808;0,328737;;;
rows;2;1024;256;1;8;0,14476;0,144133;0,144075;;;
rows;2;1024;256;2;8;0,306196;0,305605;0,305531;;;
rows;2;1024;256;5;8;0,719801;0,719211;0,719142;;;
rows;2;1024;256;10;8;1,41352;1,41293;1,41273;;;
rows;2;1024;512;1;8;0,328047;0,327438;0,327393;;;
rows;2;1024;512;2;8;0,662938;0,662377;0,662122;;;
rows;2;1024;512;5;8;1,64258;1,64175;1,64199;;;
rows;2;1024;512;10;8;3,21028;3,20973;3,20933;;;
rows;2;1024;1024;1;8;0,815055;0,814047;0,813632;;;
rows;2;1024;1024;2;8;1,57848;1,57716;1,57669;;;
rows;2;1024;1024;5;8;3,89003;3,88861;3,88891;;;
rows;2;1024;1024;10;8;8,02142;8,02038;8,01961;;;
rows;5;32;32;1;8;0,0064061;0,0058378;0,0062144;0,0060826;0,0052451;0,0048315
rows;5;32;32;2;8;0,0072968;0,0069321;0,0068713;0,0070704;0,0069806;0,0065695
rows;5;32;32;5;8;0,0141965;0,0137373;0,0137858;0,0140613;0,0139384;0,0136579
rows;5;32;32;10;8;0,0260338;0,0256318;0,0255893;0,0254854;0,0257107;0,0255479
rows;5;32;64;1;8;0,0079236;0,0073742;0,0074262;0,0075579;0,0071285;0,0075332
rows;5;32;64;2;8;0,0125642;0,0122366;0,0124166;0,0119763;0,0119579;0,012346
rows;5;32;64;5;8;0,0273769;0,0269939;0,0269593;0,0271344;0,0269185;0,0265656
rows;5;32;64;10;8;0,0671715;0,0669121;0,0667517;0,0668091;0,066572;0,0667715
rows;5;32;256;1;8;0,023139;0,0226952;0,0225364;0,0227604;0,0227832;0,0223686
rows;5;32;256;2;8;0,0443897;0,0441978;0,0435974;0,043723;0,0438536;0,0438031
rows;5;32;256;5;8;0,120731;0,120564;0,120255;0,120295;0,120189;0,119735
rows;5;32;256;10;8;0,212318;0,211991;0,211961;0,211707;0,211953;0,211728
rows;5;32;512;1;8;0,0451014;0,0447267;0,0444098;0,0444656;0,0443849;0,0446541
rows;5;32;512;2;8;0,0995595;0,0988793;0,0991962;0,0989727;0,0993093;0,0987351
rows;5;32;512;5;8;0,213282;0,212998;0,212662;0,212977;0,21263;0,212343
rows;5;32;512;10;8;0,425586;0,425089;0,42527;0,425101;0,424702;0,425213
rows;5;32;1024;1;8;0,0887258;0,0884136;0,0882943;0,0880528;0,0881594;0,0880378
rows;5;32;1024;2;8;0,226017;0,225404;0,225664;0,22557;0,225271;0,225042
rows;5;32;1024;5;8;0,468502;0,468106;0,467943;0,46813;0,467871;0,467622
rows;5;32;1024;10;8;0,979677;0,979198;0,97914;0,979283;0,978178;0,978133
rows;5;64;32;1;8;0,0076157;0,0072198;0,0071761;0,0069445;0,0072784;0,007096
rows;5;64;32;2;8;0,0113078;0,0111424;0,0110499;0,0108046;0,0104068;0,010474
rows;5;64;32;5;8;0,0361132;0,0358991;0,0357692;0,0355925;0,0357446;0,0354613
rows;5;64;32;10;8;0,0420979;0,0416506;0,0418213;0,0418644;0,0414687;0,041389
rows;5;64;64;1;8;0,0190127;0,0185789;0,0187461;0,0184665;0,0181744;0,018589
rows;5;64;64;2;8;0,0220152;0,0216766;0,0213673;0,0214467;0,0214087;0,0215087
rows;5;64;64;5;8;0,0506458;0,050196;0,0503811;0,0504147;0,0497863;0,0500217
rows;5;64;64;10;8;0,100947;0,100529;0,100683;0,100699;0,100448;0,0999723
rows;5;64;256;1;8;0,0454455;0,0446379;0,0450344;0,0451683;0,0447244;0,0446495
rows;5;64;256;2;8;0,0849009;0,0844312;0,0845717;0,0845353;0,0839962;0,0842583
rows;5;64;256;5;8;0,29501;0,294561;0,294614;0,294799;0,294209;0,294478
rows;5;64;256;10;8;0,418646;0,41797;0,418348;0,418322;0,417969;0,417948
rows;5;64;512;1;8;0,135017;0,134545;0,134659;0,134287;0,134035;0,134365
rows;5;64;512;2;8;0,23051;0,229835;0,22999;0,230212;0,229673;0,229722
rows;5;64;512;5;8;0,433157;0,432773;0,432635;0,432794;0,432197;0,432351
rows;5;64;512;10;8;0,817782;0,817245;0,817211;0,817417;0,817007;0,816824
rows;5;64;1024;1;8;0,16962;0,168992;0,169191;0,168739;0,16876;0,168787
rows;5;64;1024;2;8;0,342553;0,342036;0,342122;0,341711;0,341777;0,34196
rows;5;64;1024;5;8;0,827036;0,826508;0,826539;0,826478;0,826162;0,826288
rows;5;64;1024;10;8;1,63527;1,63484;1,63472;1,63463;1,63432;1,6345
rows;5;256;32;1;8;0,01659;0,0164235;0,0160572;0,0161894;0,016059;0,0157265
rows;5;256;32;2;8;0,0302474;0,0299208;0,0296111;0,0300637;0,0295384;0,0292774
rows;5;256;32;5;8;0,0708009;0,0703956;0,0705539;0,0703693;0,0699927;0,0702835
rows;5;256;32;10;8;0,150406;0,149672;0,149895;0,149849;0,149812;0,149924
rows;5;256;64;1;8;0,0329839;0,0322468;0,0324137;0,032676;0,0321455;0,0324132
rows;5;256;64;2;8;0,061991;0,0617901;0,0614746;0,0614189;0,0614576;0,061271
rows;5;256;64;5;8;0,163557;0,163056;0,163355;0,162807;0,162976;0,162914
rows;5;256;64;10;8;0,297521;0,297316;0,297207;0,297067;0,296744;0,296544
rows;5;256;256;1;8;0,154608;0,154068;0,154097;0,154105;0,153891;0,153986
rows;5;256;256;2;8;0,303027;0,302043;0,30237;0,302524;0,302217;0,301982
rows;5;256;256;5;8;0,747706;0,746937;0,747202;0,747214;0,74636;0,746125
rows;5;256;256;10;8;1,47925;1,47869;1,47874;1,47873;1,47853;1,47847
rows;5;256;512;1;8;0,332679;0,331947;0,331673;0,331804;0,331375;0,331485
rows;5;256;512;2;8;0,645724;0,644758;0,644702;0,644937;0,644369;0,644336
rows;5;256;512;5;8;1,58096;1,58024;1,57998;1,58008;1,57982;1,5796
rows;5;256;512;10;8;3,17279;3,17188;3,17198;3,17182;3,17138;3,17158
rows;5;256;1024;1;8;0,665382;0,664063;0,663815;0,663579;0,662764;0,662641
rows;5;256;1024;2;8;1,27524;1,27355;1,2731;1,27382;1,27332;1,27322
rows;5;256;1024;5;8;3,1668;3,16516;3,16526;3,16509;3,16392;3,16407
rows;5;256;1024;10;8;6,36149;6,36019;6,35978;6,35979;6,35943;6,35937
rows;5;512;32;1;8;0,0284977;0,0276483;0,0280922;0,0281942;0,0274754;0,0276196
rows;5;512;32;2;8;0,0658508;0,065453;0,0651476;0,0655664;0,0652302;0,0648631
rows;5;512;32;5;8;0,127687;0,127206;0,126851;0,127091;0,127233;0,126708
rows;5;512;32;10;8;0,255801;0,255478;0,255501;0,255441;0,255226;0,255228
rows;5;512;64;1;8;0,058407;0,0579572;0,0579078;0,0580583;0,0576869;0,0573117
rows;5;512;64;2;8;0,112518;0,111812;0,111938;0,111974;0,111443;0,11219
rows;5;512;64;5;8;0,275395;0,274882;0,27507;0,274817;0,274332;0,274678
rows;5;512;64;10;8;0,546576;0,546269;0,54612;0,545945;0,545235;0,545179
rows;5;512;256;1;8;0,262037;0,261312;0,261118;0,260901;0,260901;0,261118
rows;5;512;256;2;8;0,519015;0,518103;0,517959;0,518254;0,517554;0,516634
rows;5;512;256;5;8;1,2656;1,26463;1,26453;1,26477;1,26427;1,26427
rows;5;512;256;10;8;2,53819;2,53748;2,53711;2,53717;2,53664;2,53673
rows;5;512;512;1;8;0,596572;0,595267;0,594854;0,595203;0,594892;0,59475
rows;5;512;512;2;8;1,18295;1,18107;1,1813;1,18107;1,18091;1,18048
rows;5;512;512;5;8;2,93838;2,93671;2,93696;2,93645;2,93636;2,93601
rows;5;512;512;10;8;5,84235;5,84104;5,84043;5,84067;5,84022;5,84064
rows;5;512;1024;1;8;1,28445;1,28287;1,28301;1,28263;1,28208;1,28214
rows;5;512;1024;2;8;2,54638;2,5439;2,54473;2,54405;2,5446;2,54397
rows;5;512;1024;5;8;6,31668;6,31542;6,31466;6,31505;6,31344;6,31354
rows;5;512;1024;10;8;12,4961;12,4944;12,4948;12,4937;12,493;12,4921
rows;5;1024;32;1;8;0,0454368;0,0450006;0,0451545;0,0443456;0,0445477;0,0441353
rows;5;1024;32;2;8;0,0876724;0,087224;0,0873028;0,0870781;0,0868676;0,0866063
rows;5;1024;32;5;8;0,21345;0,213058;0,213067;0,213063;0,212626;0,212828
rows;5;1024;32;10;8;0,432603;0,432155;0,432166;0,432221;0,430925;0,430905
rows;5;1024;64;1;8;0,103897;0,102946;0,10321;0,103294;0,10296;0,102961
rows;5;1024;64;2;8;0,203698;0,203214;0,202747;0,203065;0,202708;0,203038
rows;5;1024;64;5;8;0,514993;0,514439;0,514563;0,514375;0,514067;0,514037
rows;5;1024;64;10;8;0,991199;0,990652;0,99058;0,990768;0,989828;0,989788
rows;5;1024;256;1;8;0,4755;0,473783;0,473842;0,473656;0,472611;0,472564
rows;5;1024;256;2;8;0,955533;0,953925;0,954117;0,954072;0,9526;0,95342
rows;5;1024;256;5;8;2,29692;2,29535;2,29561;2,29485;2,29514;2,29496
rows;5;1024;256;10;8;4,57913;4,57695;4,5775;4,57742;4,57599;4,57603
rows;5;1024;512;1;8;1,02001;1,01814;1,01874;1,01827;1,01708;1,01686
rows;5;1024;512;2;8;2,04669;2,04483;2,04542;2,04495;2,04458;2,04407
rows;5;1024;512;5;8;4,99509;4,99345;4,99316;4,99373;4,99256;4,99307
rows;5;1024;512;10;8;10,0954;10,0939;10,0941;10,0936;10,0934;10,093
rows;5;1024;1024;1;8;2,37338;2,36976;2,36995;2,3699;2,36856;2,36888
rows;5;1024;1024;2;8;4,65456;4,65128;4,65161;4,65074;4,64876;4,6501
rows;5;1024;1024;5;8;11,6105;11,6077;11,6065;11,6069;11,6055;11,6062
rows;5;1024;1024;10;8;23,0915;23,0878;23,0884;23,088;23,0874;23,0869
rows;1;32;32;1;16;0,0058437;0,005622;;;;
rows;1;32;32;2;16;0,0057716;0,0055521;;;;
rows;1;32;32;5;16;0,0071104;0,0068963;;;;
rows;1;32;32;10;16;0,0090371;0,0088194;;;;
rows;1;32;64;1;16;0,0061655;0,0059452;;;;
rows;1;32;64;2;16;0,0064297;0,0062095;;;;
rows;1;32;64;5;16;0,0087732;0,0085524;;;;
rows;1;32;64;10;16;0,0125216;0,0122954;;;;
rows;1;32;256;1;16;0,0088091;0,008593;;;;
rows;1;32;256;2;16;0,0122891;0,0120559;;;;
rows;1;32;256;5;16;0,0226236;0,022397;;;;
rows;1;32;256;10;16;0,0420256;0,0418056;;;;
rows;1;32;512;1;16;0,012426;0,0121826;;;;
rows;1;32;512;2;16;0,0205647;0,0203161;;;;
rows;1;32;512;5;16;0,043166;0,0429231;;;;
rows;1;32;512;10;16;0,0839166;0,0836648;;;;
rows;1;32;1024;1;16;0,0212236;0,0209303;;;;
rows;1;32;1024;2;16;0,0361911;0,0359361;;;;
rows;1;32;1024;5;16;0,0806888;0,0804455;;;;
rows;1;32;1024;10;16;0,157609;0,157343;;;;
rows;1;64;32;1;16;0,0054823;0,0052661;;;;
rows;1;64;32;2;16;0,0067129;0,0064937;;;;
rows;1;64;32;5;16;0,0081564;0,007936;;;;
rows;1;64;32;10;16;0,0109626;0,0107526;;;;
rows;1;64;64;1;16;0,0067917;0,0065692;;;;
rows;1;64;64;2;16;0,0086105;0,0083792;;;;
rows;1;64;64;5;16;0,013544;0,013295;;;;
rows;1;64;64;10;16;0,021689;0,0214731;;;;
rows;1;64;256;1;16;0,0115316;0,0113048;;;;
rows;1;64;256;2;16;0,0180404;0,0178079;;;;
rows;1;64;256;5;16;0,0381583;0,0379134;;;;
rows;1;64;256;10;16;0,0708657;0,0706023;;;;
rows;1;64;512;1;16;0,0192983;0,0190298;;;;
rows;1;64;512;2;16;0,0347438;0,0344905;;;;
rows;1;64;512;5;16;0,0806678;0,0804293;;;;
rows;1;64;512;10;16;0,152589;0,152343;;;;
rows;1;64;1024;1;16;0,0365539;0,0362817;;;;
rows;1;64;1024;2;16;0,0668391;0,0665364;;;;
rows;1;64;1024;5;16;0,161395;0,161121;;;;
rows;1;64;1024;10;16;0,300887;0,300612;;;;
rows;1;256;32;1;16;0,0069045;0,0066843;;;;
rows;1;256;32;2;16;0,0089514;0,008729;;;;
rows;1;256;32;5;16;0,0143811;0,0141518;;;;
rows;1;256;32;10;16;0,0256119;0,0253847;;;;
rows;1;256;64;1;16;0,0092491;0,0090249;;;;
rows;1;256;64;2;16;0,0135937;0,0133671;;;;
rows;1;256;64;5;16;0,026437;0,0262032;;;;
rows;1;256;64;10;16;0,0486168;0,0483896;;;;
rows;1;256;256;1;16;0,0323686;0,0320777;;;;
rows;1;256;256;2;16;0,0607731;0,0604996;;;;
rows;1;256;256;5;16;0,144498;0,144214;;;;
rows;1;256;256;10;16;0,268967;0,268688;;;;
rows;1;256;512;1;16;0,0587056;0,0583356;;;;
rows;1;256;512;2;16;0,114239;0,113911;;;;
rows;1;256;512;5;16;0,268968;0,268637;;;;
rows;1;256;512;10;16;0,497373;0,497029;;;;
rows;1;256;1024;1;16;0,111972;0,111527;;;;
rows;1;256;1024;2;16;0,211969;0,211523;;;;
rows;1;256;1024;5;16;0,493175;0,492716;;;;
rows;1;256;1024;10;16;0,880882;0,880388;;;;
rows;1;512;32;1;16;0,0086392;0,0084108;;;;
rows;1;512;32;2;16;0,0121434;0,0119173;;;;
