threadsX;threadsY;width;height;ns;timer_seconds
4;1;64;1024;10;0.827
4;4;64;1024;10;0.301
4;8;64;1024;10;0.195
4;16;64;1024;10;0.15
4;32;64;1024;10;0.145
8;1;64;1024;10;0.495
8;4;64;1024;10;0.201
8;8;64;1024;10;0.149
8;16;64;1024;10;0.145
8;32;64;1024;10;0.15
16;1;64;1024;10;0.312
16;4;64;1024;10;0.158
16;8;64;1024;10;0.149
16;16;64;1024;10;0.155
16;32;64;1024;10;0.162
32;1;64;1024;10;0.211
32;4;64;1024;10;0.156
32;8;64;1024;10;0.16
32;16;64;1024;10;0.162
32;32;64;1024;10;0.161
1;1;256;32;1;0.114
1;4;256;32;1;0.05
1;8;256;32;1;0.036
1;16;256;32;1;0.028
1;32;256;32;1;0.023
4;1;256;32;1;0.074
4;4;256;32;1;0.039
4;8;256;32;1;0.03
4;16;256;32;1;0.029
4;32;256;32;1;0.029
8;1;256;32;1;0.051
8;4;256;32;1;0.03
8;8;256;32;1;0.03
8;16;256;32;1;0.033
8;32;256;32;1;0.03
16;1;256;32;1;0.04
16;4;256;32;1;0.031
16;8;256;32;1;0.044
16;16;256;32;1;0.031
16;32;256;32;1;0.031
32;1;256;32;1;0.031
32;4;256;32;1;0.031
32;8;256;32;1;0.03
32;16;256;32;1;0.035
32;32;256;32;1;0.03
1;1;256;32;2;0.154
1;4;256;32;2;0.054
1;8;256;32;2;0.038
1;16;256;32;2;0.049
1;32;256;32;2;0.026
4;1;256;32;2;0.064
4;4;256;32;2;0.047
4;8;256;32;2;0.044
4;16;256;32;2;0.033
4;32;256;32;2;0.033
8;1;256;32;2;0.055
8;4;256;32;2;0.033
8;8;256;32;2;0.033
8;16;256;32;2;0.035
8;32;256;32;2;0.034
16;1;256;32;2;0.044
16;4;256;32;2;0.035
16;8;256;32;2;0.035
16;16;256;32;2;0.035
16;32;256;32;2;0.038
32;1;256;32;2;0.035
32;4;256;32;2;0.037
32;8;256;32;2;0.038
32;16;256;32;2;0.034
32;32;256;32;2;0.034
1;1;256;32;5;0.193
1;4;256;32;5;0.068
1;8;256;32;5;0.053
1;16;256;32;5;0.044
1;32;256;32;5;0.039
4;1;256;32;5;0.081
4;4;256;32;5;0.062
4;8;256;32;5;0.052
4;16;256;32;5;0.052
4;32;256;32;5;0.052
8;1;256;32;5;0.075
8;4;256;32;5;0.055
8;8;256;32;5;0.053
8;16;256;32;5;0.054
8;32;256;32;5;0.053
16;1;256;32;5;0.062
16;4;256;32;5;0.056
16;8;256;32;5;0.057
16;16;256;32;5;0.056
16;32;256;32;5;0.056
32;1;256;32;5;0.052
32;4;256;32;5;0.053
32;8;256;32;5;0.052
32;16;256;32;5;0.052
32;32;256;32;5;0.054
1;1;256;32;10;0.246
1;4;256;32;10;0.088
1;8;256;32;10;0.096
1;16;256;32;10;0.059
1;32;256;32;10;0.051
4;1;256;32;10;0.127
4;4;256;32;10;0.07
4;8;256;32;10;0.063
4;16;256;32;10;0.063
4;32;256;32;10;0.064
8;1;256;32;10;0.088
8;4;256;32;10;0.082
8;8;256;32;10;0.081
8;16;256;32;10;0.081
8;32;256;32;10;0.08
16;1;256;32;10;0.088
16;4;256;32;10;0.088
16;8;256;32;10;0.085
16;16;256;32;10;0.086
16;32;256;32;10;0.086
32;1;256;32;10;0.079
32;4;256;32;10;0.08
32;8;256;32;10;0.083
32;16;256;32;10;0.08
32;32;256;32;10;0.085
1;1;256;64;1;0.285
1;4;256;64;1;0.092
1;8;256;64;1;0.062
1;16;256;64;1;0.047
1;32;256;64;1;0.038
4;1;256;64;1;0.113
4;4;256;64;1;0.055
4;8;256;64;1;0.045
4;16;256;64;1;0.033
4;32;256;64;1;0.034
8;1;256;64;1;0.076
8;4;256;64;1;0.052
8;8;256;64;1;0.042
8;16;256;64;1;0.042
8;32;256;64;1;0.042
16;1;256;64;1;0.068
16;4;256;64;1;0.042
16;8;256;64;1;0.044
16;16;256;64;1;0.045
16;32;256;64;1;0.042
32;1;256;64;1;0.051
32;4;256;64;1;0.044
32;8;256;64;1;0.041
32;16;256;64;1;0.043
32;32;256;64;1;0.042
1;1;256;64;2;0.282
1;4;256;64;2;0.099
1;8;256;64;2;0.067
1;16;256;64;2;0.051
1;32;256;64;2;0.04
4;1;256;64;2;0.121
4;4;256;64;2;0.059
4;8;256;64;2;0.048
4;16;256;64;2;0.039
4;32;256;64;2;0.039
8;1;256;64;2;0.084
8;4;256;64;2;0.054
8;8;256;64;2;0.048
8;16;256;64;2;0.051
8;32;256;64;2;0.05
16;1;256;64;2;0.077
16;4;256;64;2;0.05
16;8;256;64;2;0.052
16;16;256;64;2;0.052
16;32;256;64;2;0.051
32;1;256;64;2;0.059
32;4;256;64;2;0.057
32;8;256;64;2;0.05
32;16;256;64;2;0.052
32;32;256;64;2;0.05
1;1;256;64;5;0.353
1;4;256;64;5;0.12
1;8;256;64;5;0.083
1;16;256;64;5;0.066
1;32;256;64;5;0.055
4;1;256;64;5;0.144
4;4;256;64;5;0.077
4;8;256;64;5;0.063
4;16;256;64;5;0.056
4;32;256;64;5;0.056
8;1;256;64;5;0.131
8;4;256;64;5;0.076
8;8;256;64;5;0.067
8;16;256;64;5;0.068
8;32;256;64;5;0.067
16;1;256;64;5;0.1
16;4;256;64;5;0.071
16;8;256;64;5;0.072
16;16;256;64;5;0.07
16;32;256;64;5;0.07
32;1;256;64;5;0.086
32;4;256;64;5;0.076
32;8;256;64;5;0.077
32;16;256;64;5;0.077
32;32;256;64;5;0.076
1;1;256;64;10;0.491
1;4;256;64;10;0.154
1;8;256;64;10;0.107
1;16;256;64;10;0.085
1;32;256;64;10;0.07
4;1;256;64;10;0.186
4;4;256;64;10;0.111
4;8;256;64;10;0.096
4;16;256;64;10;0.09
4;32;256;64;10;0.088
8;1;256;64;10;0.141
8;4;256;64;10;0.107
8;8;256;64;10;0.101
8;16;256;64;10;0.102
8;32;256;64;10;0.1
16;1;256;64;10;0.115
16;4;256;64;10;0.1
16;8;256;64;10;0.104
16;16;256;64;10;0.101
16;32;256;64;10;0.101
32;1;256;64;10;0.108
32;4;256;64;10;0.1
32;8;256;64;10;0.099
32;16;256;64;10;0.1
32;32;256;64;10;0.101
1;1;256;256;1;0.998
1;4;256;256;1;0.363
1;8;256;256;1;0.211
1;16;256;256;1;0.132
1;32;256;256;1;0.09
4;1;256;256;1;0.442
4;4;256;256;1;0.153
4;8;256;256;1;0.102
4;16;256;256;1;0.076
4;32;256;256;1;0.072
8;1;256;256;1;0.255
8;4;256;256;1;0.102
8;8;256;256;1;0.076
8;16;256;256;1;0.073
8;32;256;256;1;0.077
16;1;256;256;1;0.163
16;4;256;256;1;0.082
16;8;256;256;1;0.084
16;16;256;256;1;0.093
16;32;256;256;1;0.098
32;1;256;256;1;0.125
32;4;256;256;1;0.08
32;8;256;256;1;0.086
32;16;256;256;1;0.086
32;32;256;256;1;0.088
1;1;256;256;2;1.135
1;4;256;256;2;0.399
1;8;256;256;2;0.234
1;16;256;256;2;0.147
1;32;256;256;2;0.101
4;1;256;256;2;0.476
4;4;256;256;2;0.167
4;8;256;256;2;0.113
4;16;256;256;2;0.089
4;32;256;256;2;0.085
8;1;256;256;2;0.277
8;4;256;256;2;0.118
8;8;256;256;2;0.091
8;16;256;256;2;0.096
8;32;256;256;2;0.092
16;1;256;256;2;0.174
16;4;256;256;2;0.095
16;8;256;256;2;0.094
16;16;256;256;2;0.095
16;32;256;256;2;0.103
32;1;256;256;2;0.133
32;4;256;256;2;0.09
32;8;256;256;2;0.094
32;16;256;256;2;0.096
32;32;256;256;2;0.095
1;1;256;256;5;1.495
1;4;256;256;5;0.521
1;8;256;256;5;0.309
1;16;256;256;5;0.201
1;32;256;256;5;0.137
4;1;256;256;5;0.589
4;4;256;256;5;0.219
4;8;256;256;5;0.151
4;16;256;256;5;0.129
4;32;256;256;5;0.124
8;1;256;256;5;0.349
8;4;256;256;5;0.159
8;8;256;256;5;0.132
8;16;256;256;5;0.13
8;32;256;256;5;0.133
16;1;256;256;5;0.223
16;4;256;256;5;0.137
16;8;256;256;5;0.136
16;16;256;256;5;0.139
16;32;256;256;5;0.14
32;1;256;256;5;0.184
32;4;256;256;5;0.137
32;8;256;256;5;0.138
32;16;256;256;5;0.135
32;32;256;256;5;0.138
1;1;256;256;10;2.049
1;4;256;256;10;0.695
1;8;256;256;10;0.415
1;16;256;256;10;0.268
1;32;256;256;10;0.183
4;1;256;256;10;0.766
4;4;256;256;10;0.282
4;8;256;256;10;0.208
4;16;256;256;10;0.183
4;32;256;256;10;0.188
8;1;256;256;10;0.449
8;4;256;256;10;0.233
8;8;256;256;10;0.202
8;16;256;256;10;0.204
8;32;256;256;10;0.202
16;1;256;256;10;0.304
16;4;256;256;10;0.21
16;8;256;256;10;0.208
16;16;256;256;10;0.211
16;32;256;256;10;0.211
32;1;256;256;10;0.229
32;4;256;256;10;0.203
32;8;256;256;10;0.209
32;16;256;256;10;0.205
32;32;256;256;10;0.2
1;1;256;512;1;2.089
1;4;256;512;1;0.752
1;8;256;512;1;0.429
1;16;256;512;1;0.26
1;32;256;512;1;0.163
4;1;256;512;1;0.91
4;4;256;512;1;0.304
4;8;256;512;1;0.185
4;16;256;512;1;0.13
4;32;256;512;1;0.125
8;1;256;512;1;0.517
8;4;256;512;1;0.182
8;8;256;512;1;0.127
8;16;256;512;1;0.122
8;32;256;512;1;0.129
16;1;256;512;1;0.301
16;4;256;512;1;0.126
16;8;256;512;1;0.121
16;16;256;512;1;0.127
16;32;256;512;1;0.134
32;1;256;512;1;0.183
32;4;256;512;1;0.124
32;8;256;512;1;0.13
32;16;256;512;1;0.133
32;32;256;512;1;0.14
1;1;256;512;2;2.385
1;4;256;512;2;0.836
1;8;256;512;2;0.477
1;16;256;512;2;0.29
1;32;256;512;2;0.184
4;1;256;512;2;0.984
4;4;256;512;2;0.327
4;8;256;512;2;0.203
4;16;256;512;2;0.145
4;32;256;512;2;0.139
8;1;256;512;2;0.595
8;4;256;512;2;0.207
8;8;256;512;2;0.143
8;16;256;512;2;0.144
8;32;256;512;2;0.147
16;1;256;512;2;0.33
16;4;256;512;2;0.142
16;8;256;512;2;0.136
16;16;256;512;2;0.142
16;32;256;512;2;0.149
32;1;256;512;2;0.201
32;4;256;512;2;0.136
32;8;256;512;2;0.144
32;16;256;512;2;0.148
32;32;256;512;2;0.18
1;1;256;512;5;3.232
1;4;256;512;5;1.104
1;8;256;512;5;0.632
1;16;256;512;5;0.386
1;32;256;512;5;0.245
4;1;256;512;5;1.267
4;4;256;512;5;0.422
4;8;256;512;5;0.265
4;16;256;512;5;0.198
4;32;256;512;5;0.201
8;1;256;512;5;0.731
8;4;256;512;5;0.276
8;8;256;512;5;0.21
8;16;256;512;5;0.198
8;32;256;512;5;0.202
16;1;256;512;5;0.448
16;4;256;512;5;0.208
16;8;256;512;5;0.196
16;16;256;512;5;0.195
16;32;256;512;5;0.199
32;1;256;512;5;0.283
32;4;256;512;5;0.197
32;8;256;512;5;0.197
32;16;256;512;5;0.209
32;32;256;512;5;0.204
1;1;256;512;10;4.61
1;4;256;512;10;1.596
1;8;256;512;10;0.954
1;16;256;512;10;0.547
1;32;256;512;10;0.369
4;1;256;512;10;1.722
4;4;256;512;10;0.62
4;8;256;512;10;0.389
4;16;256;512;10;0.308
4;32;256;512;10;0.295
8;1;256;512;10;1.02
8;4;256;512;10;0.38
8;8;256;512;10;0.31
8;16;256;512;10;0.323
8;32;256;512;10;0.307
16;1;256;512;10;0.617
16;4;256;512;10;0.303
16;8;256;512;10;0.315
16;16;256;512;10;0.316
16;32;256;512;10;0.307
32;1;256;512;10;0.391
32;4;256;512;10;0.317
32;8;256;512;10;0.298
32;16;256;512;10;0.34
32;32;256;512;10;0.303
1;1;256;1024;1;4.769
1;4;256;1024;1;1.701
1;8;256;1024;1;0.965
1;16;256;1024;1;0.565
1;32;256;1024;1;0.344
4;1;256;1024;1;2.053
4;4;256;1024;1;0.646
4;8;256;1024;1;0.388
4;16;256;1024;1;0.255
4;32;256;1024;1;0.31
8;1;256;1024;1;1.129
8;4;256;1024;1;0.373
8;8;256;1024;1;0.307
8;16;256;1024;1;0.253
8;32;256;1024;1;0.254
16;1;256;1024;1;0.659
16;4;256;1024;1;0.253
16;8;256;1024;1;0.294
16;16;256;1024;1;0.265
16;32;256;1024;1;0.264
32;1;256;1024;1;0.388
32;4;256;1024;1;0.244
32;8;256;1024;1;0.315
32;16;256;1024;1;0.276
32;32;256;1024;1;0.271
1;1;256;1024;2;5.424
1;4;256;1024;2;1.899
1;8;256;1024;2;1.067
1;16;256;1024;2;0.622
1;32;256;1024;2;0.401
4;1;256;1024;2;2.198
4;4;256;1024;2;0.717
4;8;256;1024;2;0.429
4;16;256;1024;2;0.319
4;32;256;1024;2;0.27
8;1;256;1024;2;1.259
8;4;256;1024;2;0.439
8;8;256;1024;2;0.291
8;16;256;1024;2;0.288
8;32;256;1024;2;0.296
16;1;256;1024;2;0.734
16;4;256;1024;2;0.297
16;8;256;1024;2;0.282
16;16;256;1024;2;0.283
16;32;256;1024;2;0.296
32;1;256;1024;2;0.415
32;4;256;1024;2;0.302
32;8;256;1024;2;0.311
32;16;256;1024;2;0.32
32;32;256;1024;2;0.334
1;1;256;1024;5;7.284
1;4;256;1024;5;2.536
1;8;256;1024;5;1.44
1;16;256;1024;5;0.871
1;32;256;1024;5;0.541
4;1;256;1024;5;2.882
4;4;256;1024;5;0.957
4;8;256;1024;5;0.579
4;16;256;1024;5;0.433
4;32;256;1024;5;0.411
8;1;256;1024;5;1.61
8;4;256;1024;5;0.589
8;8;256;1024;5;0.431
8;16;256;1024;5;0.394
8;32;256;1024;5;0.442
16;1;256;1024;5;0.948
16;4;256;1024;5;0.415
16;8;256;1024;5;0.403
16;16;256;1024;5;0.451
16;32;256;1024;5;0.434
32;1;256;1024;5;0.602
32;4;256;1024;5;0.399
32;8;256;1024;5;0.406
32;16;256;1024;5;0.466
32;32;256;1024;5;0.479
1;1;256;1024;10;10.474
1;4;256;1024;10;3.431
1;8;256;1024;10;2.057
1;16;256;1024;10;1.238
1;32;256;1024;10;0.743
4;1;256;1024;10;3.845
4;4;256;1024;10;1.3
4;8;256;1024;10;0.785
4;16;256;1024;10;0.586
4;32;256;1024;10;0.574
8;1;256;1024;10;2.124
8;4;256;1024;10;0.775
8;8;256;1024;10;0.554
8;16;256;1024;10;0.595
8;32;256;1024;10;0.59
16;1;256;1024;10;1.287
16;4;256;1024;10;0.61
16;8;256;1024;10;0.547
16;16;256;1024;10;0.563
16;32;256;1024;10;0.618
32;1;256;1024;10;0.803
32;4;256;1024;10;0.585
32;8;256;1024;10;0.579
32;16;256;1024;10;0.574
32;32;256;1024;10;0.616
1;1;512;32;1;0.228
1;4;512;32;1;0.088
1;8;512;32;1;0.058
1;16;512;32;1;0.04
1;32;512;32;1;0.032
4;1;512;32;1;0.109
4;4;512;32;1;0.056
4;8;512;32;1;0.043
4;16;512;32;1;0.033
4;32;512;32;1;0.033
8;1;512;32;1;0.085
8;4;512;32;1;0.043
8;8;512;32;1;0.033
8;16;512;32;1;0.033
8;32;512;32;1;0.034
16;1;512;32;1;0.059
16;4;512;32;1;0.034
16;8;512;32;1;0.033
16;16;512;32;1;0.034
16;32;512;32;1;0.033
32;1;512;32;1;0.043
32;4;512;32;1;0.033
32;8;512;32;1;0.033
32;16;512;32;1;0.036
32;32;512;32;1;0.033
1;1;512;32;2;0.274
1;4;512;32;2;0.094
1;8;512;32;2;0.063
1;16;512;32;2;0.045
1;32;512;32;2;0.036
4;1;512;32;2;0.115
4;4;512;32;2;0.053
4;8;512;32;2;0.041
4;16;512;32;2;0.034
4;32;512;32;2;0.033
8;1;512;32;2;0.074
8;4;512;32;2;0.049
8;8;512;32;2;0.04
8;16;512;32;2;0.04
8;32;512;32;2;0.039
16;1;512;32;2;0.066
16;4;512;32;2;0.04
16;8;512;32;2;0.039
16;16;512;32;2;0.04
16;32;512;32;2;0.04
32;1;512;32;2;0.05
32;4;512;32;2;0.039
32;8;512;32;2;0.04
32;16;512;32;2;0.04
32;32;512;32;2;0.04
1;1;512;32;5;0.333
1;4;512;32;5;0.113
1;8;512;32;5;0.075
1;16;512;32;5;0.054
1;32;512;32;5;0.044
4;1;512;32;5;0.134
4;4;512;32;5;0.067
4;8;512;32;5;0.054
4;16;512;32;5;0.045
4;32;512;32;5;0.046
8;1;512;32;5;0.093
8;4;512;32;5;0.059
8;8;512;32;5;0.051
8;16;512;32;5;0.056
8;32;512;32;5;0.056
16;1;512;32;5;0.084
16;4;512;32;5;0.061
16;8;512;32;5;0.06
16;16;512;32;5;0.062
16;32;512;32;5;0.061
32;1;512;32;5;0.066
32;4;512;32;5;0.058
32;8;512;32;5;0.056
32;16;512;32;5;0.057
32;32;512;32;5;0.058
1;1;512;32;10;0.457
1;4;512;32;10;0.143
1;8;512;32;10;0.096
1;16;512;32;10;0.072
1;32;512;32;10;0.06
4;1;512;32;10;0.162
4;4;512;32;10;0.087
4;8;512;32;10;0.072
4;16;512;32;10;0.066
4;32;512;32;10;0.063
8;1;512;32;10;0.116
8;4;512;32;10;0.074
8;8;512;32;10;0.067
8;16;512;32;10;0.068
8;32;512;32;10;0.066
16;1;512;32;10;0.093
16;4;512;32;10;0.078
16;8;512;32;10;0.084
16;16;512;32;10;0.088
16;32;512;32;10;0.09
32;1;512;32;10;0.093
32;4;512;32;10;0.082
32;8;512;32;10;0.082
32;16;512;32;10;0.084
32;32;512;32;10;0.081
1;1;512;64;1;0.496
1;4;512;64;1;0.167
1;8;512;64;1;0.104
1;16;512;64;1;0.068
1;32;512;64;1;0.052
4;1;512;64;1;0.208
4;4;512;64;1;0.081
4;8;512;64;1;0.058
4;16;512;64;1;0.043
4;32;512;64;1;0.041
8;1;512;64;1;0.125
8;4;512;64;1;0.056
8;8;512;64;1;0.043
8;16;512;64;1;0.042
8;32;512;64;1;0.045
16;1;512;64;1;0.081
16;4;512;64;1;0.05
16;8;512;64;1;0.05
16;16;512;64;1;0.055
16;32;512;64;1;0.053
32;1;512;64;1;0.068
32;4;512;64;1;0.049
32;8;512;64;1;0.051
32;16;512;64;1;0.053
32;32;512;64;1;0.053
1;1;512;64;2;0.538
1;4;512;64;2;0.18
1;8;512;64;2;0.111
1;16;512;64;2;0.073
1;32;512;64;2;0.054
4;1;512;64;2;0.222
4;4;512;64;2;0.088
4;8;512;64;2;0.063
4;16;512;64;2;0.05
4;32;512;64;2;0.048
8;1;512;64;2;0.134
8;4;512;64;2;0.069
8;8;512;64;2;0.059
8;16;512;64;2;0.06
8;32;512;64;2;0.062
16;1;512;64;2;0.108
16;4;512;64;2;0.054
16;8;512;64;2;0.053
16;16;512;64;2;0.054
16;32;512;64;2;0.055
32;1;512;64;2;0.068
32;4;512;64;2;0.054
32;8;512;64;2;0.062
32;16;512;64;2;0.061
32;32;512;64;2;0.063
1;1;512;64;5;0.659
1;4;512;64;5;0.219
1;8;512;64;5;0.135
1;16;512;64;5;0.093
1;32;512;64;5;0.072
4;1;512;64;5;0.259
4;4;512;64;5;0.112
4;8;512;64;5;0.086
4;16;512;64;5;0.072
4;32;512;64;5;0.071
8;1;512;64;5;0.162
8;4;512;64;5;0.088
8;8;512;64;5;0.075
8;16;512;64;5;0.074
8;32;512;64;5;0.075
16;1;512;64;5;0.112
16;4;512;64;5;0.083
16;8;512;64;5;0.089
16;16;512;64;5;0.088
16;32;512;64;5;0.09
32;1;512;64;5;0.102
32;4;512;64;5;0.077
32;8;512;64;5;0.081
32;16;512;64;5;0.082
32;32;512;64;5;0.08
1;1;512;64;10;0.87
1;4;512;64;10;0.285
1;8;512;64;10;0.171
1;16;512;64;10;0.122
1;32;512;64;10;0.092
4;1;512;64;10;0.322
4;4;512;64;10;0.149
4;8;512;64;10;0.118
4;16;512;64;10;0.105
4;32;512;64;10;0.104
8;1;512;64;10;0.206
8;4;512;64;10;0.125
8;8;512;64;10;0.109
8;16;512;64;10;0.11
8;32;512;64;10;0.109
16;1;512;64;10;0.147
16;4;512;64;10;0.11
16;8;512;64;10;0.109
16;16;512;64;10;0.111
16;32;512;64;10;0.11
32;1;512;64;10;0.123
32;4;512;64;10;0.106
32;8;512;64;10;0.109
32;16;512;64;10;0.11
32;32;512;64;10;0.107
1;1;512;256;1;2.066
1;4;512;256;1;0.731
1;8;512;256;1;0.424
1;16;512;256;1;0.285
1;32;512;256;1;0.166
4;1;512;256;1;0.885
4;4;512;256;1;0.292
4;8;512;256;1;0.203
4;16;512;256;1;0.135
4;32;512;256;1;0.126
8;1;512;256;1;0.506
8;4;512;256;1;0.181
8;8;512;256;1;0.128
8;16;512;256;1;0.125
8;32;512;256;1;0.13
16;1;512;256;1;0.298
16;4;512;256;1;0.15
16;8;512;256;1;0.135
16;16;512;256;1;0.137
16;32;512;256;1;0.135
32;1;512;256;1;0.182
32;4;512;256;1;0.123
32;8;512;256;1;0.129
32;16;512;256;1;0.134
32;32;512;256;1;0.138
1;1;512;256;2;2.315
1;4;512;256;2;0.803
1;8;512;256;2;0.455
1;16;512;256;2;0.279
1;32;512;256;2;0.174
4;1;512;256;2;0.966
4;4;512;256;2;0.314
4;8;512;256;2;0.2
4;16;512;256;2;0.144
4;32;512;256;2;0.137
8;1;512;256;2;0.546
8;4;512;256;2;0.199
8;8;512;256;2;0.147
8;16;512;256;2;0.141
8;32;512;256;2;0.144
16;1;512;256;2;0.317
16;4;512;256;2;0.151
16;8;512;256;2;0.146
16;16;512;256;2;0.153
16;32;512;256;2;0.155
32;1;512;256;2;0.194
32;4;512;256;2;0.138
32;8;512;256;2;0.141
32;16;512;256;2;0.147
32;32;512;256;2;0.151
1;1;512;256;5;3.021
1;4;512;256;5;1.005
1;8;512;256;5;0.597
1;16;512;256;5;0.35
1;32;512;256;5;0.222
4;1;512;256;5;1.23
4;4;512;256;5;0.388
4;8;512;256;5;0.247
4;16;512;256;5;0.19
4;32;512;256;5;0.21
8;1;512;256;5;0.67
8;4;512;256;5;0.258
8;8;512;256;5;0.203
8;16;512;256;5;0.195
8;32;512;256;5;0.194
16;1;512;256;5;0.387
16;4;512;256;5;0.21
16;8;512;256;5;0.197
16;16;512;256;5;0.237
16;32;512;256;5;0.213
32;1;512;256;5;0.243
32;4;512;256;5;0.197
32;8;512;256;5;0.198
32;16;512;256;5;0.193
32;32;512;256;5;0.232
1;1;512;256;10;4.189
1;4;512;256;10;1.385
1;8;512;256;10;0.788
1;16;512;256;10;0.464
1;32;512;256;10;0.309
4;1;512;256;10;1.527
4;4;512;256;10;0.515
4;8;512;256;10;0.337
4;16;512;256;10;0.284
4;32;512;256;10;0.281
8;1;512;256;10;0.855
8;4;512;256;10;0.345
8;8;512;256;10;0.297
8;16;512;256;10;0.325
8;32;512;256;10;0.294
16;1;512;256;10;0.508
16;4;512;256;10;0.306
16;8;512;256;10;0.338
16;16;512;256;10;0.305
16;32;512;256;10;0.295
32;1;512;256;10;0.328
32;4;512;256;10;0.286
32;8;512;256;10;0.354
32;16;512;256;10;0.3
32;32;512;256;10;0.278
1;1;512;512;1;4.603
1;4;512;512;1;1.641
1;8;512;512;1;0.937
1;16;512;512;1;0.539
1;32;512;512;1;0.337
4;1;512;512;1;1.96
4;4;512;512;1;0.635
4;8;512;512;1;0.374
4;16;512;512;1;0.248
4;32;512;512;1;0.246
8;1;512;512;1;1.096
8;4;512;512;1;0.37
8;8;512;512;1;0.252
8;16;512;512;1;0.255
8;32;512;512;1;0.254
16;1;512;512;1;0.631
16;4;512;512;1;0.258
16;8;512;512;1;0.237
16;16;512;512;1;0.291
16;32;512;512;1;0.268
32;1;512;512;1;0.372
32;4;512;512;1;0.25
32;8;512;512;1;0.255
32;16;512;512;1;0.262
32;32;512;512;1;0.277
1;1;512;512;2;5.214
1;4;512;512;2;1.795
1;8;512;512;2;1.026
1;16;512;512;2;0.598
1;32;512;512;2;0.386
4;1;512;512;2;2.153
4;4;512;512;2;0.685
4;8;512;512;2;0.413
4;16;512;512;2;0.293
4;32;512;512;2;0.257
8;1;512;512;2;1.229
8;4;512;512;2;0.411
8;8;512;512;2;0.276
8;16;512;512;2;0.316
8;32;512;512;2;0.287
16;1;512;512;2;0.684
16;4;512;512;2;0.283
16;8;512;512;2;0.269
16;16;512;512;2;0.28
16;32;512;512;2;0.302
32;1;512;512;2;0.397
32;4;512;512;2;0.273
32;8;512;512;2;0.277
32;16;512;512;2;0.284
32;32;512;512;2;0.303
1;1;512;512;5;6.821
1;4;512;512;5;2.335
1;8;512;512;5;1.309
1;16;512;512;5;0.782
1;32;512;512;5;0.495
4;1;512;512;5;2.665
4;4;512;512;5;0.847
4;8;512;512;5;0.526
4;16;512;512;5;0.376
4;32;512;512;5;0.349
8;1;512;512;5;1.497
8;4;512;512;5;0.52
8;8;512;512;5;0.375
8;16;512;512;5;0.351
8;32;512;512;5;0.401
16;1;512;512;5;0.865
16;4;512;512;5;0.378
16;8;512;512;5;0.366
16;16;512;512;5;0.451
16;32;512;512;5;0.382
32;1;512;512;5;0.516
32;4;512;512;5;0.38
32;8;512;512;5;0.368
32;16;512;512;5;0.404
32;32;512;512;5;0.399
1;1;512;512;10;9.512
1;4;512;512;10;3.133
1;8;512;512;10;1.852
1;16;512;512;10;1.095
1;32;512;512;10;0.671
4;1;512;512;10;3.457
4;4;512;512;10;1.139
4;8;512;512;10;0.691
4;16;512;512;10;0.537
4;32;512;512;10;0.509
8;1;512;512;10;2.023
8;4;512;512;10;0.691
8;8;512;512;10;0.528
8;16;512;512;10;0.506
8;32;512;512;10;0.525
16;1;512;512;10;1.215
16;4;512;512;10;0.537
16;8;512;512;10;0.52
16;16;512;512;10;0.574
16;32;512;512;10;0.547
32;1;512;512;10;0.735
32;4;512;512;10;0.561
32;8;512;512;10;0.556
32;16;512;512;10;0.588
32;32;512;512;10;0.533
1;1;512;1024;1;9.685
1;4;512;1024;1;3.464
1;8;512;1024;1;1.97
1;16;512;1024;1;1.103
1;32;512;1024;1;0.693
4;1;512;1024;1;4.106
4;4;512;1024;1;1.288
4;8;512;1024;1;0.775
4;16;512;1024;1;0.505
4;32;512;1024;1;0.492
8;1;512;1024;1;2.319
8;4;512;1024;1;0.79
8;8;512;1024;1;0.503
8;16;512;1024;1;0.485
8;32;512;1024;1;0.54
16;1;512;1024;1;1.323
16;4;512;1024;1;0.511
16;8;512;1024;1;0.594
16;16;512;1024;1;0.522
16;32;512;1024;1;0.529
32;1;512;1024;1;0.769
32;4;512;1024;1;0.471
32;8;512;1024;1;0.509
32;16;512;1024;1;0.518
32;32;512;1024;1;0.568
1;1;512;1024;2;10.845
1;4;512;1024;2;3.821
1;8;512;1024;2;2.188
1;16;512;1024;2;1.254
1;32;512;1024;2;0.745
4;1;512;1024;2;4.519
4;4;512;1024;2;1.409
4;8;512;1024;2;0.842
4;16;512;1024;2;0.575
4;32;512;1024;2;0.579
8;1;512;1024;2;2.498
8;4;512;1024;2;0.845
8;8;512;1024;2;0.569
8;16;512;1024;2;0.525
8;32;512;1024;2;0.605
16;1;512;1024;2;1.422
16;4;512;1024;2;0.595
16;8;512;1024;2;0.565
16;16;512;1024;2;0.585
16;32;512;1024;2;0.628
32;1;512;1024;2;0.84
32;4;512;1024;2;0.539
32;8;512;1024;2;0.577
32;16;512;1024;2;0.604
32;32;512;1024;2;0.608
1;1;512;1024;5;14.325
1;4;512;1024;5;4.969
1;8;512;1024;5;2.829
1;16;512;1024;5;1.632
1;32;512;1024;5;1.024
4;1;512;1024;5;5.635
4;4;512;1024;5;1.82
4;8;512;1024;5;1.086
4;16;512;1024;5;0.774
4;32;512;1024;5;0.745
8;1;512;1024;5;3.172
8;4;512;1024;5;1.081
8;8;512;1024;5;0.769
8;16;512;1024;5;0.763
8;32;512;1024;5;0.766
