width;mean;median;std
32;0.010679968904320988;0.006382916666666667;0.01232459081082879
256;0.06027629935699589;0.026409250000000002;0.08388957812583278
512;0.11165457465706448;0.048514633333333335;0.15890285556793163
1024;0.19523933179012345;0.08291190000000001;0.2828610179171768
