height;mean;median;std
32;0.0075348922753772285;0.00524875;0.00713766223241364
256;0.05040334424725652;0.023366625000000002;0.06529998144809857
512;0.10524309851251713;0.048367499999999994;0.13730234111840367
1024;0.2146688396733539;0.09710831666666667;0.2895821305065901
