width;mean;median;std
32;0.011054814223251028;0.006528;0.01303710269631343
256;0.06213315182613169;0.027607899999999998;0.08686596495744472
512;0.1148948089506173;0.0498069;0.16445309202794503
1024;0.20032495367798356;0.0855216;0.29219441184474815
