height;mean;median;std
32;0.04900771608333333;0.01968375;0.07417238127995476
64;0.10936136323888888;0.04367075;0.17116801395936598
256;0.5076941419222222;0.186908;0.7983435755974092
512;1.1205095260388889;0.387719;1.778952382502227
1024;2.457525952761111;0.7837535;4.05375038351243
