width;mean;median;std
32;0.08742595566666667;0.026083349999999998;0.1459810851004631
64;0.17266283766666668;0.049303849999999996;0.2932208855659639
256;0.6491160555555555;0.182072;1.1354751827409315
512;1.2356062243333334;0.3519895;2.219474074726904
1024;2.249155468888889;0.6402705;4.076443986229423
