width;mean;median;std
32;0.08409139619444445;0.02515395;0.1401868420565091
64;0.1662947447388889;0.04831095;0.2819640531151701
256;0.6263721372166666;0.1798185;1.0921510249056554
512;1.1919674987888889;0.33876175;2.132158063318918
1024;2.1753729231055554;0.6263156;3.9267996327018313
