width;mean;median;std
32;0.08886442277777779;0.02720655;0.14701131099191492
64;0.1738203011111111;0.05179545;0.29176421540348063
256;0.6462236523333333;0.18039149999999998;1.1229635491297196
512;1.2273941353333333;0.3612515;2.197534658659195
1024;2.2316686433333333;0.6543395;4.035360196032273
