nThreads;mean;median;std
1;1.2488961684444444;0.22574850000000002;2.854163416833723
2;1.0758340186666666;0.18693774999999999;2.5625920230390755
4;0.8206681235000001;0.13140525;2.1291203883197842
8;0.6868491256333333;0.09054278;2.000698924872764
16;0.5335558338444445;0.0867184;1.4217903727613868
