ns;mean;median;std
1;0.20018700026666666;0.0428112;0.3860254041780001
2;0.3940835696;0.0825311;0.764794049140373
5;0.9710978435555555;0.200705;1.8998948322855675
10;1.929008510488889;0.39509;3.785831040496374
