height;mean;median;std
32;0.05200802522222222;0.0220531;0.07665004933150243
64;0.11413758566666667;0.0470647;0.1765536900557951
256;0.5253589301111111;0.19655499999999998;0.8223885349767961
512;1.1534439831111112;0.39697400000000005;1.8305124878954164
1024;2.5230226307777777;0.8032005;4.1677949271201395
