strategy;nFotogramas;width;height;ns;nProcs;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
cols;2;512;256;10;2;2,32142;2,30449;2,32142;;;
cols;2;512;512;1;2;0,532568;0,532541;0,532568;;;
cols;2;512;512;2;2;1,09468;1,08231;1,09468;;;
cols;2;512;512;5;2;2,66541;2,65684;2,66541;;;
cols;2;512;512;10;2;5,36126;5,36126;5,33798;;;
cols;2;512;1024;1;2;1,18967;1,18182;1,18967;;;
cols;2;512;1024;2;2;2,33997;2,33997;2,33737;;;
cols;2;512;1024;5;2;5,88119;5,88119;5,84147;;;
cols;2;512;1024;10;2;11,7082;11,6768;11,7082;;;
cols;2;1024;32;1;2;0,0387436;0,0387436;0,0387119;;;
cols;2;1024;32;2;2;0,0765715;0,0764895;0,0765715;;;
cols;2;1024;32;5;2;0,189438;0,189438;0,187864;;;
cols;2;1024;32;10;2;0,374845;0,374827;0,374845;;;
cols;2;1024;64;1;2;0,0934565;0,0932955;0,0934565;;;
cols;2;1024;64;2;2;0,191981;0,183842;0,191981;;;
cols;2;1024;64;5;2;0,4584;0,457543;0,4584;;;
cols;2;1024;64;10;2;0,913956;0,91243;0,913956;;;
cols;2;1024;256;1;2;0,445683;0,4362;0,445683;;;
cols;2;1024;256;2;2;0,860485;0,860485;0,859443;;;
cols;2;1024;256;5;2;2,14627;2,13724;2,14627;;;
cols;2;1024;256;10;2;4,14211;4,12941;4,14211;;;
cols;2;1024;512;1;2;0,944247;0,944247;0,943752;;;
cols;2;1024;512;2;2;1,90057;1,90057;1,89943;;;
cols;2;1024;512;5;2;4,6212;4,61448;4,6212;;;
cols;2;1024;512;10;2;9,26877;9,26313;9,26877;;;
cols;2;1024;1024;1;2;2,21416;2,21055;2,21416;;;
cols;2;1024;1024;2;2;4,33207;4,33207;4,33147;;;
cols;2;1024;1024;5;2;10,8034;10,7498;10,8034;;;
cols;2;1024;1024;10;2;21,5225;21,5225;21,446;;;
cols;5;32;32;1;2;0,0025254;0,0025254;0,0024815;;;
cols;5;32;32;2;2;0,0046213;0,0046213;0,0046154;;;
cols;5;32;32;5;2;0,0106417;0,0105076;0,0106417;;;
cols;5;32;32;10;2;0,0209309;0,0209309;0,0208821;;;
cols;5;32;64;1;2;0,00493;0,00493;0,0048809;;;
cols;5;32;64;2;2;0,0092552;0,0092552;0,0092272;;;
cols;5;32;64;5;2;0,0228252;0,0228252;0,0227803;;;
cols;5;32;64;10;2;0,0447724;0,0447724;0,044745;;;
cols;5;32;256;1;2;0,0187606;0,0187606;0,0187404;;;
cols;5;32;256;2;2;0,0371272;0,0371272;0,0370573;;;
cols;5;32;256;5;2;0,0964707;0,0964707;0,0928913;;;
cols;5;32;256;10;2;0,191771;0,191771;0,18573;;;
cols;5;32;512;1;2;0,0379352;0,0379352;0,0378636;;;
cols;5;32;512;2;2;0,0746792;0,07453;0,0746792;;;
cols;5;32;512;5;2;0,185015;0,184485;0,185015;;;
cols;5;32;512;10;2;0,385194;0,384439;0,385194;;;
cols;5;32;1024;1;2;0,0757245;0,0757245;0,075676;;;
cols;5;32;1024;2;2;0,152335;0,15215;0,152335;;;
cols;5;32;1024;5;2;0,376108;0,375976;0,376108;;;
cols;5;32;1024;10;2;0,753213;0,753213;0,752643;;;
cols;5;64;32;1;2;0,004072;0,004072;0,0040218;;;
cols;5;64;32;2;2;0,0077984;0,0077984;0,007756;;;
cols;5;64;32;5;2;0,0186087;0,0186087;0,0185385;;;
cols;5;64;32;10;2;0,0361474;0,0361474;0,036134;;;
cols;5;64;64;1;2;0,0091699;0,0091699;0,0091265;;;
cols;5;64;64;2;2;0,0168933;0,0168563;0,0168933;;;
cols;5;64;64;5;2;0,0419201;0,0419201;0,0418061;;;
cols;5;64;64;10;2;0,0822925;0,0821348;0,0822925;;;
cols;5;64;256;1;2;0,0375031;0,0375031;0,0373189;;;
cols;5;64;256;2;2;0,0782697;0,0768775;0,0782697;;;
cols;5;64;256;5;2;0,183019;0,182916;0,183019;;;
cols;5;64;256;10;2;0,359703;0,359414;0,359703;;;
cols;5;64;512;1;2;0,0738183;0,0738183;0,0737222;;;
cols;5;64;512;2;2;0,151124;0,151124;0,150728;;;
cols;5;64;512;5;2;0,377847;0,377695;0,377847;;;
cols;5;64;512;10;2;0,753178;0,753178;0,752508;;;
cols;5;64;1024;1;2;0,153709;0,153709;0,153622;;;
cols;5;64;1024;2;2;0,304666;0,304611;0,304666;;;
cols;5;64;1024;5;2;0,738784;0,738784;0,73814;;;
cols;5;64;1024;10;2;1,4807;1,48043;1,4807;;;
cols;5;256;32;1;2;0,012938;0,012938;0,0129252;;;
cols;5;256;32;2;2;0,0256424;0,0256424;0,0255413;;;
cols;5;256;32;5;2;0,0681822;0,0629297;0,0681822;;;
cols;5;256;32;10;2;0,125125;0,124672;0,125125;;;
cols;5;256;64;1;2;0,0274314;0,0274314;0,0273896;;;
cols;5;256;64;2;2;0,0548025;0,0544346;0,0548025;;;
cols;5;256;64;5;2;0,134626;0,134626;0,134111;;;
cols;5;256;64;10;2;0,25803;0,25803;0,257535;;;
cols;5;256;256;1;2;0,137897;0,137574;0,137897;;;
cols;5;256;256;2;2;0,269368;0,267786;0,269368;;;
cols;5;256;256;5;2;0,68052;0,68052;0,679312;;;
cols;5;256;256;10;2;1,32045;1,31662;1,32045;;;
cols;5;256;512;1;2;0,295135;0,295135;0,290937;;;
cols;5;256;512;2;2;0,58923;0,588924;0,58923;;;
cols;5;256;512;5;2;1,47896;1,47037;1,47896;;;
cols;5;256;512;10;2;2,85895;2,85895;2,85701;;;
cols;5;256;1024;1;2;0,598789;0,597842;0,598789;;;
cols;5;256;1024;2;2;1,17394;1,17369;1,17394;;;
cols;5;256;1024;5;2;2,9465;2,9465;2,93688;;;
cols;5;256;1024;10;2;5,87075;5,87075;5,8618;;;
cols;5;512;32;1;2;0,0235164;0,0235164;0,0234132;;;
cols;5;512;32;2;2;0,0477223;0,0477223;0,0470674;;;
cols;5;512;32;5;2;0,120137;0,1177;0,120137;;;
cols;5;512;32;10;2;0,22812;0,22812;0,227944;;;
cols;5;512;64;1;2;0,0510487;0,0510049;0,0510487;;;
cols;5;512;64;2;2;0,101295;0,101295;0,101193;;;
cols;5;512;64;5;2;0,250429;0,250429;0,249817;;;
cols;5;512;64;10;2;0,495392;0,49489;0,495392;;;
cols;5;512;256;1;2;0,241879;0,241879;0,240809;;;
cols;5;512;256;2;2;0,471483;0,469986;0,471483;;;
cols;5;512;256;5;2;1,18274;1,17899;1,18274;;;
cols;5;512;256;10;2;2,34884;2,33844;2,34884;;;
cols;5;512;512;1;2;0,533436;0,532557;0,533436;;;
cols;5;512;512;2;2;1,09418;1,08428;1,09418;;;
cols;5;512;512;5;2;2,76111;2,6752;2,76111;;;
cols;5;512;512;10;2;5,33454;5,33454;5,32472;;;
cols;5;512;1024;1;2;1,16613;1,15715;1,16613;;;
cols;5;512;1024;2;2;2,37297;2,37167;2,37297;;;
cols;5;512;1024;5;2;5,86279;5,86279;5,85596;;;
cols;5;512;1024;10;2;11,6637;11,6588;11,6637;;;
cols;5;1024;32;1;2;0,0396794;0,0396794;0,0396355;;;
cols;5;1024;32;2;2;0,0791049;0,0791049;0,0790777;;;
cols;5;1024;32;5;2;0,194323;0,194323;0,194132;;;
cols;5;1024;32;10;2;0,388088;0,388088;0,387528;;;
cols;5;1024;64;1;2;0,094207;0,0938707;0,094207;;;
cols;5;1024;64;2;2;0,186092;0,186092;0,185898;;;
cols;5;1024;64;5;2;0,454461;0,454461;0,449376;;;
cols;5;1024;64;10;2;0,883602;0,883602;0,882336;;;
cols;5;1024;256;1;2;0,420746;0,420746;0,420101;;;
cols;5;1024;256;2;2;0,851638;0,851638;0,850593;;;
cols;5;1024;256;5;2;2,15319;2,15319;2,15271;;;
cols;5;1024;256;10;2;4,227;4,227;4,19372;;;
cols;5;1024;512;1;2;0,959492;0,959492;0,95612;;;
cols;5;1024;512;2;2;1,90327;1,90203;1,90327;;;
cols;5;1024;512;5;2;4,6474;4,6474;4,62033;;;
cols;5;1024;512;10;2;9,19321;9,19321;9,18374;;;
cols;5;1024;1024;1;2;2,21458;2,21458;2,21428;;;
cols;5;1024;1024;2;2;4,39239;4,39239;4,38352;;;
cols;5;1024;1024;5;2;10,6569;10,6569;10,6403;;;
cols;5;1024;1024;10;2;21,6308;21,6308;21,6085;;;
cols;1;32;32;1;4;0,0011978;0,0011978;;;;
cols;1;32;32;2;4;0,0017325;0,0017325;;;;
cols;1;32;32;5;4;0,0035065;0,0035065;;;;
cols;1;32;32;10;4;0,0065269;0,0065269;;;;
cols;1;32;64;1;4;0,0016566;0,0016566;;;;
cols;1;32;64;2;4;0,0029429;0,0029429;;;;
cols;1;32;64;5;4;0,0063654;0,0063654;;;;
cols;1;32;64;10;4;0,0123969;0,0123969;;;;
cols;1;32;256;1;4;0,0053295;0,0053295;;;;
cols;1;32;256;2;4;0,0105829;0,0105829;;;;
cols;1;32;256;5;4;0,0251223;0,0251223;;;;
cols;1;32;256;10;4;0,0491766;0,0491766;;;;
cols;1;32;512;1;4;0,012163;0,012163;;;;
cols;1;32;512;2;4;0,0204615;0,0204615;;;;
cols;1;32;512;5;4;0,0511121;0,0511121;;;;
cols;1;32;512;10;4;0,102546;0,102546;;;;
cols;1;32;1024;1;4;0,0206247;0,0206247;;;;
cols;1;32;1024;2;4;0,0391917;0,0391917;;;;
cols;1;32;1024;5;4;0,0997975;0,0997975;;;;
cols;1;32;1024;10;4;0,198058;0,198058;;;;
cols;1;64;32;1;4;0,0017712;0,0017712;;;;
cols;1;64;32;2;4;0,0028613;0,0028613;;;;
cols;1;64;32;5;4;0,0064675;0,0064675;;;;
cols;1;64;32;10;4;0,012274;0,012274;;;;
cols;1;64;64;1;4;0,0028969;0,0028969;;;;
cols;1;64;64;2;4;0,0053016;0,0053016;;;;
cols;1;64;64;5;4;0,0124011;0,0124011;;;;
cols;1;64;64;10;4;0,0246488;0,0246488;;;;
cols;1;64;256;1;4;0,0106164;0,0106164;;;;
cols;1;64;256;2;4;0,0206602;0,0206602;;;;
cols;1;64;256;5;4;0,0497229;0,0497229;;;;
cols;1;64;256;10;4;0,100885;0,100885;;;;
cols;1;64;512;1;4;0,020991;0,020991;;;;
cols;1;64;512;2;4;0,0411106;0,0411106;;;;
cols;1;64;512;5;4;0,0994142;0,0994142;;;;
cols;1;64;512;10;4;0,199988;0,199988;;;;
cols;1;64;1024;1;4;0,0418575;0,0418575;;;;
cols;1;64;1024;2;4;0,0848106;0,0848106;;;;
cols;1;64;1024;5;4;0,20611;0,20611;;;;
cols;1;64;1024;10;4;0,408418;0,408418;;;;
cols;1;256;32;1;4;0,0041105;0,0041105;;;;
cols;1;256;32;2;4;0,007543;0,007543;;;;
cols;1;256;32;5;4;0,0182478;0,0182478;;;;
cols;1;256;32;10;4;0,0356931;0,0356931;;;;
cols;1;256;64;1;4;0,0085037;0,0085037;;;;
cols;1;256;64;2;4;0,0168785;0,0168785;;;;
cols;1;256;64;5;4;0,0402681;0,0402681;;;;
cols;1;256;64;10;4;0,0798505;0,0798505;;;;
cols;1;256;256;1;4;0,0377032;0,0377032;;;;
cols;1;256;256;2;4;0,0757871;0,0757871;;;;
cols;1;256;256;5;4;0,19125;0,19125;;;;
cols;1;256;256;10;4;0,386851;0,386851;;;;
cols;1;256;512;1;4;0,0798185;0,0798185;;;;
cols;1;256;512;2;4;0,159109;0,159109;;;;
cols;1;256;512;5;4;0,396823;0,396823;;;;
cols;1;256;512;10;4;0,794124;0,794124;;;;
cols;1;256;1024;1;4;0,166163;0,166163;;;;
cols;1;256;1024;2;4;0,326404;0,326404;;;;
cols;1;256;1024;5;4;0,803046;0,803046;;;;
cols;1;256;1024;10;4;1,60679;1,60679;;;;
cols;1;512;32;1;4;0,0071753;0,0071753;;;;
cols;1;512;32;2;4;0,0130276;0,0130276;;;;
cols;1;512;32;5;4;0,0329117;0,0329117;;;;
cols;1;512;32;10;4;0,0655278;0,0655278;;;;
cols;1;512;64;1;4;0,0149385;0,0149385;;;;
cols;1;512;64;2;4;0,0290341;0,0290341;;;;
cols;1;512;64;5;4;0,070801;0,070801;;;;
cols;1;512;64;10;4;0,142545;0,142545;;;;
cols;1;512;256;1;4;0,0776151;0,0776151;;;;
cols;1;512;256;2;4;0,153162;0,153162;;;;
cols;1;512;256;5;4;0,379097;0,379097;;;;
cols;1;512;256;10;4;0,749284;0,749284;;;;
cols;1;512;512;1;4;0,162206;0,162206;;;;
cols;1;512;512;2;4;0,309456;0,309456;;;;
cols;1;512;512;5;4;0,769692;0,769692;;;;
cols;1;512;512;10;4;1,52325;1,52325;;;;
cols;1;512;1024;1;4;0,32253;0,32253;;;;
cols;1;512;1024;2;4;0,639079;0,639079;;;;
cols;1;512;1024;5;4;1,59859;1,59859;;;;
cols;1;512;1024;10;4;3,17476;3,17476;;;;
cols;1;1024;32;1;4;0,0126516;0,0126516;;;;
cols;1;1024;32;2;4;0,0246011;0,0246011;;;;
cols;1;1024;32;5;4;0,060311;0,060311;;;;
cols;1;1024;32;10;4;0,119045;0,119045;;;;
cols;1;1024;64;1;4;0,0270363;0,0270363;;;;
cols;1;1024;64;2;4;0,0519507;0,0519507;;;;
cols;1;1024;64;5;4;0,128776;0,128776;;;;
cols;1;1024;64;10;4;0,26015;0,26015;;;;
cols;1;1024;256;1;4;0,130565;0,130565;;;;
cols;1;1024;256;2;4;0,255477;0,255477;;;;
cols;1;1024;256;5;4;0,644065;0,644065;;;;
cols;1;1024;256;10;4;1,27394;1,27394;;;;
cols;1;1024;512;1;4;0,314615;0,314615;;;;
cols;1;1024;512;2;4;0,608795;0,608795;;;;
cols;1;1024;512;5;4;1,49888;1,49888;;;;
cols;1;1024;512;10;4;3,01133;3,01133;;;;
cols;1;1024;1024;1;4;0,618443;0,618443;;;;
cols;1;1024;1024;2;4;1,23302;1,23302;;;;
cols;1;1024;1024;5;4;3,06197;3,06197;;;;
cols;1;1024;1024;10;4;6,14365;6,14365;;;;
cols;2;32;32;1;4;0,0016768;0,0016729;0,0016768;;;
cols;2;32;32;2;4;0,0028089;0,0027681;0,0028089;;;
cols;2;32;32;5;4;0,0062951;0,0061211;0,0062951;;;
cols;2;32;32;10;4;0,0122161;0,0122127;0,0122161;;;
cols;2;32;64;1;4;0,0027297;0,0027297;0,0026778;;;
cols;2;32;64;2;4;0,0053047;0,0053047;0,0052325;;;
cols;2;32;64;5;4;0,0122786;0,0122757;0,0122786;;;
cols;2;32;64;10;4;0,0238315;0,0238315;0,0237339;;;
cols;2;32;256;1;4;0,0101332;0,0101131;0,0101332;;;
cols;2;32;256;2;4;0,020695;0,020695;0,0205321;;;
cols;2;32;256;5;4;0,0496497;0,0496497;0,0496064;;;
cols;2;32;256;10;4;0,101854;0,101854;0,101122;;;
cols;2;32;512;1;4;0,0209424;0,0209424;0,020792;;;
cols;2;32;512;2;4;0,0406372;0,0405477;0,0406372;;;
cols;2;32;512;5;4;0,100963;0,100758;0,100963;;;
cols;2;32;512;10;4;0,200783;0,199864;0,200783;;;
cols;2;32;1024;1;4;0,039434;0,0393467;0,039434;;;
cols;2;32;1024;2;4;0,0784443;0,0783392;0,0784443;;;
cols;2;32;1024;5;4;0,195842;0,195163;0,195842;;;
cols;2;32;1024;10;4;0,397738;0,397738;0,396051;;;
cols;2;64;32;1;4;0,0024629;0,0024594;0,0024629;;;
cols;2;64;32;2;4;0,0044854;0,0044854;0,0044715;;;
cols;2;64;32;5;4;0,0100613;0,0100613;0,0099266;;;
cols;2;64;32;10;4;0,0204839;0,0204839;0,0203846;;;
cols;2;64;64;1;4;0,0053354;0,0053354;0,005307;;;
cols;2;64;64;2;4;0,0100934;0,0100934;0,0100632;;;
cols;2;64;64;5;4;0,0243839;0,0243839;0,0243172;;;
cols;2;64;64;10;4;0,046776;0,046776;0,04662;;;
cols;2;64;256;1;4;0,0204554;0,0203991;0,0204554;;;
cols;2;64;256;2;4;0,0392015;0,0391694;0,0392015;;;
cols;2;64;256;5;4;0,0991422;0,0991422;0,099137;;;
cols;2;64;256;10;4;0,197714;0,197518;0,197714;;;
cols;2;64;512;1;4;0,0402054;0,0402054;0,040092;;;
cols;2;64;512;2;4;0,0801306;0,0801306;0,0799857;;;
cols;2;64;512;5;4;0,200938;0,200938;0,200661;;;
cols;2;64;512;10;4;0,402116;0,401683;0,402116;;;
cols;2;64;1024;1;4;0,0816009;0,0816009;0,0815148;;;
cols;2;64;1024;2;4;0,162144;0,162144;0,162043;;;
cols;2;64;1024;5;4;0,405079;0,40299;0,405079;;;
cols;2;64;1024;10;4;0,804018;0,804018;0,801825;;;
cols;2;256;32;1;4;0,0071256;0,0071094;0,0071256;;;
cols;2;256;32;2;4;0,0136917;0,0136917;0,0136056;;;
cols;2;256;32;5;4;0,0321096;0,0320103;0,0321096;;;
cols;2;256;32;10;4;0,0653776;0,0651509;0,0653776;;;
cols;2;256;64;1;4;0,014896;0,014896;0,0148884;;;
cols;2;256;64;2;4;0,0289294;0,0289294;0,02878;;;
cols;2;256;64;5;4;0,0703879;0,0700978;0,0703879;;;
cols;2;256;64;10;4;0,142051;0,142051;0,140515;;;
cols;2;256;256;1;4;0,0761345;0,0759579;0,0761345;;;
cols;2;256;256;2;4;0,154077;0,153524;0,154077;;;
cols;2;256;256;5;4;0,382493;0,382493;0,381878;;;
cols;2;256;256;10;4;0,762957;0,762957;0,761058;;;
cols;2;256;512;1;4;0,16228;0,159232;0,16228;;;
cols;2;256;512;2;4;0,309377;0,309377;0,309289;;;
cols;2;256;512;5;4;0,769601;0,769601;0,768068;;;
cols;2;256;512;10;4;1,53124;1,53124;1,52591;;;
cols;2;256;1024;1;4;0,321729;0,321565;0,321729;;;
cols;2;256;1024;2;4;0,643028;0,635474;0,643028;;;
cols;2;256;1024;5;4;1,58892;1,58612;1,58892;;;
cols;2;256;1024;10;4;3,16086;3,15597;3,16086;;;
cols;2;512;32;1;4;0,0123033;0,0121926;0,0123033;;;
cols;2;512;32;2;4;0,0295251;0,0269937;0,0295251;;;
cols;2;512;32;5;4;0,0626976;0,0626976;0,0598277;;;
cols;2;512;32;10;4;0,119854;0,119406;0,119854;;;
cols;2;512;64;1;4;0,0270368;0,0269442;0,0270368;;;
cols;2;512;64;2;4;0,0529674;0,0528484;0,0529674;;;
cols;2;512;64;5;4;0,1296;0,1296;0,129551;;;
cols;2;512;64;10;4;0,260363;0,259799;0,260363;;;
cols;2;512;256;1;4;0,130817;0,130169;0,130817;;;
cols;2;512;256;2;4;0,259237;0,259237;0,259013;;;
cols;2;512;256;5;4;0,646693;0,646693;0,641901;;;
cols;2;512;256;10;4;1,28557;1,28557;1,28229;;;
cols;2;512;512;1;4;0,313977;0,313977;0,30781;;;
cols;2;512;512;2;4;0,613662;0,613637;0,613662;;;
cols;2;512;512;5;4;1,52462;1,51864;1,52462;;;
cols;2;512;512;10;4;3,03944;3,03944;3,01839;;;
cols;2;512;1024;1;4;0,619045;0,618757;0,619045;;;
cols;2;512;1024;2;4;1,244;1,244;1,24243;;;
cols;2;512;1024;5;4;3,06762;3,06243;3,06762;;;
cols;2;512;1024;10;4;6,15067;6,13192;6,15067;;;
cols;2;1024;32;1;4;0,0208136;0,0208026;0,0208136;;;
cols;2;1024;32;2;4;0,0411069;0,0411069;0,0409071;;;
cols;2;1024;32;5;4;0,100999;0,100994;0,100999;;;
cols;2;1024;32;10;4;0,201074;0,201074;0,200658;;;
cols;2;1024;64;1;4;0,0476702;0,0476702;0,0475681;;;
cols;2;1024;64;2;4;0,095836;0,0951502;0,095836;;;
cols;2;1024;64;5;4;0,2386;0,23795;0,2386;;;
cols;2;1024;64;10;4;0,471952;0,471952;0,471792;;;
cols;2;1024;256;1;4;0,231441;0,231145;0,231441;;;
cols;2;1024;256;2;4;0,456468;0,456468;0,455777;;;
cols;2;1024;256;5;4;1,13856;1,13655;1,13856;;;
cols;2;1024;256;10;4;2,27291;2,27288;2,27291;;;
cols;2;1024;512;1;4;0,541169;0,541169;0,522137;;;
cols;2;1024;512;2;4;1,02772;1,02771;1,02772;;;
cols;2;1024;512;5;4;2,59309;2,57285;2,59309;;;
cols;2;1024;512;10;4;5,11531;5,1098;5,11531;;;
cols;2;1024;1024;1;4;1,23627;1,23112;1,23627;;;
cols;2;1024;1024;2;4;2,45601;2,45122;2,45601;;;
cols;2;1024;1024;5;4;6,18867;6,13824;6,18867;;;
cols;2;1024;1024;10;4;12,1668;12,1394;12,1668;;;
cols;5;32;32;1;4;0,0027655;0,002646;0,0026273;0,0027655;0,0027647;
cols;5;32;32;2;4;0,0051765;0,0048856;0,0048896;0,0051765;0,0049784;
cols;5;32;32;5;4;0,0109257;0,0107659;0,0109257;0,0107448;0,0107688;
cols;5;32;32;10;4;0,0218555;0,0218555;0,021742;0,0217536;0,0218034;
cols;5;32;64;1;4;0,005135;0,005135;0,0050889;0,005091;0,0050852;
cols;5;32;64;2;4;0,0095224;0,0095224;0,009478;0,0094845;0,0094778;
cols;5;32;64;5;4;0,0239568;0,0239568;0,0238081;0,0238201;0,0238186;
cols;5;32;64;10;4;0,0478744;0,0478744;0,0476331;0,0477513;0,0476244;
cols;5;32;256;1;4;0,0202359;0,0202359;0,0201787;0,020045;0,020154;
cols;5;32;256;2;4;0,039121;0,038883;0,039121;0,0388335;0,0387779;
cols;5;32;256;5;4;0,0972078;0,0971768;0,0972078;0,0971803;0,0971764;
cols;5;32;256;10;4;0,196256;0,196256;0,195388;0,194446;0,194479;
cols;5;32;512;1;4;0,0399284;0,0398557;0,0399225;0,0399176;0,0399284;
cols;5;32;512;2;4;0,0782742;0,0779108;0,0782742;0,0780519;0,0778963;
cols;5;32;512;5;4;0,196965;0,196327;0,19667;0,196363;0,196965;
cols;5;32;512;10;4;0,39247;0,391669;0,392077;0,392237;0,39247;
cols;5;32;1024;1;4;0,0808254;0,0785792;0,079623;0,0808254;0,0801821;
cols;5;32;1024;2;4;0,161419;0,159111;0,157235;0,161419;0,157322;
cols;5;32;1024;5;4;0,396523;0,391285;0,391045;0,396523;0,394939;
cols;5;32;1024;10;4;0,787352;0,783878;0,784878;0,778412;0,787352;
cols;5;64;32;1;4;0,0042168;0,0042005;0,0041975;0,0042168;0,0041929;
cols;5;64;32;2;4;0,0079875;0,0079875;0,0079257;0,0079537;0,0079435;
cols;5;64;32;5;4;0,018809;0,0187993;0,018746;0,0187527;0,018809;
cols;5;64;32;10;4;0,0380298;0,0378514;0,0378266;0,0378971;0,0380298;
cols;5;64;64;1;4;0,0089899;0,0089344;0,0089899;0,0089401;0,0089721;
cols;5;64;64;2;4;0,017747;0,0175339;0,0175814;0,017747;0,0175562;
cols;5;64;64;5;4;0,0443621;0,0442555;0,0443621;0,0441547;0,0441975;
cols;5;64;64;10;4;0,0881925;0,0881925;0,0881348;0,0881117;0,0881085;
cols;5;64;256;1;4;0,0390851;0,0390851;0,038928;0,0389335;0,0389677;
cols;5;64;256;2;4;0,077977;0,0775855;0,0773808;0,0776058;0,077977;
cols;5;64;256;5;4;0,192588;0,192256;0,192396;0,192588;0,192074;
cols;5;64;256;10;4;0,384547;0,383481;0,383393;0,384547;0,383922;
cols;5;64;512;1;4;0,0789581;0,0789581;0,0787494;0,0786834;0,0787932;
cols;5;64;512;2;4;0,157672;0,156992;0,156843;0,157672;0,157155;
cols;5;64;512;5;4;0,394855;0,392738;0,393258;0,394855;0,39306;
cols;5;64;512;10;4;0,786186;0,786186;0,779709;0,779553;0,782998;
cols;5;64;1024;1;4;0,159274;0,159274;0,158946;0,158866;0,159183;
cols;5;64;1024;2;4;0,315242;0,314176;0,313933;0,315242;0,313914;
cols;5;64;1024;5;4;0,792735;0,783817;0,792735;0,788086;0,787394;
cols;5;64;1024;10;4;1,58141;1,58141;1,56846;1,56944;1,56977;
cols;5;256;32;1;4;0,0134341;0,0134341;0,0133596;0,0133589;0,0133723;
cols;5;256;32;2;4;0,0262859;0,0262138;0,0262859;0,0262737;0,0262597;
cols;5;256;32;5;4;0,0649827;0,0648467;0,0649827;0,0647887;0,0647119;
cols;5;256;32;10;4;0,127567;0,127145;0,127407;0,127315;0,127567;
cols;5;256;64;1;4;0,0285316;0,0282507;0,0285316;0,0281702;0,0281838;
cols;5;256;64;2;4;0,0558131;0,0555598;0,0558131;0,0558063;0,0555249;
cols;5;256;64;5;4;0,13791;0,137851;0,137516;0,137188;0,13791;
cols;5;256;64;10;4;0,275715;0,275715;0,274976;0,275047;0,275585;
cols;5;256;256;1;4;0,143201;0,143201;0,142706;0,142971;0,143029;
cols;5;256;256;2;4;0,289687;0,289687;0,288935;0,283556;0,283707;
cols;5;256;256;5;4;0,714907;0,71322;0,714907;0,714067;0,712745;
cols;5;256;256;10;4;1,41937;1,41323;1,41276;1,41937;1,41413;
cols;5;256;512;1;4;0,309946;0,309946;0,309682;0,309835;0,309776;
cols;5;256;512;2;4;0,628785;0,612641;0,612953;0,628785;0,613504;
cols;5;256;512;5;4;1,54648;1,54592;1,54121;1,54648;1,53583;
cols;5;256;512;10;4;3,06981;3,06981;3,06021;3,06806;3,05888;
cols;5;256;1024;1;4;0,622553;0,621217;0,62142;0,622553;0,617761;
cols;5;256;1024;2;4;1,25655;1,24376;1,23284;1,25655;1,24616;
cols;5;256;1024;5;4;3,09688;3,08309;3,09688;3,07547;3,07494;
cols;5;256;1024;10;4;6,16521;6,16491;6,16521;6,13782;6,15369;
cols;5;512;32;1;4;0,0243684;0,024283;0,0243318;0,0243684;0,024319;
cols;5;512;32;2;4;0,0470653;0,0469116;0,0468416;0,0468074;0,0470653;
cols;5;512;32;5;4;0,118517;0,118165;0,118517;0,118087;0,11809;
cols;5;512;32;10;4;0,235311;0,234499;0,234675;0,234572;0,235311;
cols;5;512;64;1;4;0,0527782;0,0525405;0,0527782;0,0525341;0,0526432;
cols;5;512;64;2;4;0,103708;0,103708;0,103492;0,103697;0,103633;
cols;5;512;64;5;4;0,258876;0,258876;0,255918;0,25526;0,254999;
cols;5;512;64;10;4;0,516167;0,512403;0,516167;0,515202;0,511792;
cols;5;512;256;1;4;0,248112;0,247829;0,247967;0,248112;0,247862;
cols;5;512;256;2;4;0,488593;0,486735;0,488311;0,486431;0,488593;
cols;5;512;256;5;4;1,23516;1,23516;1,22104;1,21986;1,22114;
cols;5;512;256;10;4;2,43406;2,41848;2,43406;2,43166;2,42062;
cols;5;512;512;1;4;0,571281;0,569931;0,568355;0,571281;0,569317;
cols;5;512;512;2;4;1,16371;1,16042;1,16371;1,16123;1,16018;
cols;5;512;512;5;4;2,83452;2,83452;2,82801;2,81988;2,83208;
cols;5;512;512;10;4;5,74486;5,74486;5,69623;5,71188;5,69654;
cols;5;512;1024;1;4;1,24709;1,24135;1,24623;1,2352;1,24709;
cols;5;512;1024;2;4;2,47504;2,47504;2,47254;2,46764;2,4638;
cols;5;512;1024;5;4;6,12297;6,12297;6,09589;6,10903;6,0973;
cols;5;512;1024;10;4;12,271;12,271;12,1675;12,1559;12,1454;
cols;5;1024;32;1;4;0,0404273;0,0403769;0,0403655;0,0402696;0,0404273;
cols;5;1024;32;2;4;0,081045;0,0809637;0,081045;0,0808491;0,0808116;
cols;5;1024;32;5;4;0,206166;0,205904;0,206166;0,205306;0,2053;
cols;5;1024;32;10;4;0,399218;0,39844;0,398874;0,398666;0,399218;
cols;5;1024;64;1;4;0,100801;0,0957361;0,100801;0,0952808;0,0954069;
cols;5;1024;64;2;4;0,200694;0,200694;0,191748;0,194901;0,191927;
cols;5;1024;64;5;4;0,48429;0,482065;0,482549;0,48429;0,482644;
cols;5;1024;64;10;4;0,944114;0,944114;0,942602;0,943092;0,941849;
cols;5;1024;256;1;4;0,46165;0,457487;0,455959;0,46165;0,458766;
