height;mean;median;std
32;0.051759696844444446;0.02189187;0.07661393594370781
64;0.1138724492388889;0.04681185;0.17650679376818196
256;0.5249463580611111;0.196247625;0.8222358956561522
512;1.1529295421555557;0.39654175;1.8303329189984867
1024;2.522295223788889;0.802552;4.1674631523855314
