ns;mean;median;std
1;0.1997588544311111;0.0425321;0.38574102744128613
2;0.3936499083777778;0.082050675;0.7644864327007393
5;0.9706635046266666;0.20022900000000002;1.899590935755355
10;1.9285703486355557;0.39465199999999995;3.785518413487994
