ns;mean;median;std
1;0.1999240423111111;0.0414653;0.38973006230904395
2;0.3950082072;0.080058;0.7722647012882152
5;0.976483949688889;0.197188;1.917892164549056
10;1.943757034488889;0.390515;3.8248750215484684
