height;mean;median;std
32;0.05108587411111111;0.0205291;0.07727068242995554
64;0.113427698;0.0450539;0.17744983456865981
256;0.5257356636666667;0.1921795;0.829237841837944
512;1.1603665235555556;0.3935565;1.8489418164589773
1024;2.543350782777778;0.803532;4.210993260004889
