nProcs;mean;median;std
1;1.2567532887777777;0.22708050000000002;2.8719244065027216
2;1.0863176030555555;0.187586;2.58733733028249
4;0.8269736741111111;0.130529;2.1430845007482566
8;0.570169230311111;0.0901705;1.549920709129234
16;0.5038849037888888;0.07845725;1.3715052987972989
