strategy;subStrategy;nFotogramas;width;height;ns;nProcs;threadsPorProceso;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
cols;rows;3;256;32;10;1;4;0,0060563;0,0060563;;;;
cols;rows;3;256;256;1;1;4;0,0074175;0,0074175;;;;
cols;rows;3;256;256;3;1;4;0,0216005;0,0216005;;;;
cols;rows;3;256;256;10;1;4;0,0705787;0,0705787;;;;
cols;rows;3;256;512;1;1;4;0,0143442;0,0143442;;;;
cols;rows;3;256;512;3;1;4;0,0427061;0,0427061;;;;
cols;rows;3;256;512;10;1;4;0,145626;0,145626;;;;
cols;rows;3;256;1024;1;1;4;0,0256587;0,0256587;;;;
cols;rows;3;256;1024;3;1;4;0,0763197;0,0763197;;;;
cols;rows;3;256;1024;10;1;4;0,253233;0,253233;;;;
cols;rows;3;512;32;1;1;4;0,0015921;0,0015921;;;;
cols;rows;3;512;32;3;1;4;0,0034067;0,0034067;;;;
cols;rows;3;512;32;10;1;4;0,0109603;0,0109603;;;;
cols;rows;3;512;256;1;1;4;0,01206;0,01206;;;;
cols;rows;3;512;256;3;1;4;0,034258;0,034258;;;;
cols;rows;3;512;256;10;1;4;0,112888;0,112888;;;;
cols;rows;3;512;512;1;1;4;0,0289413;0,0289413;;;;
cols;rows;3;512;512;3;1;4;0,0877606;0,0877606;;;;
cols;rows;3;512;512;10;1;4;0,28478;0,28478;;;;
cols;rows;3;512;1024;1;1;4;0,0582439;0,0582439;;;;
cols;rows;3;512;1024;3;1;4;0,174195;0,174195;;;;
cols;rows;3;512;1024;10;1;4;0,579447;0,579447;;;;
cols;rows;3;1024;32;1;1;4;0,0021587;0,0021587;;;;
cols;rows;3;1024;32;3;1;4;0,0056274;0,0056274;;;;
cols;rows;3;1024;32;10;1;4;0,0183047;0,0183047;;;;
cols;rows;3;1024;256;1;1;4;0,0210249;0,0210249;;;;
cols;rows;3;1024;256;3;1;4;0,0601321;0,0601321;;;;
cols;rows;3;1024;256;10;1;4;0,199062;0,199062;;;;
cols;rows;3;1024;512;1;1;4;0,0495976;0,0495976;;;;
cols;rows;3;1024;512;3;1;4;0,138148;0,138148;;;;
cols;rows;3;1024;512;10;1;4;0,461335;0,461335;;;;
cols;rows;3;1024;1024;1;1;4;0,115899;0,115899;;;;
cols;rows;3;1024;1024;3;1;4;0,345391;0,345391;;;;
cols;rows;3;1024;1024;10;1;4;1,13032;1,13032;;;;
cols;rows;1;32;32;1;1;8;0,0005873;0,0005873;;;;
cols;rows;1;32;32;3;1;8;0,0007074;0,0007074;;;;
cols;rows;1;32;32;10;1;8;0,0011337;0,0011337;;;;
cols;rows;1;32;256;1;1;8;0,001533;0,001533;;;;
cols;rows;1;32;256;3;1;8;0,002801;0,002801;;;;
cols;rows;1;32;256;10;1;8;0,0059817;0,0059817;;;;
cols;rows;1;32;512;1;1;8;0,0017652;0,0017652;;;;
cols;rows;1;32;512;3;1;8;0,0039513;0,0039513;;;;
cols;rows;1;32;512;10;1;8;0,0139945;0,0139945;;;;
cols;rows;1;32;1024;1;1;8;0,0027939;0,0027939;;;;
cols;rows;1;32;1024;3;1;8;0,0077196;0,0077196;;;;
cols;rows;1;32;1024;10;1;8;0,0243938;0,0243938;;;;
cols;rows;1;256;32;1;1;8;0,0010482;0,0010482;;;;
cols;rows;1;256;32;3;1;8;0,0018075;0,0018075;;;;
cols;rows;1;256;32;10;1;8;0,0050903;0,0050903;;;;
cols;rows;1;256;256;1;1;8;0,0048691;0,0048691;;;;
cols;rows;1;256;256;3;1;8;0,0121967;0,0121967;;;;
cols;rows;1;256;256;10;1;8;0,0404191;0,0404191;;;;
cols;rows;1;256;512;1;1;8;0,0126035;0,0126035;;;;
cols;rows;1;256;512;3;1;8;0,0241996;0,0241996;;;;
cols;rows;1;256;512;10;1;8;0,0882782;0,0882782;;;;
cols;rows;1;256;1024;1;1;8;0,0162786;0,0162786;;;;
cols;rows;1;256;1024;3;1;8;0,0491552;0,0491552;;;;
cols;rows;1;256;1024;10;1;8;0,169757;0,169757;;;;
cols;rows;1;512;32;1;1;8;0,0012761;0,0012761;;;;
cols;rows;1;512;32;3;1;8;0,0026378;0,0026378;;;;
cols;rows;1;512;32;10;1;8;0,0093079;0,0093079;;;;
cols;rows;1;512;256;1;1;8;0,0081464;0,0081464;;;;
cols;rows;1;512;256;3;1;8;0,0267103;0,0267103;;;;
cols;rows;1;512;256;10;1;8;0,0893166;0,0893166;;;;
cols;rows;1;512;512;1;1;8;0,0212078;0,0212078;;;;
cols;rows;1;512;512;3;1;8;0,0654934;0,0654934;;;;
cols;rows;1;512;512;10;1;8;0,209278;0,209278;;;;
cols;rows;1;512;1024;1;1;8;0,0403969;0,0403969;;;;
cols;rows;1;512;1024;3;1;8;0,0988523;0,0988523;;;;
cols;rows;1;512;1024;10;1;8;0,329063;0,329063;;;;
cols;rows;1;1024;32;1;1;8;0,0020534;0,0020534;;;;
cols;rows;1;1024;32;3;1;8;0,0032701;0,0032701;;;;
cols;rows;1;1024;32;10;1;8;0,0095619;0,0095619;;;;
cols;rows;1;1024;256;1;1;8;0,0111453;0,0111453;;;;
cols;rows;1;1024;256;3;1;8;0,0342247;0,0342247;;;;
cols;rows;1;1024;256;10;1;8;0,113989;0,113989;;;;
cols;rows;1;1024;512;1;1;8;0,0311316;0,0311316;;;;
cols;rows;1;1024;512;3;1;8;0,0798234;0,0798234;;;;
cols;rows;1;1024;512;10;1;8;0,282094;0,282094;;;;
cols;rows;1;1024;1024;1;1;8;0,0675451;0,0675451;;;;
cols;rows;1;1024;1024;3;1;8;0,199925;0,199925;;;;
cols;rows;1;1024;1024;10;1;8;0,669445;0,669445;;;;
cols;rows;2;32;32;1;1;8;0,0006176;0,0006176;;;;
cols;rows;2;32;32;3;1;8;0,0007312;0,0007312;;;;
cols;rows;2;32;32;10;1;8;0,0015085;0,0015085;;;;
cols;rows;2;32;256;1;1;8;0,0014527;0,0014527;;;;
cols;rows;2;32;256;3;1;8;0,0031245;0,0031245;;;;
cols;rows;2;32;256;10;1;8;0,00653;0,00653;;;;
cols;rows;2;32;512;1;1;8;0,0018049;0,0018049;;;;
cols;rows;2;32;512;3;1;8;0,0039782;0,0039782;;;;
cols;rows;2;32;512;10;1;8;0,0180078;0,0180078;;;;
cols;rows;2;32;1024;1;1;8;0,0030372;0,0030372;;;;
cols;rows;2;32;1024;3;1;8;0,0116603;0,0116603;;;;
cols;rows;2;32;1024;10;1;8;0,0246735;0,0246735;;;;
cols;rows;2;256;32;1;1;8;0,0010169;0,0010169;;;;
cols;rows;2;256;32;3;1;8;0,0017624;0,0017624;;;;
cols;rows;2;256;32;10;1;8;0,0036356;0,0036356;;;;
cols;rows;2;256;256;1;1;8;0,0053749;0,0053749;;;;
cols;rows;2;256;256;3;1;8;0,0150404;0,0150404;;;;
cols;rows;2;256;256;10;1;8;0,0403909;0,0403909;;;;
cols;rows;2;256;512;1;1;8;0,0083817;0,0083817;;;;
cols;rows;2;256;512;3;1;8;0,0238082;0,0238082;;;;
cols;rows;2;256;512;10;1;8;0,0794774;0,0794774;;;;
cols;rows;2;256;1024;1;1;8;0,0191638;0,0191638;;;;
cols;rows;2;256;1024;3;1;8;0,0491433;0,0491433;;;;
cols;rows;2;256;1024;10;1;8;0,166675;0,166675;;;;
cols;rows;2;512;32;1;1;8;0,0013504;0,0013504;;;;
cols;rows;2;512;32;3;1;8;0,0022691;0,0022691;;;;
cols;rows;2;512;32;10;1;8;0,008762;0,008762;;;;
cols;rows;2;512;256;1;1;8;0,0088669;0,0088669;;;;
cols;rows;2;512;256;3;1;8;0,0188931;0,0188931;;;;
cols;rows;2;512;256;10;1;8;0,0643672;0,0643672;;;;
cols;rows;2;512;512;1;1;8;0,0207832;0,0207832;;;;
cols;rows;2;512;512;3;1;8;0,0508031;0,0508031;;;;
cols;rows;2;512;512;10;1;8;0,165264;0,165264;;;;
cols;rows;2;512;1024;1;1;8;0,0322326;0,0322326;;;;
cols;rows;2;512;1024;3;1;8;0,126602;0,126602;;;;
cols;rows;2;512;1024;10;1;8;0,323013;0,323013;;;;
cols;rows;2;1024;32;1;1;8;0,001752;0,001752;;;;
cols;rows;2;1024;32;3;1;8;0,0034912;0,0034912;;;;
cols;rows;2;1024;32;10;1;8;0,0095274;0,0095274;;;;
cols;rows;2;1024;256;1;1;8;0,0162837;0,0162837;;;;
cols;rows;2;1024;256;3;1;8;0,0438119;0,0438119;;;;
cols;rows;2;1024;256;10;1;8;0,115198;0,115198;;;;
cols;rows;2;1024;512;1;1;8;0,0312229;0,0312229;;;;
cols;rows;2;1024;512;3;1;8;0,0820622;0,0820622;;;;
cols;rows;2;1024;512;10;1;8;0,269807;0,269807;;;;
cols;rows;2;1024;1024;1;1;8;0,0654981;0,0654981;;;;
cols;rows;2;1024;1024;3;1;8;0,208116;0,208116;;;;
cols;rows;2;1024;1024;10;1;8;0,676644;0,676644;;;;
cols;rows;3;32;32;1;1;8;0,0005905;0,0005905;;;;
cols;rows;3;32;32;3;1;8;0,0007582;0,0007582;;;;
cols;rows;3;32;32;10;1;8;0,0012987;0,0012987;;;;
cols;rows;3;32;256;1;1;8;0,0010978;0,0010978;;;;
cols;rows;3;32;256;3;1;8;0,0023479;0,0023479;;;;
cols;rows;3;32;256;10;1;8;0,0059861;0,0059861;;;;
cols;rows;3;32;512;1;1;8;0,0019841;0,0019841;;;;
cols;rows;3;32;512;3;1;8;0,0046103;0,0046103;;;;
cols;rows;3;32;512;10;1;8;0,0174836;0,0174836;;;;
cols;rows;3;32;1024;1;1;8;0,0033431;0,0033431;;;;
cols;rows;3;32;1024;3;1;8;0,0074563;0,0074563;;;;
cols;rows;3;32;1024;10;1;8;0,0245635;0,0245635;;;;
cols;rows;3;256;32;1;1;8;0,000826;0,000826;;;;
cols;rows;3;256;32;3;1;8;0,0018667;0,0018667;;;;
cols;rows;3;256;32;10;1;8;0,0047929;0,0047929;;;;
cols;rows;3;256;256;1;1;8;0,0055907;0,0055907;;;;
cols;rows;3;256;256;3;1;8;0,012584;0,012584;;;;
cols;rows;3;256;256;10;1;8;0,0641085;0,0641085;;;;
cols;rows;3;256;512;1;1;8;0,0125158;0,0125158;;;;
cols;rows;3;256;512;3;1;8;0,0271844;0,0271844;;;;
cols;rows;3;256;512;10;1;8;0,0871439;0,0871439;;;;
cols;rows;3;256;1024;1;1;8;0,0212737;0,0212737;;;;
cols;rows;3;256;1024;3;1;8;0,0670282;0,0670282;;;;
cols;rows;3;256;1024;10;1;8;0,184087;0,184087;;;;
cols;rows;3;512;32;1;1;8;0,0013036;0,0013036;;;;
cols;rows;3;512;32;3;1;8;0,0032074;0,0032074;;;;
cols;rows;3;512;32;10;1;8;0,0070084;0,0070084;;;;
cols;rows;3;512;256;1;1;8;0,0069648;0,0069648;;;;
cols;rows;3;512;256;3;1;8;0,0190659;0,0190659;;;;
cols;rows;3;512;256;10;1;8;0,0643591;0,0643591;;;;
cols;rows;3;512;512;1;1;8;0,0166198;0,0166198;;;;
cols;rows;3;512;512;3;1;8;0,0624795;0,0624795;;;;
cols;rows;3;512;512;10;1;8;0,180521;0,180521;;;;
cols;rows;3;512;1024;1;1;8;0,0320512;0,0320512;;;;
cols;rows;3;512;1024;3;1;8;0,103207;0,103207;;;;
cols;rows;3;512;1024;10;1;8;0,322585;0,322585;;;;
cols;rows;3;1024;32;1;1;8;0,0020591;0,0020591;;;;
cols;rows;3;1024;32;3;1;8;0,0049507;0,0049507;;;;
cols;rows;3;1024;32;10;1;8;0,0093753;0,0093753;;;;
cols;rows;3;1024;256;1;1;8;0,0156891;0,0156891;;;;
cols;rows;3;1024;256;3;1;8;0,0469519;0,0469519;;;;
cols;rows;3;1024;256;10;1;8;0,125613;0,125613;;;;
cols;rows;3;1024;512;1;1;8;0,0261828;0,0261828;;;;
cols;rows;3;1024;512;3;1;8;0,0772496;0,0772496;;;;
cols;rows;3;1024;512;10;1;8;0,289054;0,289054;;;;
cols;rows;3;1024;1024;1;1;8;0,0663378;0,0663378;;;;
cols;rows;3;1024;1024;3;1;8;0,22111;0,22111;;;;
cols;rows;3;1024;1024;10;1;8;0,660044;0,660044;;;;
cols;rows;1;32;32;1;1;12;0,0009626;0,0009626;;;;
cols;rows;1;32;32;3;1;12;0,0009213;0,0009213;;;;
cols;rows;1;32;32;10;1;12;0,001481;0,001481;;;;
cols;rows;1;32;256;1;1;12;0,0014553;0,0014553;;;;
cols;rows;1;32;256;3;1;12;0,0024693;0,0024693;;;;
cols;rows;1;32;256;10;1;12;0,0063103;0,0063103;;;;
cols;rows;1;32;512;1;1;12;0,0021821;0,0021821;;;;
cols;rows;1;32;512;3;1;12;0,0042159;0,0042159;;;;
cols;rows;1;32;512;10;1;12;0,012866;0,012866;;;;
cols;rows;1;32;1024;1;1;12;0,0032765;0,0032765;;;;
cols;rows;1;32;1024;3;1;12;0,0078419;0,0078419;;;;
cols;rows;1;32;1024;10;1;12;0,0250874;0,0250874;;;;
cols;rows;1;256;32;1;1;12;0,0010598;0,0010598;;;;
cols;rows;1;256;32;3;1;12;0,0016606;0,0016606;;;;
cols;rows;1;256;32;10;1;12;0,0045151;0,0045151;;;;
cols;rows;1;256;256;1;1;12;0,0051476;0,0051476;;;;
cols;rows;1;256;256;3;1;12;0,0123135;0,0123135;;;;
cols;rows;1;256;256;10;1;12;0,0468134;0,0468134;;;;
cols;rows;1;256;512;1;1;12;0,0087062;0,0087062;;;;
cols;rows;1;256;512;3;1;12;0,0256109;0,0256109;;;;
cols;rows;1;256;512;10;1;12;0,0816314;0,0816314;;;;
cols;rows;1;256;1024;1;1;12;0,016152;0,016152;;;;
cols;rows;1;256;1024;3;1;12;0,0496003;0,0496003;;;;
cols;rows;1;256;1024;10;1;12;0,167702;0,167702;;;;
cols;rows;1;512;32;1;1;12;0,0017535;0,0017535;;;;
cols;rows;1;512;32;3;1;12;0,0029322;0,0029322;;;;
cols;rows;1;512;32;10;1;12;0,0074816;0,0074816;;;;
cols;rows;1;512;256;1;1;12;0,0074413;0,0074413;;;;
cols;rows;1;512;256;3;1;12;0,0189787;0,0189787;;;;
cols;rows;1;512;256;10;1;12;0,0578245;0,0578245;;;;
cols;rows;1;512;512;1;1;12;0,0144705;0,0144705;;;;
cols;rows;1;512;512;3;1;12;0,0537807;0,0537807;;;;
cols;rows;1;512;512;10;1;12;0,16169;0,16169;;;;
cols;rows;1;512;1024;1;1;12;0,0318781;0,0318781;;;;
cols;rows;1;512;1024;3;1;12;0,0996478;0,0996478;;;;
cols;rows;1;512;1024;10;1;12;0,325649;0,325649;;;;
cols;rows;1;1024;32;1;1;12;0,0022194;0,0022194;;;;
cols;rows;1;1024;32;3;1;12;0,0042175;0,0042175;;;;
cols;rows;1;1024;32;10;1;12;0,0107014;0,0107014;;;;
cols;rows;1;1024;256;1;1;12;0,0113395;0,0113395;;;;
cols;rows;1;1024;256;3;1;12;0,034216;0,034216;;;;
cols;rows;1;1024;256;10;1;12;0,12592;0,12592;;;;
cols;rows;1;1024;512;1;1;12;0,0243395;0,0243395;;;;
cols;rows;1;1024;512;3;1;12;0,080725;0,080725;;;;
cols;rows;1;1024;512;10;1;12;0,253124;0,253124;;;;
cols;rows;1;1024;1024;1;1;12;0,0654154;0,0654154;;;;
cols;rows;1;1024;1024;3;1;12;0,218322;0,218322;;;;
cols;rows;1;1024;1024;10;1;12;0,611131;0,611131;;;;
cols;rows;2;32;32;1;1;12;0,0008285;0,0008285;;;;
cols;rows;2;32;32;3;1;12;0,0010188;0,0010188;;;;
cols;rows;2;32;32;10;1;12;0,001576;0,001576;;;;
cols;rows;2;32;256;1;1;12;0,0014459;0,0014459;;;;
cols;rows;2;32;256;3;1;12;0,0023972;0,0023972;;;;
cols;rows;2;32;256;10;1;12;0,0061559;0,0061559;;;;
cols;rows;2;32;512;1;1;12;0,0020541;0,0020541;;;;
cols;rows;2;32;512;3;1;12;0,0042574;0,0042574;;;;
cols;rows;2;32;512;10;1;12;0,0122997;0,0122997;;;;
cols;rows;2;32;1024;1;1;12;0,0031011;0,0031011;;;;
cols;rows;2;32;1024;3;1;12;0,0073714;0,0073714;;;;
cols;rows;2;32;1024;10;1;12;0,0252051;0,0252051;;;;
cols;rows;2;256;32;1;1;12;0,0011395;0,0011395;;;;
cols;rows;2;256;32;3;1;12;0,002014;0,002014;;;;
cols;rows;2;256;32;10;1;12;0,004616;0,004616;;;;
cols;rows;2;256;256;1;1;12;0,0042138;0,0042138;;;;
cols;rows;2;256;256;3;1;12;0,013883;0,013883;;;;
cols;rows;2;256;256;10;1;12;0,0386849;0,0386849;;;;
cols;rows;2;256;512;1;1;12;0,0084798;0,0084798;;;;
cols;rows;2;256;512;3;1;12;0,0243759;0,0243759;;;;
cols;rows;2;256;512;10;1;12;0,0875075;0,0875075;;;;
cols;rows;2;256;1024;1;1;12;0,0176561;0,0176561;;;;
cols;rows;2;256;1024;3;1;12;0,0508245;0,0508245;;;;
cols;rows;2;256;1024;10;1;12;0,154241;0,154241;;;;
cols;rows;2;512;32;1;1;12;0,0014431;0,0014431;;;;
cols;rows;2;512;32;3;1;12;0,0032015;0,0032015;;;;
cols;rows;2;512;32;10;1;12;0,0073771;0,0073771;;;;
cols;rows;2;512;256;1;1;12;0,0080186;0,0080186;;;;
cols;rows;2;512;256;3;1;12;0,0221899;0,0221899;;;;
cols;rows;2;512;256;10;1;12;0,0711201;0,0711201;;;;
cols;rows;2;512;512;1;1;12;0,0146822;0,0146822;;;;
cols;rows;2;512;512;3;1;12;0,0467837;0,0467837;;;;
cols;rows;2;512;512;10;1;12;0,18039;0,18039;;;;
cols;rows;2;512;1024;1;1;12;0,0293468;0,0293468;;;;
cols;rows;2;512;1024;3;1;12;0,103492;0,103492;;;;
cols;rows;2;512;1024;10;1;12;0,338074;0,338074;;;;
cols;rows;2;1024;32;1;1;12;0,0019696;0,0019696;;;;
cols;rows;2;1024;32;3;1;12;0,0039904;0,0039904;;;;
cols;rows;2;1024;32;10;1;12;0,0117542;0,0117542;;;;
cols;rows;2;1024;256;1;1;12;0,0114973;0,0114973;;;;
cols;rows;2;1024;256;3;1;12;0,037516;0,037516;;;;
cols;rows;2;1024;256;10;1;12;0,12501;0,12501;;;;
cols;rows;2;1024;512;1;1;12;0,0282763;0,0282763;;;;
cols;rows;2;1024;512;3;1;12;0,0745152;0,0745152;;;;
cols;rows;2;1024;512;10;1;12;0,238265;0,238265;;;;
cols;rows;2;1024;1024;1;1;12;0,068286;0,068286;;;;
cols;rows;2;1024;1024;3;1;12;0,191909;0,191909;;;;
cols;rows;2;1024;1024;10;1;12;0,576797;0,576797;;;;
cols;rows;3;32;32;1;1;12;0,0008138;0,0008138;;;;
cols;rows;3;32;32;3;1;12;0,0010994;0,0010994;;;;
cols;rows;3;32;32;10;1;12;0,0016687;0,0016687;;;;
cols;rows;3;32;256;1;1;12;0,0016968;0,0016968;;;;
cols;rows;3;32;256;3;1;12;0,0025513;0,0025513;;;;
cols;rows;3;32;256;10;1;12;0,0060595;0,0060595;;;;
cols;rows;3;32;512;1;1;12;0,0018575;0,0018575;;;;
cols;rows;3;32;512;3;1;12;0,0043514;0,0043514;;;;
cols;rows;3;32;512;10;1;12;0,0119051;0,0119051;;;;
cols;rows;3;32;1024;1;1;12;0,0031234;0,0031234;;;;
cols;rows;3;32;1024;3;1;12;0,0080594;0,0080594;;;;
cols;rows;3;32;1024;10;1;12;0,0259905;0,0259905;;;;
cols;rows;3;256;32;1;1;12;0,0011962;0,0011962;;;;
cols;rows;3;256;32;3;1;12;0,0017375;0,0017375;;;;
cols;rows;3;256;32;10;1;12;0,0046252;0,0046252;;;;
cols;rows;3;256;256;1;1;12;0,0043708;0,0043708;;;;
cols;rows;3;256;256;3;1;12;0,0108807;0,0108807;;;;
cols;rows;3;256;256;10;1;12;0,0465592;0,0465592;;;;
cols;rows;3;256;512;1;1;12;0,0084799;0,0084799;;;;
cols;rows;3;256;512;3;1;12;0,0224598;0,0224598;;;;
cols;rows;3;256;512;10;1;12;0,0659529;0,0659529;;;;
cols;rows;3;256;1024;1;1;12;0,0171064;0,0171064;;;;
cols;rows;3;256;1024;3;1;12;0,0511044;0,0511044;;;;
cols;rows;3;256;1024;10;1;12;0,160258;0,160258;;;;
cols;rows;3;512;32;1;1;12;0,0014856;0,0014856;;;;
cols;rows;3;512;32;3;1;12;0,0027346;0,0027346;;;;
cols;rows;3;512;32;10;1;12;0,0080878;0,0080878;;;;
cols;rows;3;512;256;1;1;12;0,0077048;0,0077048;;;;
cols;rows;3;512;256;3;1;12;0,0180427;0,0180427;;;;
cols;rows;3;512;256;10;1;12;0,0787136;0,0787136;;;;
cols;rows;3;512;512;1;1;12;0,0176718;0,0176718;;;;
cols;rows;3;512;512;3;1;12;0,0553422;0,0553422;;;;
cols;rows;3;512;512;10;1;12;0,161558;0,161558;;;;
cols;rows;3;512;1024;1;1;12;0,0310988;0,0310988;;;;
cols;rows;3;512;1024;3;1;12;0,10244;0,10244;;;;
cols;rows;3;512;1024;10;1;12;0,298628;0,298628;;;;
cols;rows;3;1024;32;1;1;12;0,0017531;0,0017531;;;;
cols;rows;3;1024;32;3;1;12;0,0040389;0,0040389;;;;
cols;rows;3;1024;32;10;1;12;0,0116614;0,0116614;;;;
cols;rows;3;1024;256;1;1;12;0,0121919;0,0121919;;;;
cols;rows;3;1024;256;3;1;12;0,0370863;0,0370863;;;;
cols;rows;3;1024;256;10;1;12;0,126607;0,126607;;;;
cols;rows;3;1024;512;1;1;12;0,0275176;0,0275176;;;;
cols;rows;3;1024;512;3;1;12;0,080281;0,080281;;;;
cols;rows;3;1024;512;10;1;12;0,229878;0,229878;;;;
cols;rows;3;1024;1024;1;1;12;0,0724051;0,0724051;;;;
cols;rows;3;1024;1024;3;1;12;0,199921;0,199921;;;;
cols;rows;3;1024;1024;10;1;12;0,559907;0,559907;;;;
cols;rows;1;32;32;1;4;4;0,0010548;0,0010548;;;;
cols;rows;1;32;32;3;4;4;0,0010476;0,0010476;;;;
cols;rows;1;32;32;10;4;4;0,0014775;0,0014775;;;;
cols;rows;1;32;256;1;4;4;0,0013968;0,0013968;;;;
cols;rows;1;32;256;3;4;4;0,0020188;0,0020188;;;;
cols;rows;1;32;256;10;4;4;0,0043086;0,0043086;;;;
cols;rows;1;32;512;1;4;4;0,0016427;0,0016427;;;;
cols;rows;1;32;512;3;4;4;0,004267;0,004267;;;;
cols;rows;1;32;512;10;4;4;0,0085055;0,0085055;;;;
cols;rows;1;32;1024;1;4;4;0,0024438;0,0024438;;;;
cols;rows;1;32;1024;3;4;4;0,0050386;0,0050386;;;;
cols;rows;1;32;1024;10;4;4;0,015279;0,015279;;;;
cols;rows;1;256;32;1;4;4;0,0012883;0,0012883;;;;
cols;rows;1;256;32;3;4;4;0,0019157;0,0019157;;;;
cols;rows;1;256;32;10;4;4;0,0037275;0,0037275;;;;
cols;rows;1;256;256;1;4;4;0,0048643;0,0048643;;;;
cols;rows;1;256;256;3;4;4;0,0130236;0,0130236;;;;
cols;rows;1;256;256;10;4;4;0,0436154;0,0436154;;;;
cols;rows;1;256;512;1;4;4;0,0100322;0,0100322;;;;
cols;rows;1;256;512;3;4;4;0,0289623;0,0289623;;;;
cols;rows;1;256;512;10;4;4;0,095783;0,095783;;;;
cols;rows;1;256;1024;1;4;4;0,0144548;0,0144548;;;;
cols;rows;1;256;1024;3;4;4;0,041633;0,041633;;;;
cols;rows;1;256;1024;10;4;4;0,140235;0,140235;;;;
cols;rows;1;512;32;1;4;4;0,0015239;0,0015239;;;;
cols;rows;1;512;32;3;4;4;0,0023365;0,0023365;;;;
cols;rows;1;512;32;10;4;4;0,0057917;0,0057917;;;;
cols;rows;1;512;256;1;4;4;0,0086803;0,0086803;;;;
cols;rows;1;512;256;3;4;4;0,0244272;0,0244272;;;;
cols;rows;1;512;256;10;4;4;0,0816046;0,0816046;;;;
cols;rows;1;512;512;1;4;4;0,0181983;0,0181983;;;;
cols;rows;1;512;512;3;4;4;0,0540241;0,0540241;;;;
cols;rows;1;512;512;10;4;4;0,171273;0,171273;;;;
cols;rows;1;512;1024;1;4;4;0,0402197;0,0402197;;;;
cols;rows;1;512;1024;3;4;4;0,107534;0,107534;;;;
cols;rows;1;512;1024;10;4;4;0,34438;0,34438;;;;
cols;rows;1;1024;32;1;4;4;0,0019834;0,0019834;;;;
cols;rows;1;1024;32;3;4;4;0,0034839;0,0034839;;;;
cols;rows;1;1024;32;10;4;4;0,0098138;0,0098138;;;;
cols;rows;1;1024;256;1;4;4;0,012538;0,012538;;;;
cols;rows;1;1024;256;3;4;4;0,0386483;0,0386483;;;;
cols;rows;1;1024;256;10;4;4;0,110595;0,110595;;;;
cols;rows;1;1024;512;1;4;4;0,0324094;0,0324094;;;;
cols;rows;1;1024;512;3;4;4;0,09397;0,09397;;;;
cols;rows;1;1024;512;10;4;4;0,296785;0,296785;;;;
cols;rows;1;1024;1024;1;4;4;0,0734363;0,0734363;;;;
cols;rows;1;1024;1024;3;4;4;0,186381;0,186381;;;;
cols;rows;1;1024;1024;10;4;4;0,599432;0,599432;;;;
cols;rows;2;32;32;1;4;4;0,0009786;0,0009786;0,0009759;;;
cols;rows;2;32;32;3;4;4;0,0011262;0,0011262;0,0010503;;;
cols;rows;2;32;32;10;4;4;0,0019659;0,0018609;0,0019659;;;
cols;rows;2;32;256;1;4;4;0,0017224;0,0017224;0,0016411;;;
cols;rows;2;32;256;3;4;4;0,0029125;0,0028537;0,0029125;;;
cols;rows;2;32;256;10;4;4;0,0109598;0,0072759;0,0109598;;;
cols;rows;2;32;512;1;4;4;0,0023028;0,0022163;0,0023028;;;
cols;rows;2;32;512;3;4;4;0,004917;0,004917;0,0048236;;;
cols;rows;2;32;512;10;4;4;0,0141002;0,0140477;0,0141002;;;
cols;rows;2;32;1024;1;4;4;0,0038137;0,0038137;0,0037254;;;
cols;rows;2;32;1024;3;4;4;0,0105194;0,0090247;0,0105194;;;
cols;rows;2;32;1024;10;4;4;0,0295266;0,0295266;0,0294765;;;
cols;rows;2;256;32;1;4;4;0,0014384;0,0014384;0,0013822;;;
cols;rows;2;256;32;3;4;4;0,0024696;0,0024696;0,002401;;;
cols;rows;2;256;32;10;4;4;0,0058039;0,0058039;0,0057394;;;
cols;rows;2;256;256;1;4;4;0,0089789;0,0082339;0,0089789;;;
cols;rows;2;256;256;3;4;4;0,0241149;0,0241149;0,0239592;;;
cols;rows;2;256;256;10;4;4;0,0815833;0,0784532;0,0815833;;;
cols;rows;2;256;512;1;4;4;0,0159651;0,0148309;0,0159651;;;
cols;rows;2;256;512;3;4;4;0,0458819;0,0441219;0,0458819;;;
cols;rows;2;256;512;10;4;4;0,156542;0,155638;0,156542;;;
cols;rows;2;256;1024;1;4;4;0,0254792;0,0247949;0,0254792;;;
cols;rows;2;256;1024;3;4;4;0,0771767;0,0771767;0,074114;;;
cols;rows;2;256;1024;10;4;4;0,260268;0,260268;0,251342;;;
cols;rows;2;512;32;1;4;4;0,0018892;0,0017314;0,0018892;;;
cols;rows;2;512;32;3;4;4;0,0042647;0,0037877;0,0042647;;;
cols;rows;2;512;32;10;4;4;0,0100184;0,0098795;0,0100184;;;
cols;rows;2;512;256;1;4;4;0,0121014;0,0121014;0,0113945;;;
cols;rows;2;512;256;3;4;4;0,0348598;0,0336373;0,0348598;;;
cols;rows;2;512;256;10;4;4;0,125778;0,125778;0,12385;;;
cols;rows;2;512;512;1;4;4;0,0324526;0,0323899;0,0324526;;;
cols;rows;2;512;512;3;4;4;0,105526;0,105526;0,0989749;;;
cols;rows;2;512;512;10;4;4;0,304447;0,304447;0,288515;;;
cols;rows;2;512;1024;1;4;4;0,0615959;0,0609704;0,0615959;;;
